fs_code,ann_date,divident_date,cash_div,stock_div,stock_ratio,bonus_ratio
601800.SH,20251230,20260109,1.178,0,0,0.013990498812
601800.SH,20250625,20250701,1.6161,0,0,0.018178852643
601800.SH,20250115,20250122,1.4005,0,0,0.014773206751
601800.SH,20240704,20240710,2.9256,0,0,0.034459363958
601800.SH,20230712,20230718,2.1707,0,0,0.01938125
601800.SH,20220624,20220630,2.0371,0,0,0.021443157895
601800.SH,20210621,20210625,1.8088,0,0,0.027037369208
601800.SH,20200617,20200623,2.3276,0,0,0.029879332478
601800.SH,20190627,20190705,2.3077,0,0,0.019962802768
601800.SH,20180702,20180706,2.419,0,0,0.021237928007
601800.SH,20170626,20170630,1.9444,0,0,0.012054556727
601800.SH,20160624,20160630,1.9037,0,0,0.01748117539
601800.SH,20150624,20150630,1.7172,0,0,0.009920277296
601800.SH,20140626,20140702,1.8762,0,0,0.050032
601800.SH,20130815,20130821,1.847,0,0,0.043871733967
601800.SH,20120720,20120727,1.794,0,0,0.037531380753
