fs_code,ann_date,divident_date,cash_div,stock_div,stock_ratio,bonus_ratio
600104.SH,20250724,20250731,0.88,0.0,0.0,0.005014245014
600104.SH,20240809,20240816,3.7044,0.0,0.0,0.027521545319
600104.SH,20230712,20230719,3.371,0.0,0.0,0.02328038674
600104.SH,20220708,20220715,6.82,0.0,0.0,0.039976553341
600104.SH,20210723,20210730,6.2,0.0,0.0,0.032477737035
600104.SH,20200619,20200630,8.8,0.0,0.0,0.0489432703
600104.SH,20190705,20190712,12.6,0.0,0.0,0.049353701528
600104.SH,20180710,20180717,18.3,0.0,0.0,0.052211126961
600104.SH,20170610,20170616,16.5,0.0,0.0,0.051854179761
600104.SH,20160702,20160708,13.6,0.0,0.0,0.064120697784
600104.SH,20150716,20150722,13.0,0.0,0.0,0.053082890976
600104.SH,20140724,20140730,12.0,0.0,0.0,0.068065796937
600104.SH,20130705,20130711,6.0,0.0,0.0,0.04447739066
600104.SH,20120629,20120705,3.0,0.0,0.0,0.022831050228
600104.SH,20110624,20110701,2.0,0.0,0.0,0.010672358591
600104.SH,20100602,20100608,0.5,3.0,3.0,0.003123048095
600104.SH,20090616,20090622,0.26,0.0,0.0,0.001832276251
600104.SH,20080531,20080605,2.1,0.0,0.0,0.016949152542
600104.SH,20070803,20070809,1.6,0.0,0.0,0.006538618717
600104.SH,20060511,20060517,2.5,0.0,0.0,0.052521008403
600104.SH,20050616,20050622,2.5,0.0,0.0,0.053078556263
600104.SH,20040603,20040609,1.5,3.0,0.0,0.012224938875
600104.SH,20030611,20030617,3.6,0.0,0.0,0.029654036244
600104.SH,20020612,20020618,1.5,0.0,0.0,0.023183925811
600104.SH,20010525,20010531,0.0,3.8462,0.0,0.0
600104.SH,20000818,20000824,4.2,0.0,0.0,0.03056768559
600104.SH,19980910,19980915,0.0,4.0,1.5,0.0
