fs_code,ann_date,report_date,eps,roe,gross_margin,netprofit_margin,current_ratio,quick_ratio,debt_to_assets
600016.SH,202510,20250930,0.59,4.605,26.301044153,0.3638361015,0,0,91.1017388335
600016.SH,202508,20250630,0.45,3.57,29.6695402299,0.2756179619,0,0,90.9599801568
600016.SH,202504,20250331,0.29,2.305,34.7214299296,0.1638887195,0,0,91.4442751387
600016.SH,202503,20241231,0.64,5.18,24.0090982464,0.4224937304,0,0,91.5985847161
600016.SH,202410,20240930,0.6,4.845,30.2144402912,0.3996103552,0,0,91.6044666089
600016.SH,202408,20240630,0.43,3.52,33.8299045094,0.2982928256,0,0,91.9263547818
600016.SH,202404,20240331,0.31,2.5025,39.3516762466,0.1751276873,0,0,91.5563756558
600016.SH,202403,20231231,0.72,6.1,25.555153142,0.4820423615,0,0,91.6898513544
600016.SH,202310,20230930,0.67,5.1225,31.830410897,0.4579452217,0,0,91.566478248
600016.SH,202308,20230630,0.46,3.94,33.5089950936,0.3218339325,0,0,91.7987958046
600016.SH,202304,20230331,0.33,2.775,38.9470535447,0.1927749115,0,0,91.7366150443
600016.SH,202303,20221231,0.71,6.31,25.1108958702,0.503601411,0,0,91.5540019513
600016.SH,202210,20220930,0.68,5.9925,31.3427750562,0.4832499178,0,0,91.432551608
600016.SH,202208,20220630,0.49,4.33,33.5368401191,0.3486773898,0,0,91.7668955192
600016.SH,202204,20220331,0.31,2.7975,37.7217885025,0.1958685471,0,0,91.6349222893
600016.SH,202203,20211231,0.71,6.59,20.6470225824,0.501373119,0,0,91.5639716223
600016.SH,202110,20210930,0.75,6.97,27.389290772,0.5123929862,0,0,91.4677269689
600016.SH,202108,20210630,0.56,5.215,30.4608373683,0.3814138733,0,0,91.6927969302
600016.SH,202104,20210331,0.34,3.155,33.9338781575,0.2086069789,0,0,92.1170041971
600016.SH,202103,20201231,0.71,6.81,18.9790809458,0.5149913359,0,0,92.2125200695
600016.SH,202010,20200930,0.79,7.515,26.4392517496,0.5568869588,0,0,92.1401467441
600016.SH,202008,20200630,0.61,5.74,29.335018551,0.4163627975,0,0,92.4554937032
600016.SH,202004,20200331,0.38,3.63,34.0765815985,0.2464270749,0,0,92.1194515561
600016.SH,202003,20191231,1.22,12.4,30.4387583753,0.8665371952,0,0,92.0556475379
600016.SH,201910,20190930,1.04,10.6425,34.6358391924,0.7516771521,0,0,91.9812462831
600016.SH,201908,20190630,0.72,7.43,36.2218999275,0.5183097861,0,0,92.2930396183
600016.SH,201904,20190331,0.36,3.7725,36.4075788322,0.261951496,0,0,92.769643045
600016.SH,201903,20181231,1.14,12.94,32.1045614886,0.8461021973,0,0,92.8104454144
600016.SH,201810,20180930,0.97,11.2125,37.3171237851,0.727305635,0,0,92.9189364693
600016.SH,201808,20180630,0.68,7.905,39.5839134413,0.4990793038,0,0,93.2711701407
600016.SH,201804,20180331,0.34,4.07,41.1587025144,0.2541035839,0,0,93.4054898386
600016.SH,201803,20171231,1.13,14.03,35.2936284057,0.8632337633,0,0,93.395352084
600016.SH,201710,20170930,0.92,15.36,38.7162703085,0.7082284022,0,0,93.3256484654
600016.SH,201708,20170630,0.64,8.115,40.5010615711,0.4906763099,0,0,93.5060095793
600016.SH,201704,20170331,0.39,4.1775,40.0121365918,0.2447756943,0,0,93.8430888591
600016.SH,201703,20161231,1.31,15.13,31.4384418062,0.9365467407,0,0,94.0292682497
600016.SH,201610,20160930,1.07,16.58,34.2744949777,0.7854279671,0,0,94.0441690054
600016.SH,201608,20160630,0.75,8.75,35.5377095868,0.5670335744,0,0,93.7591449559
600016.SH,201604,20160331,0.38,17.94,34.756067175,0.2986462753,0,0,93.3734829794
600016.SH,201603,20151231,1.3,16.98,30.44973288,1.1017565498,0,0,93.1474368503
600016.SH,201510,20150930,1.1,14.47,33.6257209262,0.9311818629,0,0,93.1258167428
600016.SH,201508,20150630,0.78,10.49,35.4633169488,0.6558757722,0,0,93.296719214
600016.SH,201504,20150331,0.39,5.41,37.6547321676,0.3378282056,0,0,93.4828519624
600016.SH,201503,20141231,1.31,20.41,33.6364777181,1.2585229321,0,0,93.8294493636
600016.SH,201410,20140930,1.08,22.71,37.4614676328,1.0701087019,0,0,93.6115358096
600016.SH,201408,20140630,0.75,12.11,40.0604953247,0.7676464007,0,0,93.5796683197
600016.SH,201404,20140331,0.37,6.2,41.3979699657,0.3973062825,0,0,93.3615752506
600016.SH,201403,20131231,1.24,23.23,37.3487737949,1.3445349958,0,0,93.6678951463
600016.SH,201310,20130930,0.97,18.5625,39.6731608026,1.0454513411,0,0,94.0774817481
600016.SH,201308,20130630,0.67,13.02,40.3060611779,0.7095640744,0,0,94.3929095189
600016.SH,201304,20130331,0.39,6.5,39.079544274,0.3465971896,0,0,94.4341023207
600016.SH,201303,20121231,1.34,25.24,37.1521952071,1.408106685,0,0,94.7526790932
600016.SH,201210,20120930,1.04,19.74,37.8159483924,1.1657524639,0,0,94.3194154266
600016.SH,201208,20120630,0.69,13.44,37.7176616915,0.8047885916,0,0,94.035926611
600016.SH,201204,20120331,0.34,6.83,37.2917914919,0.4018686721,0,0,94.0616738995
600016.SH,201203,20111231,1.05,23.95,34.5316142191,1.4036218408,0,0,93.9835733743
600016.SH,201110,20110930,0.8,18.7875,35.8708648864,1.0949063285,0,0,94.1425370651
600016.SH,201108,20110630,0.52,12.54,36.1745933704,0.7054910958,0,0,94.5946908961
600016.SH,201104,20110331,0.23,5.79,36.5098793495,0.3240192456,0,0,94.5362510403
600016.SH,201103,20101231,0.66,18.29,32.296231376,1.0884491046,0,0,94.2284989557
600016.SH,201010,20100930,0.49,13.8,32.721460503,0.8212393996,0,0,94.2629626586
600016.SH,201008,20100630,0.33,9.59,34.2099210304,0.5838082827,0,0,94.0584114557
600016.SH,201004,20100331,0.16,4.73,34.5989175216,0.2942319074,0,0,93.6996478591
600016.SH,201103,20091231,0.51,20.19,28.787446505,0.9761595523,0,0,93.767912327
600016.SH,201010,20090930,0.45,,32.5783916552,0.831242273,0,0,95.6939589546
600016.SH,200908,20090630,0.39,13.09,34.7279743976,0.5988563378,0,0,95.8828777587
600016.SH,201004,20090331,0.13,0.0,28.5208047554,0.2251905658,0,0,95.0434376106
600016.SH,201004,20081231,0.42,15.23,22.5404803381,0.8000255424,0,0,94.8146251245
600016.SH,200910,20080930,0.46,,31.8544092261,0.8747828549,0,0,94.5804660155
600016.SH,200908,20080630,0.32,11.55,34.2142493351,0.6103840031,0,0,94.8011372761
600016.SH,200904,20080331,0.13,,32.0589770355,0.2556208725,0,0,95.0860079662
600016.SH,200803,20071231,0.48,18.23,25.0388674636,0.7707382823,0,0,94.537986607
600016.SH,200810,20070930,0.25,0.0,23.9569366231,0.5165515482,0,0,95.2122555225
600016.SH,200808,20070630,0.17,12.8,24.9897097006,0.3577608346,0,0,94.963579749
600016.SH,200704,20070331,0.11,0.0,22.4853269969,0.1559349026,0,0,97.0548781988
600016.SH,200803,20061231,0.31,22.35,21.5351654025,0.5860390569,0,0,97.3368839029
600016.SH,200710,20060930,0.25,0.0,21.1701763249,0.4190075489,0,0,97.3234338731
600016.SH,200708,20060630,0.14,10.68,22.2181075451,0.2876758799,0,0,97.344909229
600016.SH,200604,20060331,0.1,,22.0551389446,0.1339874995,0,0,97.1963927293
600016.SH,200602,20051231,0.37,19.18,20.8433528379,0.5331351962,0,0,97.2402426345
600016.SH,200610,20050930,0.32,0.0,11.5499213323,0.4131979478,0,0,97.1409863407
600016.SH,200508,20050630,0.2,9.45,11.2131331927,0.2628983415,0,0,97.3034208771
600016.SH,200604,20050331,0.12,,12.1039188834,0.1327006939,0,0,97.1107261727
600016.SH,200602,20041231,0.4,17.32,21.4721000829,0.5055162524,0,0,97.102111317
600016.SH,200510,20040930,,,12.2494339825,0.4011984724,0,0,97.0508428848
600016.SH,200508,20040630,0.21,9.76,13.2590315515,0.2849732138,0,0,97.0568671227
600016.SH,200504,20040331,,,12.7223808417,0.1242441513,0,0,96.920566308
600016.SH,200402,20031231,0.41,19.46,11.5452017754,0.4601257477,0,0,97.3272901641
600016.SH,200410,20030930,,,13.1234834137,0.354175988,0,0,97.9736392155
600016.SH,200408,20030630,0.21,10.09,13.2015099971,0.2263359803,0,0,97.9859870442
600016.SH,200404,20030331,,,13.7714604323,0.1142391514,0,0,97.5277927406
600016.SH,200402,20021231,0.34,15.39,12.085694993,0.4557826278,0,0,97.3886062782
600016.SH,200310,20020930,,,14.1860248783,0.3721641843,0,0,97.2551183815
600016.SH,200307,20020630,0.17,7.64,14.1974930166,0.2572271451,0,0,97.0924502133
600016.SH,200304,20020331,,,14.708117301,0.1419975922,0,0,96.0269492226
600016.SH,200301,20011231,0.29,12.25,12.6248381782,0.6196815667,0,0,96.0943378622
600016.SH,200110,20010930,,,14.1549812038,0.510449657,0,0,94.8419397225
600016.SH,200208,20010630,0.13,5.0,9.2791330508,0.223468738,0,0,94.1632487333
600016.SH,200204,20010331,,,18.6008196205,0.2199341388,0,0,92.3644912999
600016.SH,200204,20001231,0.31,25.36,8.8046306642,0.4501175591,0,0,92.6454306018
600016.SH,200108,20000630,,,15.4080298429,0.3750061919,0,0,96.423477338
600016.SH,200103,19991231,,,12.3258077721,0.6494385581,0,0,95.9295561365
600016.SH,200012,19981231,,,22.7722772835,0.9031138469,0,0,93.6103679762
600016.SH,200012,19971231,,,32.8283364766,1.8349515893,0,0,91.5893389011
