fs_code,ann_date,report_date,eps,roe,gross_margin,netprofit_margin,current_ratio,quick_ratio,debt_to_assets
600869.SH,202510,20250930,0.0758,3.85,0.7843512925,0.7645066936,0,0,79.7727045755
600869.SH,202508,20250630,0.0647,3.3,1.0609554726,0.6662107024,0,0,78.9844543751
600869.SH,202504,20250331,0.0207,1.07,0.9094013576,0.2181041744,0,0,78.650018383
600869.SH,202504,20241231,-0.1433,-7.15,-1.2602422299,-1.6334085096,0,0,78.5599577211
600869.SH,202410,20240930,-0.0447,-2.17,-0.8185046278,-0.7260251869,0,0,78.6835458106
600869.SH,202408,20240630,-0.0585,-2.82,-1.4394364219,-0.7905054967,0,0,79.0019833468
600869.SH,202404,20240331,0.0112,0.53,0.3189127625,0.0748263492,0,0,77.1752269322
600869.SH,202404,20231231,0.144,7.13,1.2267375798,1.5334333881,0,0,76.3220368118
600869.SH,202310,20230930,0.1733,8.49,2.3093794405,2.0029405703,0,0,76.938560096
600869.SH,202308,20230630,0.1438,7.11,3.2370182589,1.683161586,0,0,77.0612917496
600869.SH,202304,20230331,0.0542,2.76,3.0346125649,0.6708208758,0,0,77.0739670111
600869.SH,202304,20221231,0.2487,13.75,2.671867208,3.1588697184,0,0,76.7409722684
600869.SH,202210,20220930,0.2203,12.27,3.2141164077,2.7626759143,0,0,77.7285257228
600869.SH,202208,20220630,0.1568,8.89,3.6123857758,1.9437161667,0,0,78.4620477374
600869.SH,202204,20220331,0.039,2.29,2.2447924629,0.5295830675,0,0,78.1364818636
600869.SH,202204,20211231,0.2392,15.34,2.6847006576,3.251105031,0,0,78.2524010141
600869.SH,202110,20210930,0.1904,12.43,2.991997538,2.5527286235,0,0,79.3222739764
600869.SH,202108,20210630,0.136,9.06,3.5277631646,1.8248236461,0,0,79.9991293096
600869.SH,202104,20210331,0.0539,3.69,3.3071569092,0.7159636593,0,0,80.9991652794
600869.SH,202104,20201231,-0.7621,-41.87,-8.5119756472,-9.7626977326,0,0,80.5212613024
600869.SH,202010,20200930,0.0785,3.5,1.371276381,1.055913106,0,0,72.4324678242
600869.SH,202008,20200630,0.0593,2.65,1.8548842681,0.8153453936,0,0,71.9706611696
600869.SH,202004,20200331,-0.0303,-1.38,-2.5064454029,-0.3596567037,0,0,71.9170744583
600869.SH,202004,20191231,0.0202,0.92,0.3192704416,0.3038906948,0,0,71.6487806426
600869.SH,201910,20190930,0.1449,6.42,2.8648580298,1.8637244321,0,0,70.1305332027
600869.SH,201908,20190630,0.0889,3.98,2.9266928796,1.1649955481,0,0,70.4271240219
600869.SH,201904,20190331,0.0359,1.63,2.8097497786,0.443798604,0,0,72.3203750107
600869.SH,201904,20181231,0.0668,2.87,1.0472960628,0.9849642351,0,0,72.9128326577
600869.SH,201810,20180930,0.1342,5.64,2.6392652414,1.7633876292,0,0,73.0022107025
600869.SH,201808,20180630,0.1,4.13,3.1403269646,1.3718120167,0,0,68.8115266753
600869.SH,201804,20180331,0.0317,1.31,2.3642521198,0.4359276703,0,0,69.2057729578
600869.SH,201804,20171231,0.023,0.91,0.5182699893,0.5508992308,0,0,68.1510158871
600869.SH,201710,20170930,0.0658,2.57,1.4459034285,1.1315693089,0,0,67.0357841485
600869.SH,201708,20170630,0.0484,1.89,1.5889628808,0.8409394963,0,0,63.4172293631
600869.SH,201704,20170331,0.0053,0.21,0.5546700626,0.1096459308,0,0,59.9015790735
600869.SH,201704,20161231,0.1333,5.86,2.5166036784,2.3016046599,0,0,56.782404736
600869.SH,201610,20160930,0.1335,6.05,3.2975799152,2.0731713133,0,0,59.7902765263
600869.SH,201608,20160630,0.0996,4.87,3.7526241617,1.5163310921,0,0,61.0982325517
600869.SH,201604,20160331,0.0416,2.06,3.7950520617,0.6562281186,0,0,65.2813286259
600869.SH,201704,20151231,0.2123,12.8,3.8535622766,3.5527010171,0,0,66.9051791513
600869.SH,201510,20150930,0.1262,7.72,3.0856102459,2.2000094918,0,0,69.8554242802
600869.SH,201508,20150630,0.082,5.08,3.131060799,1.356167446,0,0,71.6162299357
600869.SH,201504,20150331,0.0421,2.66,4.1755322782,0.6870873502,0,0,72.9114535988
600869.SH,201604,20141231,0.0923,5.95,1.7560540416,1.7959691595,0,0,73.0200352911
600869.SH,201410,20140930,0.1923,6.19,2.3478957633,1.8486996423,0,0,68.4060182675
600869.SH,201408,20140630,0.1,3.33,2.0978009839,1.0277703803,0,0,67.7684943238
600869.SH,201404,20140331,0.03,1.07,1.651827377,0.3106989502,0,0,66.9761842805
600869.SH,201404,20131231,0.3059,10.1711,2.5455247281,3.0760123923,0,0,68.8302800062
600869.SH,201310,20130930,0.16,5.57,1.872067715,1.6519456143,0,0,69.4546136466
600869.SH,201308,20130630,0.09,3.08,1.6263131729,0.9344551907,0,0,67.8102045381
600869.SH,201304,20130331,0.02,0.82,0.9418248129,0.2161668131,0,0,69.5503286378
600869.SH,201304,20121231,-0.1435,-4.55,-1.4499033583,-1.4273230018,0,0,67.2674571956
600869.SH,201210,20120930,-0.08,-2.52,-1.0704770148,-0.7311493128,0,0,72.1940653256
600869.SH,201208,20120630,0.07,2.3,1.5379736101,0.6836041891,0,0,70.4978562384
600869.SH,201204,20120331,0.07,2.15,3.6260632425,0.6678295225,0,0,67.6968821051
600869.SH,201204,20111231,0.3797,18.47,2.9904978306,3.4309823816,0,0,69.9044959188
600869.SH,201110,20110930,0.76,19.8,3.9764344632,3.6484247435,0,0,81.1062672219
600869.SH,201108,20110630,0.51,16.29,4.3820734222,2.4039968383,0,0,82.7355582929
600869.SH,201104,20110331,0.16,4.31,3.5484603485,0.7854443549,0,0,82.2474707441
600869.SH,201103,20101231,0.71,22.68,3.1966658011,4.0059486763,0,0,82.0863717754
600869.SH,201010,20100930,0.56,16.75,3.5923983408,3.1348128236,0,0,83.013940061
600869.SH,201008,20100630,0.37,12.5,4.0233176701,4.4424994005,0,0,66.5065636328
600869.SH,201004,20100331,0.08,1.84,2.2100104856,0.9370818692,0,0,73.3149135415
600869.SH,201103,20091231,0.48,18.92,2.9970701088,5.7796429453,0,0,82.5997744254
