日期,摊薄每股收益(元),加权每股收益(元),每股收益_调整后(元),扣除非经常性损益后的每股收益(元),每股净资产_调整前(元),每股净资产_调整后(元),每股经营性现金流(元),每股资本公积金(元),每股未分配利润(元),调整后的每股净资产(元),总资产利润率(%),主营业务利润率(%),总资产净利润率(%),成本费用利润率(%),营业利润率(%),主营业务成本率(%),销售净利率(%),股本报酬率(%),净资产报酬率(%),资产报酬率(%),销售毛利率(%),三项费用比重,非主营比重,主营利润比重,股息发放率(%),投资收益率(%),主营业务利润(元),净资产收益率(%),加权净资产收益率(%),扣除非经常性损益后的净利润(元),主营业务收入增长率(%),净利润增长率(%),净资产增长率(%),总资产增长率(%),应收账款周转率(次),应收账款周转天数(天),存货周转天数(天),存货周转率(次),固定资产周转率(次),总资产周转率(次),总资产周转天数(天),流动资产周转率(次),流动资产周转天数(天),股东权益周转率(次),流动比率,速动比率,现金比率(%),利息支付倍数,长期债务与营运资金比率(%),股东权益比率(%),长期负债比率(%),股东权益与固定资产比率(%),负债与所有者权益比率(%),长期资产与长期资金比率(%),资本化比率(%),固定资产净值率(%),资本固定化比率(%),产权比率(%),清算价值比率(%),固定资产比重(%),资产负债率(%),总资产(元),经营现金净流量对销售收入比率(%),资产的经营现金流量回报率(%),经营现金净流量与净利润的比率(%),经营现金净流量对负债比率(%),现金流量比率(%),短期股票投资(元),短期债券投资(元),短期其它经营性投资(元),长期股票投资(元),长期债券投资(元),长期其它经营性投资(元),1年以内应收帐款(元),1-2年以内应收帐款(元),2-3年以内应收帐款(元),3年以内应收帐款(元),1年以内预付货款(元),1-2年以内预付货款(元),2-3年以内预付货款(元),3年以内预付货款(元),1年以内其它应收款(元),1-2年以内其它应收款(元),2-3年以内其它应收款(元),3年以内其它应收款(元)
1900-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-12-31,0.295,,,0.0,,1.177,,,,0.0,6.4972,46.6786,6.4972,4.4568,32.056,50.8676,22.9186,,36.4639,10.4924,49.1324,655.1371,-1.5239,147.8347,0.3827,,51929794.93,25.089,0.0,,,,,,8.7551,41.1189,80.8117,4.4548,0.2835,0.2835,1269.8413,38.249,9.412,0.9852,4.3713,4.1804,139.1435,5425.3951,0.7496,28.7746,42.8488,124.6733,207.8367,36.1377,59.8251,85.2442,89.9511,207.8367,165.6534,23.08,59.8042,392429165.33,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
1992-12-31,0.5645,,,,2.7742,2.58,,0.8491,0.6466,,14.5914,46.5532,15.0166,63.1192,38.6417,50.444,28.7732,78.5385,28.31,20.3023,49.556,7.6721,-0.1658,120.6736,0.0955,0.0,98205501.93,26.8,,,89.6214,138.0603,164.1868,6.0026,8.8982,40.4576,54.0882,6.6558,2.0009,0.5219,689.7873,0.9092,395.9525,1.0259,1.4719,1.3081,41.1889,-376.3006,0.0,71.7141,0.0,248.0029,39.4426,81.3879,0.0,83.5077,81.3879,39.4426,350.4238,28.9166,28.2859,415984977.77,,,,,,,,,77140248.9,0.0,0.0,,,,,,,,,,,,
1993-12-31,0.8952,,,,4.3964,4.13,,2.2762,0.6004,,15.8498,45.9483,22.9623,69.951,41.2697,50.1648,37.4919,106.8336,24.3002,18.9147,49.8352,4.9961,0.2707,111.2428,0.0,0.6426,212361595.36,26.3,,,119.0887,185.4763,185.252,162.8113,9.9742,36.0931,128.9814,2.7911,3.3736,0.6125,587.7551,0.9534,377.596,0.8043,3.683,3.0038,126.0322,-636.2283,0.045,77.8375,2.386,553.6434,28.4727,33.8592,2.9742,82.1018,34.8971,28.4727,449.7539,14.0591,22.1625,1093255496.83,,,,,,,,,33618125.19,0.0,0.0,,,,,,,,,,,,
1994-06-30,0.3906,,,0.0,3.6503,3.313,,0.0,0.0,0.0,8.1756,100.0,8.5632,,42.8756,0.0,40.3543,39.0564,10.6996,8.1756,,0.0,0.0,233.2327,0.0,0.0,243532989.06,10.1,0.0,,,,,,8.4027,21.4217,,0.0,1.1058,0.2122,848.2564,0.297,606.0606,0.2753,3.2774,3.2774,0.0,,0.0,76.4106,0.0,320.3019,30.8719,38.9998,0.0,,38.9998,28.032,466.8665,23.8558,23.5894,1202063975.63,,,,,,,,,36810061.43,0.0,0.0,,,,,,,,,,,,
1994-12-31,0.7766,,,0.0,3.9661,3.7,,1.7512,0.6423,0.0,14.5025,36.6652,16.0126,42.7744,27.7077,62.1783,29.097,97.3279,24.5398,18.1762,37.8217,9.8323,12.1833,117.153,0.0,6.9212,246229734.92,18.62,0.0,,45.3049,12.7691,17.2768,23.245,8.4792,42.4568,210.3049,1.7118,2.8634,0.5503,654.1886,0.7908,455.2352,0.7264,2.8196,1.7538,99.5768,-733.2164,0.0494,74.0682,2.1362,316.4552,35.0107,43.3664,2.8032,86.4337,44.6172,34.9432,385.1567,23.4056,25.9318,1347382872.93,,,,,,,,,9817521.48,0.0,0.0,,,,,,,,,,,,
1995-06-30,0.3859,,,0.0,4.2388,4.04,,0.0,0.0,0.0,6.5767,100.0,6.8772,,31.0871,0.0,28.9806,38.5889,9.1038,6.5767,,0.0,0.0,321.6766,0.0,0.0,335050800.26,8.38,0.0,,37.5792,-1.1968,16.1216,22.8237,6.6719,26.9788,,0.0,1.0641,0.2373,758.5335,0.364,494.5055,0.3246,2.4416,2.4416,0.0,,0.0,72.241,0.0,339.2527,38.4255,50.4077,0.0,,50.4077,36.0498,383.9842,21.2942,27.759,1476420035.86,,,,,,,,,16174958.88,0.0,0.0,,,,,,,,,,,,
1995-12-31,0.4988,,,0.0,3.146,2.95,,1.3536,0.0736,0.0,7.2655,33.2332,9.1106,29.8792,20.8445,65.9505,22.959,70.6158,22.446,10.2856,34.0495,15.5163,15.8214,135.1738,0.5012,4.0655,238175837.46,13.85,0.0,,6.7181,-15.7941,3.9876,68.0821,8.4878,42.4138,321.0273,1.1214,2.2577,0.3968,907.2581,0.6391,563.2921,0.7041,2.0235,1.2657,107.2686,-11652.2389,0.2896,45.8239,8.672,324.7934,118.2267,74.879,15.9132,82.368,89.0497,82.7636,252.6701,14.1086,54.1761,2264709853.41,,,,,,,,,42598543.87,0.0,0.0,,,,,,,,,,,,
1996-06-30,0.2397,,,0.0,3.3744,3.22,,1.4557,0.271,0.0,3.267,100.0,3.4649,,27.4759,0.0,24.2589,23.97,7.1036,3.267,,0.0,0.0,363.9555,0.0,0.0,344321005.06,6.25,0.0,,2.7668,-13.9769,10.2464,73.1689,10.0625,17.8882,,0.0,1.0191,0.1428,1260.5042,0.2603,691.5098,0.3111,1.6912,1.6912,0.0,,0.0,45.9916,0.0,330.1086,117.4309,106.4703,0.0,,106.4703,65.6093,331.4028,13.9323,54.0084,2556699691.87,,,,,,,,,43206905.87,0.0,0.0,,,,,,,,,,,,
1996-12-31,0.3938,,,0.0,3.0789,2.78,,1.2484,0.2014,0.0,6.2619,37.5964,6.9787,33.6769,22.4512,61.3058,24.614,59.2813,19.2541,9.4274,38.6942,17.4195,21.5837,139.8575,0.1341,24.2914,272614783.45,11.5,0.0,,1.1761,8.4695,34.4757,25.8536,8.9101,40.4036,443.8964,0.811,2.1485,0.2835,1269.8413,0.5389,668.0275,0.596,1.5005,0.8402,63.6281,-3115820.064,0.7824,48.9632,12.3647,392.5938,104.2349,85.8056,20.1616,79.7566,107.4742,89.7384,220.2247,12.4717,51.0368,2850218871.91,,,,,,,,,39273293.47,0.0,0.0,,,,,,,,,,,,
1997-06-30,0.1282,,,0.0,3.0691,2.94,,1.2425,0.1823,0.0,2.2384,100.0,2.2523,,22.6005,0.0,20.0618,12.8169,4.1761,2.2384,,0.0,0.0,442.4682,0.0,0.0,321991619.95,3.49,0.0,,-6.485,-22.664,31.5491,12.8728,6.8273,26.3647,,0.0,0.6628,0.1123,1602.8495,0.2584,696.5944,0.2189,1.1249,1.1249,0.0,,0.0,53.6015,0.0,251.0341,86.5356,112.7401,0.0,,112.7401,65.6242,284.2883,21.3523,46.3844,2885818796.02,,,,,,,,,60544793.33,0.0,0.0,,,,,,,,,,,,
1997-12-31,0.1857,,,0.0,2.9202,2.83,,1.3567,0.1127,2.57,3.9338,37.7544,4.1591,23.1727,17.2407,61.5569,17.2337,36.6745,12.5591,7.7673,38.4431,21.664,13.2035,194.169,0.0,6.7076,275467161.04,5.39,0.0,,0.6234,-29.5475,41.655,12.1477,6.5385,55.0585,501.2531,0.7182,1.5101,0.2413,1491.9188,0.5743,626.8501,0.4327,1.1824,0.5304,36.0554,679.4149,0.5606,61.846,3.2212,323.6313,61.692,96.4366,4.9506,83.2917,101.4595,56.1508,280.311,19.11,38.154,3196455654.45,,,,,,,,,39890675.23,0.0,0.0,,,,,,,,,,,,
1998-06-30,0.0419,,,0.0,2.9367,2.86,,1.3567,0.1428,2.57,0.835,36.2435,0.8603,12.3852,7.5147,63.6098,9.2512,24.8679,8.4678,4.9569,36.3902,25.9612,32.3535,326.1752,0.0441,-0.0148,111103230.02,1.05,0.0,,-4.7967,-56.0987,28.5264,17.689,2.2892,78.6301,612.0367,0.2941,0.4546,0.093,1935.4839,0.2499,720.2881,0.1546,1.0857,0.5101,28.0198,265.5136,1.3803,58.5374,4.0536,269.4246,70.8309,100.3565,6.4763,84.0539,107.3059,65.4327,254.1005,21.7268,41.4626,3396291302.19,,,,,,,,,40107349.5,0.0,0.0,,,,,,,,,,,,
1998-12-31,0.0456,,,0.0,2.9415,2.85,0.3109,1.3567,0.1255,2.66,0.9364,33.0578,0.951,5.833,1.1621,66.4402,4.0949,29.9787,10.1915,6.1541,33.5598,27.7089,75.7193,598.7663,0.0,-3.4166,249291387.15,0.82,0.82,,3.355,-75.4416,0.732,3.1703,5.0958,70.6464,478.6598,0.7521,0.6208,0.2322,1550.3876,0.6395,562.9398,0.3801,0.9154,0.3856,20.703,195.5454,-0.2782,60.3844,0.9097,109.4934,65.6058,105.387,1.4842,91.3567,106.9747,65.5531,245.8848,55.1489,39.6156,3297791623.19,0.2791,0.0638,6.8146,0.1611,16.4999,,,,38889886.76,0.0,0.0,,,,,,,,,,,,
1999-06-30,0.0223,,,0.0,2.9448,2.866,,1.3567,0.1431,2.65,0.4757,31.5665,0.4665,4.2067,1.7749,67.9998,3.5929,32.4962,11.0352,6.9343,32.0002,29.9963,58.3426,762.3501,0.0454,0.5126,132603171.79,0.61,0.0,,37.0348,-46.7798,0.2738,-6.589,2.6026,69.1616,424.4282,0.4241,0.2337,0.1298,1386.7488,0.3739,481.4121,0.2108,0.9395,0.3552,13.3363,146.0305,-0.4316,62.8381,0.9456,112.2541,59.1392,103.4353,1.4825,89.6559,104.9919,59.1392,261.416,55.9784,37.1619,3172510329.67,,,,,,,,,43044007.76,0.0,0.0,,,,,,6139529.16,24363.21,,,,,
1999-12-31,-0.2445,,,0.0,2.6626,2.58,0.4607,1.3567,0.0,2.43,-5.7752,27.8258,-5.3702,-16.4769,-18.3275,71.743,-16.9275,13.204,4.9591,3.1194,28.257,28.3458,-7.3214,-168.0043,0.0,-14.0595,272040802.94,-9.71,-9.26,17125040.28,29.644,-635.9165,-9.4827,-13.1059,6.1036,58.9816,299.6504,1.2014,0.5437,0.3172,1134.9306,0.9569,376.2149,0.5154,0.8321,0.3648,19.0914,-147.2441,-0.0566,62.9022,0.349,101.4154,58.977,109.773,0.5517,87.4581,110.382,58.9585,261.5051,62.0243,37.0978,2865585033.3,0.319,0.1088,,0.2934,29.6275,,,,37916598.3,0.0,0.0,,,,,,4750.0,30196.0,,,,,
2000-06-30,0.1202,,,0.0,2.7592,2.7,0.2153,1.3567,0.1185,2.57,2.8115,39.592,2.8257,21.5129,16.5269,60.3069,17.4748,56.3428,20.4198,13.1772,39.6931,23.7592,8.7252,218.6584,0.0045,0.0,184383181.57,4.39,0.0,80233860.47,10.863,439.2087,-6.3011,-8.7599,2.7151,66.2959,324.4412,0.5548,0.2647,0.1617,1113.1725,0.5102,352.8028,0.2538,0.9344,0.4222,16.9688,447.4722,-0.15,64.5315,0.3455,107.2635,54.9631,103.5617,0.5325,85.3026,104.1161,54.9512,273.571,60.1616,35.4685,2894601962.48,0.313,0.0504,1.7911,0.142,14.34,,,,37421195.19,0.0,0.0,,,,,,3890.0,27082.57,,,,,
2000-12-31,0.2534,,,0.2279,2.792,2.71,0.4776,1.3567,0.0862,2.59,6.0724,37.2081,6.0289,18.7587,14.9596,62.6418,15.3646,76.5143,27.4047,18.3367,37.3582,22.1665,4.2558,233.4682,0.4736,-11.7732,415403650.95,8.97,8.97,154288841.59,14.195,,4.8605,-1.4218,6.8127,52.8425,244.798,1.4706,0.6394,0.3924,917.4312,1.25,288.0,0.6047,0.9741,0.4827,25.7168,538.0837,0.0,66.9109,0.0,110.2301,49.4524,101.2884,0.0,83.1916,101.2884,49.4466,292.6275,60.7012,33.0891,2824842003.12,0.2896,0.1144,1.8847,0.3459,34.5913,,,,18840025.14,0.0,0.0,,,,,,0.0,0.0,,,,,
2001-06-30,0.1183,,,0.12,2.7642,2.71,0.1906,1.3567,0.0939,2.68,2.9637,37.2852,2.8985,20.3639,16.7039,62.3118,16.6594,70.1587,25.3816,17.5697,37.6882,20.8767,1.6499,219.0353,0.0636,-1.5244,179307180.15,4.31,4.23,77688716.53,3.2635,-1.5549,0.1785,-6.6097,2.8572,62.9987,272.0266,0.6617,0.2831,0.174,1034.4828,0.5361,335.7583,0.2557,1.0622,0.5256,26.5596,640.1467,0.0,69.2221,0.0,111.2155,44.4626,97.2358,0.0,80.9935,97.2358,44.4626,313.5719,62.2414,30.7779,2703276200.95,0.2683,0.0477,1.6106,0.1551,15.5084,,,,4958636.19,0.0,0.0,,9530602.39,2176852.02,,,0.0,0.0,,,1190846.63,543732.04,
2001-12-31,0.2249,,,0.23,2.7782,2.73,0.5385,1.3501,0.085,2.72,5.6417,36.1414,5.5132,17.5208,15.2959,63.6492,14.6272,88.1853,31.7415,22.1194,36.3508,21.5296,0.0277,241.5751,0.6017,2.284,376231009.0,8.19,8.14,152413313.0,-6.7569,-11.2318,-0.4937,-4.4562,6.7823,53.0793,231.7497,1.5534,0.6178,0.3769,955.1605,1.2347,291.5688,0.5521,0.9483,0.4669,24.5373,648.92,0.0,69.686,0.0,113.6302,43.5009,102.2504,0.0,78.8218,102.2504,43.5009,318.62,61.327,30.314,2698960790.0,0.3502,0.1351,2.3943,0.4456,44.5608,,,,6436546.0,0.0,0.0,,3870445.0,2356313.0,,,,,,,30625517.0,68522.0,
2002-03-31,0.0466,,,,2.8246,2.7722,,1.3501,0.1299,,1.1316,37.7949,1.1505,18.2955,15.0472,61.9789,14.5338,73.9837,26.193,17.9493,38.0211,22.9669,3.5314,242.5453,2.7871,0.5392,82113415.0,1.62,,,,,,,1.4924,60.3055,267.6182,0.3363,0.1321,0.0792,1136.3636,0.2728,329.912,0.1146,0.9303,0.4669,23.4749,722.5359,0.0,68.527,0.0,117.0889,45.9278,103.2015,0.0,77.6786,103.2015,45.9278,307.3555,58.5256,31.473,2790371520.0,,,,,,,,,5557920.0,0.0,0.0,,,,,,,,,,,,
2002-06-30,0.1313,,,0.12,2.9227,2.85,0.125,1.3501,0.2063,2.84,3.1156,39.5434,3.2018,24.0256,19.3549,60.2313,18.1397,85.9665,29.4133,20.4014,39.7687,20.5509,0.9877,203.1772,0.03,1.0756,193741128.0,4.26,4.35,81253016.0,1.8795,10.9326,5.736,5.5239,3.1581,56.9963,247.4907,0.7273,0.2928,0.1765,1019.83,0.6156,292.3977,0.2539,0.9443,0.4608,20.4007,1349.1575,-0.2077,69.3612,0.3506,116.9791,44.1728,102.4205,0.5029,77.4276,102.9382,44.1728,316.0699,59.2937,30.6388,2852601729.0,0.1727,0.0297,0.952,0.0968,9.793,,,,5590260.0,0.0,0.0,,8531649.0,2371718.0,,,343313.0,,,,18382543.0,433837.0,
2002-09-30,0.2054,,,,3.016,2.92,0.0,1.3501,0.2749,2.91,4.6856,38.8812,4.9077,23.5658,19.0912,60.878,17.9208,97.3178,32.2673,22.2002,39.122,20.1369,0.5755,203.0504,0.0094,0.9257,301683630.0,6.51,0.0,127803056.0,,,,,5.1363,52.567,229.4163,1.1769,0.4657,0.2739,985.7612,0.9744,277.0936,0.3956,0.9117,0.4553,19.7432,1155.6314,-0.3792,68.8011,1.0109,121.7588,45.3466,103.8191,1.4481,76.3381,105.3446,45.3466,310.5025,56.506,31.1989,2967613200.0,0.0,0.0,0.0,0.0,0.0,,,,6533569.0,0.0,0.0,,,,,,,,,,,,
2002-12-31,0.2615,,,0.23,2.9305,2.82,0.4818,1.3501,0.14,2.81,5.9295,38.3276,6.2283,21.717,17.0778,61.4245,16.7724,106.0369,36.1842,24.0457,38.5755,21.3121,4.0826,212.6744,0.5761,-80.3193,404509958.0,8.56,8.47,152895947.0,1.3836,16.2526,5.4798,10.6102,7.7145,46.6654,211.6775,1.7007,0.6297,0.3713,969.5664,1.39,258.9928,0.5462,0.7806,0.3932,19.7672,1182.0678,-0.2395,66.4537,1.6749,116.8978,50.4807,110.265,2.4584,75.8334,113.0441,50.4807,289.9029,56.8477,33.5463,2985326851.0,0.3091,0.1093,1.8427,0.3257,34.2819,,,,52382.0,0.0,0.0,,4933073.0,1650100.0,,,,,,,521452.0,13208718.0,
2003-03-31,0.0588,,,0.0,2.9893,2.87,0.0319,1.3501,0.1947,2.86,1.2703,37.8194,1.3011,21.2122,17.4782,61.8192,16.2108,89.9942,30.1059,19.4412,38.1808,20.5127,0.5479,215.6056,2.561,96.6932,92868613.0,1.91,0.0,0.0,13.0247,26.0663,5.8309,12.306,1.6494,54.5653,221.5112,0.4063,0.1308,0.0803,1120.797,0.3199,281.3379,0.1225,0.7478,0.3906,15.8504,823.2034,-0.187,64.576,1.5955,98.3128,54.8562,112.8941,2.4112,78.3306,115.6834,54.8562,274.4873,65.6842,35.424,3133754293.0,0.0878,0.0069,0.5418,0.0194,2.0346,,,,116815.0,0.0,0.0,,,,,,,,,,,,
2003-06-30,0.1446,,,0.13,3.0579,2.95,0.33,1.3501,0.2758,2.95,3.0119,35.62,3.1402,22.4661,17.8654,64.166,17.2072,103.2971,33.7805,21.5108,35.834,17.899,3.6657,192.6977,0.0225,125.1846,202690040.0,4.6,4.7,88206443.0,16.1426,10.1717,4.6255,13.9629,3.5431,50.803,182.5373,0.9861,0.2996,0.1825,986.3014,0.7436,242.0656,0.2807,0.703,0.3711,15.9787,893.8607,-0.1802,63.6782,1.8456,98.5145,57.0396,115.6295,2.8167,77.749,118.9808,57.0396,268.0646,64.6384,36.3218,3250907868.0,0.3926,0.0687,2.2817,0.1892,19.9338,,,,181249.0,0.0,0.0,,,,,,,,,,,,
2003-09-30,0.2476,,,0.228,3.1698,3.05,0.4667,1.3501,0.3736,3.04,4.8901,36.0585,5.2277,23.4088,18.7058,63.6739,17.6952,118.4097,37.3557,23.3834,36.3261,17.5229,2.152,189.0868,0.0,141.3576,341603225.0,7.65,7.96,0.0,22.0963,20.5587,5.0996,15.5167,5.7445,47.0015,164.2636,1.6437,0.5018,0.2954,914.0149,1.2163,221.9847,0.4588,0.7387,0.4075,19.1259,1106.9433,-0.6204,62.5967,5.2179,103.2165,59.7529,112.4017,7.6944,76.6319,121.7713,59.7529,260.7527,60.646,37.4033,3428088723.0,0.3335,0.0922,1.8846,0.2464,28.6332,,,,245682.0,0.0,0.0,,,,,,,,,,,,
2003-12-31,0.3209,,,0.29,3.2543,3.12,0.6287,1.3501,0.396,3.1,6.1776,36.0137,6.6819,21.4466,18.0315,63.6457,16.3337,130.8276,40.2014,25.1893,36.3543,18.3666,-0.2459,203.9062,0.0039,213.4677,478916871.0,9.66,9.9,198373586.0,26.0011,22.7054,11.0503,17.7782,8.5345,42.1817,152.9507,2.3537,0.7056,0.4091,879.9804,1.7354,207.445,0.6352,0.6871,0.3821,19.0358,1239.7226,-0.454,62.6576,4.6454,106.3051,59.5975,115.2024,6.9023,75.6114,123.7435,59.5975,261.8357,58.9413,37.3424,3516065351.0,0.32,0.121,1.9594,0.3241,37.0202,,,,1491829.0,0.0,0.0,,1643431.0,81152.0,,,,,,,47082.0,166314.0,
2004-03-31,0.1329,,,0.0,3.3872,3.24,0.1297,1.3501,0.5201,3.23,2.31,37.2256,2.4281,31.6534,24.0816,62.2703,22.2649,117.1367,34.5822,20.3595,37.7297,13.4103,0.205,154.3667,0.0089,4.0935,150429867.0,3.83,0.0,0.0,64.5652,126.0238,13.3124,24.2891,2.1944,41.0135,127.5691,0.7055,0.181,0.1091,824.9313,0.4813,186.9936,0.1798,0.6353,0.3762,17.1726,10698.3236,-0.3965,58.873,5.1952,95.8562,69.8573,120.4514,8.1088,77.2869,131.0805,69.8573,238.3293,61.418,41.127,3894913903.0,0.2174,0.0226,0.9762,0.0548,6.2761,,,,1656264.0,0.0,0.0,,,,,,,,,,,,
2004-06-30,0.2953,,,0.27,3.3521,3.22,0.3944,1.3501,0.4925,3.2,4.7212,37.2323,5.1585,33.0907,24.7812,62.1254,23.0681,138.167,41.2184,22.0917,37.8746,12.7832,1.0449,148.9277,0.0163,23.4809,322631959.0,8.6,8.49,185015964.0,52.2818,104.1502,9.6201,30.2396,4.5914,39.2037,115.7705,1.5548,0.3852,0.2236,805.0089,0.9276,194.0492,0.3875,0.6813,0.4653,25.9023,2739.9687,-0.7565,53.5967,9.0153,93.4944,86.5787,119.0333,14.3987,76.7452,139.0554,86.5787,211.6214,57.3261,46.4033,4233967916.0,0.3081,0.0631,1.3357,0.1359,16.8669,,,,1620698.0,0.0,0.0,,2860334.0,118926.0,,,,,,,4465842.0,108181.0,
2004-09-30,0.443,,,0.0,3.5204,3.35,0.5712,1.3501,0.6277,3.33,6.554,37.5943,7.412,31.5084,23.8802,61.7993,22.1787,158.5296,45.0313,23.4563,38.2007,14.0206,0.9706,156.1177,0.0,28.3308,508294087.0,12.28,0.0,0.0,42.718,78.8797,11.062,33.4665,6.6211,40.7787,113.5026,2.3788,0.5452,0.3342,807.8995,1.4614,184.7543,0.5896,0.6332,0.4231,23.3763,1864.8213,-0.8422,52.0888,11.3082,82.5441,91.9797,121.1782,17.8371,78.8739,147.4852,91.9797,204.7894,63.1042,47.9112,4575350551.0,0.286,0.0845,1.2894,0.1764,23.0878,,,,1677490.0,0.0,0.0,,,,,,,,,,,,
2004-12-31,0.5449,,,0.49,3.6296,3.44,0.8504,1.3501,0.6417,3.42,7.7812,33.2746,8.9352,26.8488,21.0974,65.9726,19.6005,175.0123,48.2176,24.9924,34.0274,12.3285,0.9216,156.771,0.0035,63.8592,626214500.0,14.56,15.27,330140324.0,41.52,69.825,11.5335,34.8271,9.872,36.4668,94.4783,3.8104,0.7591,0.4559,789.6469,2.1328,168.7922,0.8077,0.5664,0.3915,22.0739,1568.0013,-0.7532,51.8325,11.8582,85.1504,92.9292,124.72,18.6184,77.9578,153.2533,92.9292,203.8898,60.8717,48.1675,4740610244.0,0.3059,0.1214,1.5607,0.2521,33.447,,,,2515803.0,0.0,0.0,,3475914.0,1040167.0,,,,,,,3955739.0,45013.0,
2005-03-31,0.0916,,,0.0,3.691,3.52,0.1473,1.3501,0.7211,3.5,1.1964,35.9505,1.2497,20.0667,16.8254,63.8548,14.8318,136.6611,37.0259,17.8493,36.1452,19.585,-0.163,214.2119,0.3466,2.5287,150306547.0,2.26,0.0,0.0,3.4621,-31.0788,8.9678,33.0755,1.7387,51.7628,105.2139,0.8554,0.1244,0.0843,1067.6157,0.404,222.7723,0.1687,0.5499,0.3876,18.9917,838.1954,-0.7735,48.2076,13.375,65.1243,107.4361,128.078,21.7188,81.6349,163.6127,107.4361,189.9614,74.024,51.7924,5183176330.0,0.2384,0.0192,1.6076,0.0371,5.0064,,,,2580236.0,0.0,0.0,,,,,,,,,,,,
2005-06-30,0.1709,,,0.15,2.4431,2.27,0.3861,0.5668,0.4088,2.26,3.3521,34.9872,3.4994,23.236,19.0367,65.0228,17.2226,107.7735,44.1136,21.1421,34.9772,16.8348,0.9712,183.9678,0.0166,51.0169,352501314.0,6.49,6.55,149801724.0,16.2691,-13.1937,9.3247,22.2592,4.0512,44.4313,86.1821,2.0886,0.299,0.2032,885.8268,1.0432,172.546,0.4081,0.4765,0.314,12.627,739.9336,-0.6543,47.9264,13.2851,64.3971,108.6531,133.1724,21.7036,80.7078,170.0874,108.6531,188.9791,74.4233,52.0736,5176413355.0,0.3892,0.0758,2.2598,0.1455,19.5293,,,,4238796.0,0.0,0.0,,5011843.0,1631125.0,,,,,,,1298299.0,1605763.0,
2005-09-30,0.2871,,,0.0,2.5674,2.37,0.6609,0.5668,0.5043,2.36,5.4286,34.2769,5.7667,23.5921,19.3366,65.6233,17.9509,124.9538,48.6703,23.6273,34.3767,15.8972,0.0879,178.0072,0.0071,37.0789,556681724.0,10.26,0.0,0.0,20.119,-2.779,9.3908,17.3748,5.8742,45.9637,77.718,3.4741,0.4854,0.3213,840.3361,1.6792,160.7909,0.6414,0.4834,0.326,10.223,1158.5108,-0.7596,48.5457,14.4995,68.5074,105.9915,130.2792,22.9986,79.566,169.1906,105.9915,191.412,70.8619,51.4543,5370306816.0,0.4132,0.125,2.3019,0.2429,33.815,,,,4273254.0,0.0,0.0,,,,,,,,,,,,
2005-12-31,0.3729,,,0.3,2.6744,2.44,0.9095,0.5671,0.5259,2.43,6.8562,31.9582,7.379,21.4138,18.0447,67.8678,16.4503,139.1777,52.0409,25.5878,32.1322,14.2558,-1.3066,181.3435,0.0098,55.9607,735683128.0,12.78,13.33,304762196.0,22.3203,2.6604,10.5231,16.5108,9.2516,38.9122,70.5067,5.1059,0.6901,0.4486,802.4967,2.3959,150.2567,0.89,0.5,0.3358,14.904,991.7593,-0.9653,49.1687,16.5478,71.7385,103.3814,126.0858,25.1806,78.5361,168.5201,103.3814,193.8862,68.5388,50.8313,5523323511.0,0.4012,0.1672,2.439,0.329,48.7756,,,,4201289.0,0.0,0.0,,4757717.0,1942141.0,,,,,,,2306443.0,1070366.0,
2006-03-31,0.0594,,,0.0,2.7353,2.49,0.1054,0.5689,0.5742,2.48,1.0417,28.5098,1.0661,12.8569,11.3872,71.3554,10.5626,80.9076,29.5796,14.1934,28.9824,17.2631,0.4038,249.8475,0.0183,2.9378,162748267.0,1.94,0.0,0.0,36.5365,-2.7635,11.1603,11.6785,1.8013,49.9639,70.1153,1.2836,0.1501,0.1009,891.9722,0.5799,155.1992,0.2078,0.5069,0.3463,11.6083,512.5961,-1.0004,47.9839,17.1835,72.6946,108.4031,126.3585,26.3682,83.3857,171.6087,108.4031,189.6336,66.0076,52.0161,5788495802.0,0.1874,0.0185,1.7745,0.0355,5.3065,,,,4489788.0,0.0,0.0,,,,,,,,,,,,
2006-06-30,0.1847,,,0.15,2.652,2.42,0.3031,0.5753,0.4957,2.39,3.1216,31.8443,3.2528,18.8905,15.8381,68.0161,14.5776,99.0101,37.3343,16.7346,31.923,16.1695,0.5735,199.9083,0.0758,0.0,409691800.0,6.2,5.68,149684407.0,27.695,8.084,8.5504,16.0645,4.2257,42.5965,67.2897,2.675,0.3368,0.2231,806.8131,1.257,143.1981,0.4757,0.4184,0.2878,10.0093,668.8365,-0.4481,44.8236,11.4066,69.8568,123.0966,145.2723,20.2855,82.4977,182.2407,123.0966,178.8967,64.1651,55.1764,6007978179.0,0.2393,0.0512,1.6414,0.0929,11.7061,,,,4568399.0,0.0,0.0,,5411511.0,1584532.0,,,,,,,8282540.0,718610.0,
