日期,摊薄每股收益(元),加权每股收益(元),每股收益_调整后(元),扣除非经常性损益后的每股收益(元),每股净资产_调整前(元),每股净资产_调整后(元),每股经营性现金流(元),每股资本公积金(元),每股未分配利润(元),调整后的每股净资产(元),总资产利润率(%),主营业务利润率(%),总资产净利润率(%),成本费用利润率(%),营业利润率(%),主营业务成本率(%),销售净利率(%),股本报酬率(%),净资产报酬率(%),资产报酬率(%),销售毛利率(%),三项费用比重,非主营比重,主营利润比重,股息发放率(%),投资收益率(%),主营业务利润(元),净资产收益率(%),加权净资产收益率(%),扣除非经常性损益后的净利润(元),主营业务收入增长率(%),净利润增长率(%),净资产增长率(%),总资产增长率(%),应收账款周转率(次),应收账款周转天数(天),存货周转天数(天),存货周转率(次),固定资产周转率(次),总资产周转率(次),总资产周转天数(天),流动资产周转率(次),流动资产周转天数(天),股东权益周转率(次),流动比率,速动比率,现金比率(%),利息支付倍数,长期债务与营运资金比率(%),股东权益比率(%),长期负债比率(%),股东权益与固定资产比率(%),负债与所有者权益比率(%),长期资产与长期资金比率(%),资本化比率(%),固定资产净值率(%),资本固定化比率(%),产权比率(%),清算价值比率(%),固定资产比重(%),资产负债率(%),总资产(元),经营现金净流量对销售收入比率(%),资产的经营现金流量回报率(%),经营现金净流量与净利润的比率(%),经营现金净流量对负债比率(%),现金流量比率(%),短期股票投资(元),短期债券投资(元),短期其它经营性投资(元),长期股票投资(元),长期债券投资(元),长期其它经营性投资(元),1年以内应收帐款(元),1-2年以内应收帐款(元),2-3年以内应收帐款(元),3年以内应收帐款(元),1年以内预付货款(元),1-2年以内预付货款(元),2-3年以内预付货款(元),3年以内预付货款(元),1年以内其它应收款(元),1-2年以内其它应收款(元),2-3年以内其它应收款(元),3年以内其它应收款(元)
2019-03-31,0.0475,0.05,0.05,,3.35,3.2282,0.0476,0.3846,1.613,,0.714,21.8421,0.7126,8.0972,7.4129,76.9443,6.1159,4.7477,1.4172,0.714,23.0557,12.9824,-0.4489,295.9716,0.0208,,485489873.0,1.43,1.44,82573767.0,-15.4689,-14.5173,6.7628,-3.0224,2.9245,30.7745,35.6139,2.5271,,0.1165,772.5322,0.4468,201.4324,0.2335,0.8344,0.7092,39.3354,299.7388,-2.3132,50.3805,12.1127,,98.4894,117.8124,19.3825,,146.1374,86.7881,216.1799,,49.6195,19038937263.0,0.0613,0.0072,1.0028,0.0144,2.265,,,,,,,,,,,,,,,,,,
2019-06-30,0.1244,0.12,0.12,0.09,3.1242,3.0098,0.2471,0.2329,1.5193,,2.0965,23.734,2.0592,10.6421,9.5295,75.1064,7.9116,183.7592,58.8175,30.9619,24.8936,12.7742,-0.5671,250.4703,0.0083,,1160172756.0,4.03,4.09,283939444.0,-10.6546,7.7021,6.5184,-10.1225,7.1241,25.2663,32.7011,5.5044,0.4777,0.2603,691.5098,1.035,173.913,0.5103,0.8091,0.6777,33.9448,391.1969,-2.1503,52.6406,12.4272,93.1663,89.9674,116.0472,19.0988,66.1868,143.4431,81.1105,221.1261,56.5018,47.3594,18447187070.0,0.1571,0.0416,1.9858,0.0879,13.7534,,,,,,,,16330013.0,4054655.0,,,3198006.0,1121074.0,,,8101678.0,465488.0,185111251.0
2019-09-30,0.1808,0.17,0.18,,3.1886,3.0715,0.4853,0.235,1.5731,,3.0509,24.4586,2.9947,10.0193,8.8108,74.4144,7.3361,18.0834,5.6712,3.0509,,12.2669,-0.1481,278.0087,0.0054,,1873935129.0,5.7,5.84,419852595.0,-6.0064,15.6761,6.6076,-7.1754,11.1516,24.2118,33.4921,8.0616,,0.4082,661.4405,1.5916,169.6406,0.7915,0.7026,0.5808,27.8605,391.1206,-0.5431,53.7966,5.8645,,85.8854,124.857,9.8296,,138.4678,78.3913,223.7432,,46.2034,18422844539.0,0.1969,0.0819,2.6836,0.1772,22.5508,,,,,,,,,,,,,,,,,,
2019-12-31,0.1803,0.17,0.17,0.12,3.1741,3.0563,0.7654,0.2198,1.5635,,3.079,24.953,3.0037,7.2431,6.338,73.9411,5.3516,203.2748,64.0409,34.7129,,12.2448,-0.2435,394.6622,0.0053,,2613084717.0,5.65,5.77,374386216.0,-1.3001,18.6805,4.4069,-4.7765,16.8643,21.3469,32.8347,10.964,1.0357,0.5613,641.3683,2.1678,166.067,1.0843,0.7415,0.6142,31.1254,327.9845,-0.7999,54.2043,7.2535,96.9232,84.4872,120.3986,11.8024,63.8713,136.5101,78.0877,222.6943,55.925,45.7957,18201235959.0,0.2272,0.1307,4.2451,0.2854,37.2668,,,,,,,,38737774.0,13140899.0,,,2107931.0,39136.0,,,6159195.0,5740019.0,195862203.0
2020-03-31,0.036,0.04,0.04,,3.2106,3.0925,-0.0036,0.2198,1.5993,,0.5531,28.2025,0.5825,8.8807,8.7717,70.5396,6.4585,3.603,1.1222,0.5531,,16.1749,-12.277,360.9892,0.0267,,489020833.0,1.16,1.16,101805077.0,-21.9891,-17.618,4.037,6.3504,2.3536,38.2393,74.4663,1.2086,,0.0902,997.7827,0.301,299.0033,0.1748,1.0957,0.9001,62.0743,333.6381,2.4823,49.2846,7.2665,,102.9031,117.5418,12.8495,,134.8721,76.8352,249.4906,,50.7154,20247986997.0,-0.0064,-0.0005,-0.0994,-0.0011,-0.1796,,,,,,,,,,,,,,,,,,
2020-06-30,0.1309,0.13,0.13,0.12,3.2736,3.1497,0.2539,0.1944,1.641,,2.0753,27.4018,2.1396,12.7133,11.331,71.4152,9.0836,203.1116,62.0447,32.2084,,13.8059,-3.1518,249.4517,,,1212315926.0,4.05,4.08,358644297.0,-9.4925,3.9142,3.5179,4.9716,6.1849,29.1031,52.667,3.4177,0.4669,0.2355,764.3312,0.8323,216.2682,0.4442,0.9734,0.8023,50.7474,468.8936,-4.1932,51.9116,3.4868,114.5872,92.6352,125.5273,6.2941,60.0549,133.9588,66.9951,271.0899,45.3031,48.0884,19364312707.0,0.1762,0.0403,1.94,0.0837,12.8668,,,,,,,,53948845.0,13892201.0,10650909.0,,152422.0,719471.0,,,10188123.0,4349434.0,195852563.0
2020-09-30,0.2439,0.24,0.24,,3.438,3.3102,0.5449,0.1944,1.7502,,4.1285,29.1889,4.1219,15.1903,12.7985,69.6506,10.0296,24.3931,7.0951,4.1285,,12.3497,-1.3153,231.0642,,,2179909194.0,7.15,7.39,672404468.0,-2.524,33.2646,6.5203,-1.5195,9.3421,28.9014,44.7405,6.0348,,0.411,656.9343,1.5967,169.0988,0.7314,1.1264,0.9042,43.6501,611.8527,1.7136,58.1884,4.8992,,71.8555,118.1326,7.7657,,128.0789,47.2828,341.6239,,41.8116,18142913969.0,0.224,0.0922,2.2337,0.2206,40.7798,,,,,,,,,,,,,,,,,,
2020-12-31,0.2644,0.25,0.25,0.18,3.4572,3.326,0.8893,0.1944,1.7378,,4.5404,29.0958,4.5003,12.7219,10.4194,69.7619,7.6088,228.493,66.0926,39.2347,,10.5415,-0.3193,280.8098,,,3104889192.0,7.63,7.91,539976457.0,1.9025,44.8831,7.6023,-1.7489,16.0332,22.4534,39.3507,9.1485,1.0586,0.5915,608.6221,2.277,158.1028,1.042,1.2149,1.0015,55.6623,593.5858,1.0396,59.3633,4.7713,106.3548,68.4543,115.4671,7.4396,61.6682,124.7478,44.0127,358.3475,55.8162,40.6367,17882914898.0,0.2559,0.1527,3.363,0.3758,71.4994,,,,,,,,51071700.0,30876459.0,,,1162756.0,118166.0,,,5528931.0,4491997.0,197681038.0
2021-03-31,0.1883,0.19,0.19,,3.6457,3.5129,0.1111,0.1944,1.9245,,3.1618,36.1807,3.1976,31.6753,23.6087,62.6896,19.2348,18.8348,5.1663,3.1618,,9.4186,-1.5721,155.9626,,,1087892437.0,5.31,5.46,572808470.0,73.4079,416.4428,12.1832,-9.6606,3.5344,25.464,44.484,2.0232,,0.1662,541.5162,0.6173,145.7962,0.2757,1.402,1.114,55.4261,1600.6916,0.597,61.2015,4.7749,,63.3948,109.2953,7.2373,,117.8225,40.3063,379.2182,,38.7985,18291918167.0,0.1135,0.0187,0.5901,0.0481,9.3792,,,,,,,,,,,,,,,,,,
2021-06-30,0.4458,0.44,0.44,0.43,3.803,3.6665,0.553,0.1944,2.0783,,7.3747,36.4971,7.5124,34.067,24.6896,62.3847,20.6957,260.5273,68.5051,43.0962,,8.5753,-0.3225,148.6346,,,2414209339.0,12.01,12.6,1329814528.0,49.5134,240.646,16.1717,-4.1376,8.6817,20.7333,40.7701,4.415,0.6754,0.363,495.8678,1.3699,131.3965,0.5934,1.6619,1.3127,54.6359,1966.9635,0.5958,62.9095,6.4136,121.5805,58.9586,105.264,9.2517,59.1589,115.9956,36.0467,413.1241,51.743,37.0905,18563101630.0,0.2567,0.0915,1.2405,0.2467,56.2527,,,,,,,,50168188.0,43521299.0,,,2025165.0,,,,4691595.0,4553544.0,199790034.0
2021-09-30,0.5006,0.49,0.49,,3.8581,3.7173,0.8583,0.1944,2.1295,,7.9132,36.4443,8.2408,25.495,18.3869,62.4666,15.003,50.0647,12.9764,7.9132,,8.1923,-0.0473,199.235,,,3734391420.0,13.23,13.96,1465748640.0,37.2048,105.2412,12.22,7.0798,11.6476,23.1807,41.7659,6.4646,,0.5493,491.5347,1.9101,141.3539,0.9123,1.5957,1.2904,49.0393,1671.4812,0.3892,60.9817,4.5537,,63.9836,104.7609,6.9484,,112.5837,39.6786,388.4908,,39.0183,19427394585.0,0.2572,0.1357,1.7143,0.3477,69.0619,,,,,,,,,,,,,,,,,,
2021-12-31,0.5084,0.5,0.5,0.47,3.8644,3.7222,1.2708,0.1944,2.1007,,7.83,33.9781,8.2557,18.8486,14.1678,64.9311,11.4553,275.3158,71.2436,42.399,,8.6175,0.1732,241.519,,,4630890139.0,13.38,14.13,1439540257.0,27.7173,92.2831,11.7804,11.4995,19.3047,18.6483,38.8287,9.2715,1.3934,0.7207,499.5144,2.4901,144.5725,1.2124,1.664,1.3754,72.9785,1368.2725,0.5838,59.5128,7.3676,123.8655,68.0311,102.2287,11.0161,58.1566,114.8845,44.3191,356.9375,48.0463,40.4872,19939364510.0,0.2863,0.1957,2.4993,0.4834,102.9559,,,,,,,,57430422.0,43952579.0,,,486849.0,520498.0,,,3139416.0,599575.0,199577564.0
2022-03-31,0.1262,0.12,0.12,,3.9883,3.8447,0.0332,0.1944,2.2256,,1.8728,27.2872,1.9078,19.9733,16.3413,71.6563,13.916,12.6245,3.1654,1.8728,,8.9301,1.6579,167.3367,,,760143519.0,3.25,3.3,336240261.0,-7.354,-32.9724,9.3958,13.1624,3.2705,27.5187,58.8466,1.5294,,0.1371,656.4551,0.4341,207.3255,0.2311,1.1312,0.8684,39.9887,1570.3893,2.5363,59.1644,9.2774,,69.0207,100.0294,13.5551,,115.7147,62.8042,253.8089,,40.8356,20699582452.0,0.0366,0.0049,0.2633,0.0121,1.7684,,,,,,,,,,,,,,,,,,
2022-06-30,0.3285,0.33,0.33,0.29,3.9931,3.8485,0.294,0.1944,2.2267,,4.4884,27.9219,4.7563,22.5826,17.8862,71.1381,15.471,261.7152,65.5415,35.7634,,7.9049,2.3683,154.5873,,,1820290127.0,8.47,8.61,887594820.0,-1.445,-26.3253,4.9983,21.0529,8.2899,21.7132,55.5161,3.2423,0.6284,0.3074,585.5563,0.9258,194.4264,0.5404,1.2318,0.9519,45.4642,1975.1049,2.1603,54.5661,14.0675,109.7963,83.2639,95.2819,20.4965,61.3758,119.8463,77.2644,224.4236,49.6976,45.4339,22471177776.0,0.1385,0.0402,0.8951,0.0884,14.3012,,,,,,,,170870147.0,48962202.0,,,618299.0,35000.0,,,8856860.0,910743.0,199709036.0
2022-09-30,0.5402,0.54,0.54,,4.2328,4.0625,0.5271,0.1944,2.4382,,6.6727,27.8473,7.4056,22.505,17.8734,71.2114,15.3541,54.0211,12.7625,6.6727,,7.7116,1.9008,154.9352,,,3008555783.0,13.23,13.81,1481185026.0,5.4352,7.9027,9.7112,27.9635,11.777,22.926,50.064,5.3931,,0.4823,559.8175,1.4001,192.8434,0.869,1.3289,1.0728,58.6774,1932.108,1.9053,52.2834,17.3125,,91.2652,90.9393,24.8758,,121.0519,85.9466,210.7881,,47.7166,24859980649.0,0.1498,0.0651,0.9758,0.1364,23.5704,,,,,,,,,,,,,,,,,,
2022-12-31,0.6654,0.66,0.66,0.59,4.3559,4.1863,0.6374,0.1944,2.5359,,7.8883,26.6894,8.9146,18.4926,14.8911,72.4193,13.4445,309.0086,70.94,36.6302,,7.7698,2.0709,178.0018,,,4056437833.0,15.85,16.78,1819429258.0,11.5171,30.8816,12.7182,29.9139,15.9106,22.6264,47.0613,7.6496,1.3806,0.6631,542.9045,1.9444,185.1471,1.2042,1.2444,1.0064,61.7041,1637.5677,2.3767,51.6355,16.8066,107.543,93.6651,93.503,24.556,62.554,123.9369,88.5817,206.4913,48.0138,48.3645,25904013306.0,0.1288,0.0756,0.9578,0.1562,26.1131,,,,,,,,167876479.0,51281059.0,,,377211.0,153800.0,,,31332255.0,1421606.0,199253527.0
2023-03-31,0.1278,0.13,0.13,,4.4831,4.3148,-0.0926,0.1944,2.665,,1.5308,21.3294,1.5229,13.2158,11.0921,77.7646,9.6411,12.7808,2.8509,1.5308,,6.6688,1.8161,189.1187,,,868249161.0,2.99,3.04,369241752.0,46.127,1.2382,12.4075,23.8531,2.8304,31.7976,54.3905,1.6547,,0.158,569.6203,0.4689,191.9386,0.3,1.3302,0.9921,37.3171,1381.8767,2.5992,53.6968,20.2227,,86.2308,92.8763,27.3577,,127.8544,81.5479,215.2263,,46.3032,25637078162.0,-0.0699,-0.0111,-0.7247,-0.024,-4.7075,,,,,,,,,,,,,,,,,,
2023-06-30,0.2872,0.29,0.29,0.27,4.6475,4.4791,0.1688,0.1944,2.8256,,3.2344,21.6652,3.3173,13.4049,11.2884,77.4244,10.5121,281.1569,60.4962,31.6636,,6.6736,0.5108,190.1236,,,1817565310.0,6.47,6.69,838238768.0,28.6863,-12.5614,16.3879,21.3387,5.9966,30.017,54.0703,3.329,0.6558,0.3156,570.3422,0.9359,192.3282,0.6069,1.2071,0.9098,38.4479,1413.8133,3.5437,52.3397,19.1772,108.5385,91.0594,95.7227,26.8149,62.9111,130.7954,86.5643,201.3217,48.2223,47.6603,27266235266.0,0.0618,0.019,0.5879,0.0399,7.2764,,,,,,,,68361980.0,154358206.0,,,19050500.0,8220.0,,,27937872.0,6852372.0,199889559.0
2023-09-30,0.4742,0.48,0.48,,4.7054,4.515,0.529,0.1924,2.8635,,5.042,21.8724,5.316,13.7132,11.5453,77.2402,10.8026,47.4221,10.0782,5.042,,6.7329,0.3494,187.9537,,,2948379632.0,10.58,10.98,1376283967.0,24.7706,-12.2156,11.1648,16.1743,7.8208,34.5233,45.8661,5.8867,,0.4921,548.669,1.4781,182.6669,0.9689,1.0904,0.8759,32.9638,1479.1719,7.6226,50.0289,19.5052,,99.8843,99.4314,28.0513,,138.1976,95.5598,192.0488,,49.9711,28880915246.0,0.1205,0.0562,1.1154,0.1125,19.871,,,,,,,,,,,,,,,,,,
2023-12-31,0.5036,0.54,0.54,0.5,4.734,4.5758,0.8988,0.1924,2.8679,,5.0933,21.4094,5.4969,10.4351,8.9169,77.7201,8.4993,320.9216,67.7906,32.4567,,7.3752,0.1936,238.6609,,,3895414056.0,11.78,12.3,1535858783.0,19.7132,-24.32,8.6802,17.2099,11.8851,30.29,42.9492,8.382,1.3502,0.6467,556.6723,1.9389,185.6723,1.3037,1.0518,0.8746,35.2115,1127.6623,13.3836,47.8779,20.4915,100.1543,108.8648,100.7792,29.9718,63.5968,143.9123,104.5542,183.3806,47.8041,52.1221,30362057312.0,0.1517,0.0909,1.7846,0.1744,30.7426,,,,,,,,42338430.0,156855077.0,,,395256.0,1766.0,,,1819789.0,20535190.0,199949228.0
2024-03-31,0.1035,0.11,0.11,,4.8367,4.6809,0.0587,0.1924,2.9739,,1.0207,20.5021,1.0337,10.5797,9.2698,78.6896,8.0546,10.3538,2.1407,1.0207,,8.5633,-0.1379,220.0593,,,809264634.0,2.26,2.29,295301846.0,-3.0327,-18.9896,7.8863,21.4988,2.1152,42.5492,51.3757,1.7518,,0.1283,701.4809,0.413,217.9177,0.2686,1.0771,0.8593,33.3393,1079.8021,9.2104,47.6807,20.4738,,109.7283,101.1553,30.0402,,144.5907,103.4149,186.797,,52.3193,31148754411.0,0.0457,0.0058,0.5671,0.0111,2.0074,,,,,,,,,,,,,,,,,,
2024-06-30,0.2349,0.24,0.24,0.22,4.7199,4.5656,0.3235,0.1924,2.8567,,2.2353,20.7666,2.3033,11.3785,9.8747,78.3929,8.9281,294.0512,62.2997,27.9817,,7.7408,-0.3896,209.8402,1.0643,,1677726469.0,5.23,5.08,672901192.0,-3.6996,-18.2106,1.5586,18.3477,4.3346,41.5263,50.7171,3.5491,0.564,0.258,697.6744,0.8167,220.3992,0.5566,1.0373,0.8389,36.2991,1154.0962,18.1306,44.9147,20.9199,102.5489,122.6443,103.2093,31.7764,62.9786,151.281,115.3712,178.5031,43.7983,55.0853,32268955506.0,0.1229,0.0308,1.3771,0.0559,9.962,,,,,,,,34569102.0,63255818.0,,,3122473.0,64013.0,,,2168217.0,15777311.0,197143828.0
2024-09-30,0.2517,0.26,0.26,,4.7362,4.5823,0.4406,0.1924,2.8741,,2.4221,18.201,2.4823,7.5756,6.8245,80.9271,6.5294,25.1695,5.3143,2.4221,,8.0647,-0.681,267.3585,,,2154433964.0,5.59,5.59,700904209.0,-12.1889,-46.9246,0.6537,10.4868,6.3981,42.2,49.647,5.4384,,0.3802,710.1526,1.2364,218.3759,0.8141,0.9956,0.7973,31.9121,711.9609,-152.1683,45.5764,20.6771,,119.4117,105.0278,31.2091,,152.6768,112.401,180.5626,,54.4236,31909612693.0,0.1143,0.0424,1.7504,0.0779,13.8769,,,,,,,,,,,,,,,,,,
2024-12-31,0.0806,0.09,0.09,0.04,4.5601,4.4081,0.5722,0.1924,2.6783,,0.7931,15.9736,0.8041,2.0413,1.9278,83.1337,1.602,287.4886,63.0444,28.276,,8.1809,-2.9711,848.6479,,,2468775167.0,1.97,1.93,120793126.0,-15.0563,-83.9889,-3.6739,2.8271,8.6623,41.5594,44.5219,8.0859,1.0564,0.5019,717.2744,1.6323,220.5477,1.0831,0.9518,0.7926,34.2999,258.1317,-12.7985,44.8509,19.7038,94.9638,122.9609,107.7973,30.5226,63.215,155.1545,115.1707,178.9498,47.2295,55.1491,31220417923.0,0.1137,0.0563,7.0958,0.102,17.6127,,,,,,,,34464346.0,36721437.0,,,1856074.0,14430.0,,,4846886.0,1357202.0,210970152.0
2025-03-31,0.003,0.005,0.005,,4.5623,4.4125,0.0226,0.1924,2.6835,,0.0287,12.2414,0.0291,0.394,0.2255,86.6595,0.2993,0.2991,0.0656,0.0287,,9.4278,0.633,3196.5682,,,375666668.0,0.12,0.12,-15069846.0,-22.2535,-97.1115,-5.6727,2.6531,1.6464,54.6647,58.8005,1.5306,,0.0971,926.8795,0.3108,289.5753,0.2191,0.98,0.7996,33.3402,125.7077,-29.8066,43.8135,19.5245,,128.24,107.2507,30.8259,,155.0444,119.2533,177.3882,,56.1865,31975163228.0,0.0226,0.0022,7.5403,0.0039,0.6618,,,,,,,,,,,,,,,,,,
2025-06-30,0.021,0.02,0.02,0.01,4.4525,4.3037,0.1253,0.1924,2.6336,,0.2036,13.486,0.2051,0.8937,0.7099,85.4782,0.9948,288.3201,64.7554,27.9486,,8.9356,8.7384,1580.8618,3.2819,,874370820.0,0.56,0.55,21748795.0,-19.7477,-91.0583,-5.6673,-1.8329,3.4918,51.5493,57.2592,3.1436,0.4383,0.2062,872.9389,0.6683,269.3401,0.4686,0.9181,0.7385,28.8634,159.7472,-6.7762,43.1603,18.9098,92.1211,131.6944,110.7087,30.4652,62.8066,159.2135,122.7596,174.9872,46.8517,56.8397,31677499152.0,0.0593,0.0121,5.9646,0.0214,3.5641,,,,,,,,33323296.0,32134664.0,,,919421.0,114189.0,,,3969872.0,803106.0,212015964.0
2025-09-30,0.0453,0.05,0.05,,4.4632,4.3149,0.2711,0.1924,2.6583,,0.445,12.884,0.4454,1.3707,1.1594,86.1223,1.335,4.532,1.0154,0.445,,8.4176,3.7578,983.8803,,,1343032125.0,1.14,1.12,50836518.0,-11.9362,-81.9942,-5.7633,-2.0055,5.3962,50.0352,48.7884,5.5341,,0.3336,809.3525,1.0997,245.5215,0.7524,0.9466,0.7809,30.2875,193.8378,-12.0299,43.8287,20.5355,,128.161,108.3444,31.9052,,159.1083,119.8016,176.5832,,56.1713,31269652989.0,0.0799,0.0266,5.9819,0.0474,8.3267,,,,,,,,,,,,,,,,,,
