fs_code,ann_date,divident_date,cash_div,stock_div,stock_ratio,bonus_ratio
601369.SH,20250913,20250919,1.6,0,0,0.019093078759
601369.SH,20250705,20250711,2.7,0,0,0.029900332226
601369.SH,20240927,20241011,1.8,0,0,0.020930232558
601369.SH,20240530,20240606,3.9,0,0,0.045034642032
601369.SH,20230608,20230616,3.5,0,0,0.039637599094
601369.SH,20220609,20220616,3.1,0,0,0.03384279476
601369.SH,20210604,20210610,2.8,0,0,0.02962962963
601369.SH,20200523,20200529,2.3,0,0,0.036918138042
601369.SH,20190626,20190703,2.0,0,0,0.029895366218
601369.SH,20180615,20180626,1.55,0,0,0.024256651017
601369.SH,20170601,20170609,1.5,0,0,0.022123893805
601369.SH,20160531,20160607,2.0,0,0,0.030627871363
601369.SH,20150423,20150430,2.5,0,0,0.020508613618
601369.SH,20140418,20140425,3.5,0,0,0.049645390071
601369.SH,20130416,20130422,3.5,0,0,0.041031652989
601369.SH,20120427,20120507,3.5,0,0,0.029686174724
601369.SH,20110416,20110422,5.0,5,5,0.02068680182
