fs_code,ann_date,report_date,eps,roe,gross_margin,netprofit_margin,current_ratio,quick_ratio,debt_to_assets
601288.SH,202510,20250930,0.59,7.8525,40.358084215,0.486624337,0,0,93.4035884463
601288.SH,202508,20250630,0.37,5.08,37.828873565,0.3106599325,0,0,93.2788774121
601288.SH,202504,20250331,0.19,2.705,38.6320537407,0.1637937351,0,0,92.9873312313
601288.SH,202503,20241231,0.75,10.46,39.7817199232,0.6802242261,0,0,92.8367100015
601288.SH,202410,20240930,0.56,8.0925,39.8476894256,0.5160532025,0,0,93.0882631538
601288.SH,202408,20240630,0.37,5.375,37.2085542546,0.3334915676,0,0,92.7200296738
601288.SH,202404,20240331,0.19,2.8475,38.0811843824,0.1727142961,0,0,92.8856342934
601288.SH,202403,20231231,0.72,10.91,38.8326319607,0.7312346026,0,0,92.7347633758
601288.SH,202310,20230930,0.55,8.5425,38.9586356631,0.5722362281,0,0,92.7090370731
601288.SH,202308,20230630,0.37,5.715,36.5900404092,0.3719651957,0,0,92.8465339473
601288.SH,202304,20230331,0.2,3.15,38.0835445712,0.2038960214,0,0,92.5751802824
601288.SH,202303,20221231,0.69,11.29,37.2655660676,0.8218667102,0,0,92.1187279605
601288.SH,202210,20220930,0.53,8.8425,36.8286192228,0.6279770859,0,0,92.2194677704
601288.SH,202208,20220630,0.35,5.96,35.5036225092,0.4188366399,0,0,92.2093990024
601288.SH,202204,20220331,0.2,3.3475,37.8467931248,0.2339392079,0,0,91.7955056254
601288.SH,202203,20211231,0.65,11.57,33.6061896196,0.8598469331,0,0,91.6703495509
601288.SH,202110,20210930,0.5,9.13,34.3863152119,0.6668717905,0,0,91.972206514
601288.SH,202108,20210630,0.34,6.2,33.6034382292,0.4398091498,0,0,92.1040823055
601288.SH,202104,20210331,0.18,3.41,34.0382202292,0.237436366,0,0,92.0468569301
601288.SH,202103,20201231,0.59,11.35,32.8894873708,0.8309886895,0,0,91.8737651878
601288.SH,202010,20200930,0.45,8.8575,33.2991466029,0.6359881324,0,0,92.0709287291
601288.SH,202008,20200630,0.3,5.97,32.193105563,0.425280671,0,0,92.0935367226
601288.SH,202004,20200331,0.18,3.56,34.4739858387,0.2518986866,0,0,92.2488868845
601288.SH,202003,20191231,0.59,12.43,33.9446616119,0.896768254,0,0,92.1460689102
601288.SH,201910,20190930,0.51,10.76,38.2733204065,0.7657512467,0,0,92.2662417427
601288.SH,201908,20190630,0.34,7.29,37.8650840556,0.525375068,0,0,92.7502652434
601288.SH,201904,20190331,0.17,3.74,35.9016592403,0.2685303433,0,0,92.6556748888
601288.SH,201903,20181231,0.59,13.66,33.8514971901,0.9281619779,0,0,92.5925423023
601288.SH,201810,20180930,0.51,11.955,37.5570556653,0.7853231727,0,0,92.7980414377
601288.SH,201808,20180630,0.35,8.36,37.8632852544,0.5397466896,0,0,92.8391876757
601288.SH,201804,20180331,0.17,4.305,37.8789336926,0.2765829979,0,0,93.2361762512
601288.SH,201803,20171231,0.58,14.57,35.9624311738,0.9508450576,0,0,93.2106062579
601288.SH,201710,20170930,0.49,12.26,39.2130071745,0.7909579238,0,0,93.2641011375
601288.SH,201708,20170630,0.33,8.37,39.2377045925,0.5414057173,0,0,93.397159834
601288.SH,201704,20170331,0.16,4.37,37.5899668437,0.2796357201,0,0,93.2786554054
601288.SH,201703,20161231,0.55,15.14,36.3743438943,0.9852935595,0,0,93.2468733746
601288.SH,201610,20160930,0.47,12.825,39.9257809061,0.8366459557,0,0,93.1125784531
601288.SH,201608,20160630,0.32,8.815,40.34448989,0.5760699266,0,0,93.2613109877
601288.SH,201604,20160331,0.16,4.68,39.5288527013,0.3014401684,0,0,93.1403749538
601288.SH,201604,20151231,0.55,16.79,33.7159248594,1.0707601491,0,0,93.1883636093
601288.SH,201510,20150930,0.47,14.5575,37.657509895,0.9106492044,0,0,93.36442962
601288.SH,201508,20150630,0.32,9.98,38.1415809766,0.6255005054,0,0,93.573478452
601288.SH,201504,20150331,0.17,5.32,38.9542680522,0.3311055832,0,0,93.3150120601
601288.SH,201503,20141231,0.55,19.57,34.4642877713,1.1757172311,0,0,93.5356881542
601288.SH,201410,20140930,0.47,16.76,38.7101932654,0.9993332209,0,0,93.9928689627
601288.SH,201408,20140630,0.32,11.52,39.029759784,0.6808726072,0,0,94.328987296
601288.SH,201404,20140331,0.16,6.12,39.3254959589,0.358195754,0,0,94.0925326502
601288.SH,201403,20131231,0.51,20.89,35.9278032964,1.1954854781,0,0,94.2004457873
