fs_code,ann_date,divident_date,cash_div,stock_div,stock_ratio,bonus_ratio
002661.SZ,20251231,20260108,1.5,0,0,0.016286644951
002661.SZ,20250423,20250430,3.0,0,0,0.028625954198
002661.SZ,20240919,20240927,2.0,0,0,0.022598870056
002661.SZ,20230530,20230605,2.0,0,0,0.017376194613
002661.SZ,20220610,20220617,2.0,0,0,0.017574692443
002661.SZ,20210518,20210526,3.0,0,0,0.020352781547
002661.SZ,20200514,20200521,2.5,0,0,0.013276686139
002661.SZ,20190529,20190606,2.5,0,0,0.018518518519
002661.SZ,20180322,20180330,2.0,0,0,0.017152658662
002661.SZ,20170523,20170601,2.0,0,0,0.012554927809
002661.SZ,20160422,20160428,5.0,20,20,0.008658008658
002661.SZ,20150513,20150519,5.0,0,0,0.009671179884
002661.SZ,20140410,20140417,5.0,0,0,0.016072002572
002661.SZ,20130411,20130418,5.0,0,0,0.015446400989
002661.SZ,20120418,20120424,5.0,0,0,0.017476406851
