fs_code,ann_date,divident_date,cash_div,stock_div,stock_ratio,bonus_ratio
601878.SH,20260128,20260204,0.7,0,0,0.006572769953
601878.SH,20250812,20250819,1.0,0,0,0.008176614881
601878.SH,20250114,20250121,0.5,0,0,0.004351610096
601878.SH,20240718,20240725,1.4,0,0,0.013474494706
601878.SH,20230805,20230811,1.3,0,0,0.011216566005
601878.SH,20221022,20221031,1.7,0,0,0.016456921588
601878.SH,20211111,20211118,1.3,0,0,0.010655737705
601878.SH,20200604,20200611,0.9,0,0,0.009045226131
601878.SH,20190530,20190606,0.7,0,0,0.007936507937
601878.SH,20180808,20180815,1.0,0,0,0.014064697609
