fs_code,ann_date,divident_date,cash_div,stock_div,stock_ratio,bonus_ratio
002110.SZ,20230609,20230616,0.5,0,0,0.011467889908
002110.SZ,20220601,20220610,8.2,0,0,0.111111111111
002110.SZ,20210610,20210618,4.5,0,0,0.061224489796
002110.SZ,20200605,20200611,2.5,0,0,0.035816618911
002110.SZ,20190515,20190522,20.0,5,5,0.112044817927
002110.SZ,20180515,20180522,15.0,0,0,0.083845723868
002110.SZ,20170706,20170712,2.0,0,0,0.012610340479
002110.SZ,20150616,20150624,0.1,0,0,0.00103950104
002110.SZ,20140619,20140625,0.11,0,0,0.002619047619
002110.SZ,20120614,20120621,0.1,0,0,0.001517450683
002110.SZ,20110614,20110621,0.2,0,0,0.002176278564
002110.SZ,20100705,20100709,0.7,0,0,0.007891770011
002110.SZ,20090701,20090707,0.3,0,0,0.001704545455
002110.SZ,20080612,20080618,2.0,0,0,0.013633265167
002110.SZ,20070517,20070523,4.0,0,0,0.025493945188
