code,trade_date,open_price,high_price,low_price,close_price,volume,amount,adjust_factor,turnover_rate,market,adjustment,data_source,created_at,updated_at
601696.SH,2025-03-26,10.6,10.67,10.58,10.62,111900.12,118823429.44,1.0,0.4028,sh,none,baostock,2026-03-26 17:22:47.590442,2026-03-26 17:22:47.590443
601696.SH,2025-03-27,10.59,10.71,10.52,10.63,152924.82,162534246.66,1.0,0.5505,sh,none,baostock,2026-03-26 17:22:47.590479,2026-03-26 17:22:47.590479
601696.SH,2025-03-28,10.62,10.67,10.58,10.63,135271.82,143871640.48,1.0,0.4869,sh,none,baostock,2026-03-26 17:22:47.590491,2026-03-26 17:22:47.590491
601696.SH,2025-03-31,10.6,10.64,10.36,10.44,214484.0,224823422.0,1.0,0.7721,sh,none,baostock,2026-03-26 17:22:47.590500,2026-03-26 17:22:47.590500
601696.SH,2025-04-01,10.45,10.54,10.4,10.47,123754.0,129630597.0,1.0,0.4455,sh,none,baostock,2026-03-26 17:22:47.590508,2026-03-26 17:22:47.590509
601696.SH,2025-04-02,10.46,10.57,10.44,10.55,106075.0,111713878.0,1.0,0.3818,sh,none,baostock,2026-03-26 17:22:47.590517,2026-03-26 17:22:47.590517
601696.SH,2025-04-03,10.47,10.6,10.45,10.52,101661.66,107161236.98,1.0,0.366,sh,none,baostock,2026-03-26 17:22:47.590525,2026-03-26 17:22:47.590525
601696.SH,2025-04-07,10.04,10.17,9.47,9.47,431510.0,418442308.0,1.0,1.5533,sh,none,baostock,2026-03-26 17:22:47.590533,2026-03-26 17:22:47.590533
601696.SH,2025-04-08,9.48,9.64,9.4,9.54,316632.72,300805625.99,1.0,1.1398,sh,none,baostock,2026-03-26 17:22:47.590540,2026-03-26 17:22:47.590541
601696.SH,2025-04-09,9.45,9.91,9.28,9.83,345269.56,332536573.42,1.0,1.2429,sh,none,baostock,2026-03-26 17:22:47.590548,2026-03-26 17:22:47.590548
601696.SH,2025-04-10,10.01,10.08,9.88,9.93,256176.8,255708839.3,1.0,0.9222,sh,none,baostock,2026-03-26 17:22:47.590556,2026-03-26 17:22:47.590557
601696.SH,2025-04-11,9.98,9.98,9.84,9.91,159105.34,157770336.34,1.0,0.5727,sh,none,baostock,2026-03-26 17:22:47.590564,2026-03-26 17:22:47.590564
601696.SH,2025-04-14,9.97,9.99,9.91,9.94,143651.17,142861012.51,1.0,0.5171,sh,none,baostock,2026-03-26 17:22:47.590572,2026-03-26 17:22:47.590572
601696.SH,2025-04-15,9.93,9.94,9.83,9.89,124191.56,122493955.72,1.0,0.4471,sh,none,baostock,2026-03-26 17:22:47.590579,2026-03-26 17:22:47.590580
601696.SH,2025-04-16,9.86,9.89,9.72,9.84,145673.0,142626623.0,1.0,0.5244,sh,none,baostock,2026-03-26 17:22:47.590587,2026-03-26 17:22:47.590587
601696.SH,2025-04-17,9.78,9.87,9.77,9.84,95887.56,94320462.6,1.0,0.3452,sh,none,baostock,2026-03-26 17:22:47.590595,2026-03-26 17:22:47.590595
601696.SH,2025-04-18,9.84,9.94,9.79,9.89,129123.57,127346795.73,1.0,0.4648,sh,none,baostock,2026-03-26 17:22:47.590603,2026-03-26 17:22:47.590603
601696.SH,2025-04-21,9.88,9.98,9.85,9.93,105245.0,104591520.0,1.0,0.3789,sh,none,baostock,2026-03-26 17:22:47.590610,2026-03-26 17:22:47.590611
601696.SH,2025-04-22,9.93,9.98,9.9,9.93,104747.63,104078482.59,1.0,0.3771,sh,none,baostock,2026-03-26 17:22:47.590618,2026-03-26 17:22:47.590618
601696.SH,2025-04-23,9.95,10.0,9.89,9.91,116555.25,115733170.88,1.0,0.4196,sh,none,baostock,2026-03-26 17:22:47.590625,2026-03-26 17:22:47.590625
601696.SH,2025-04-24,9.92,9.93,9.81,9.83,101477.87,100098509.68,1.0,0.3653,sh,none,baostock,2026-03-26 17:22:47.590633,2026-03-26 17:22:47.590633
601696.SH,2025-04-25,9.87,9.96,9.84,9.92,130795.92,129650491.56,1.0,0.4708,sh,none,baostock,2026-03-26 17:22:47.590640,2026-03-26 17:22:47.590640
601696.SH,2025-04-28,9.9,9.92,9.77,9.8,117480.0,115409311.0,1.0,0.4229,sh,none,baostock,2026-03-26 17:22:47.590647,2026-03-26 17:22:47.590648
601696.SH,2025-04-29,9.79,9.88,9.77,9.84,80285.37,78911896.09,1.0,0.289,sh,none,baostock,2026-03-26 17:22:47.590655,2026-03-26 17:22:47.590655
601696.SH,2025-04-30,9.83,9.95,9.83,9.87,110988.88,109902441.78,1.0,0.3995,sh,none,baostock,2026-03-26 17:22:47.590662,2026-03-26 17:22:47.590662
601696.SH,2025-05-06,9.93,10.01,9.9,9.99,207278.54,206741147.48,1.0,0.7461,sh,none,baostock,2026-03-26 17:22:47.590670,2026-03-26 17:22:47.590670
601696.SH,2025-05-07,10.26,10.29,9.99,10.04,243513.01,246169979.61,1.0,0.8766,sh,none,baostock,2026-03-26 17:22:47.590677,2026-03-26 17:22:47.590677
601696.SH,2025-05-08,10.01,10.09,9.99,10.05,149767.22,150568091.08,1.0,0.5391,sh,none,baostock,2026-03-26 17:22:47.590684,2026-03-26 17:22:47.590685
601696.SH,2025-05-09,10.07,10.08,9.91,9.93,118983.58,118451513.78,1.0,0.4283,sh,none,baostock,2026-03-26 17:22:47.590692,2026-03-26 17:22:47.590692
601696.SH,2025-05-12,9.97,10.14,9.94,10.13,213219.92,214138392.88,1.0,0.7675,sh,none,baostock,2026-03-26 17:22:47.590699,2026-03-26 17:22:47.590699
601696.SH,2025-05-13,10.18,10.19,10.01,10.03,169370.29,170655212.46,1.0,0.6097,sh,none,baostock,2026-03-26 17:22:47.590707,2026-03-26 17:22:47.590707
601696.SH,2025-05-14,10.03,10.43,9.98,10.29,486038.48,496277104.46,1.0,1.7496,sh,none,baostock,2026-03-26 17:22:47.590714,2026-03-26 17:22:47.590715
601696.SH,2025-05-15,10.26,10.29,10.08,10.09,220028.05,223399895.68,1.0,0.792,sh,none,baostock,2026-03-26 17:22:47.590722,2026-03-26 17:22:47.590722
601696.SH,2025-05-16,10.07,10.12,9.99,10.02,152027.66,152431530.82,1.0,0.5473,sh,none,baostock,2026-03-26 17:22:47.590729,2026-03-26 17:22:47.590729
601696.SH,2025-05-19,10.02,10.03,9.94,10.0,112971.21,112859887.79,1.0,0.4067,sh,none,baostock,2026-03-26 17:22:47.590736,2026-03-26 17:22:47.590737
601696.SH,2025-05-20,10.02,10.06,9.98,10.01,108756.65,108913811.0,1.0,0.3915,sh,none,baostock,2026-03-26 17:22:47.590744,2026-03-26 17:22:47.590745
601696.SH,2025-05-21,10.01,10.04,9.98,9.99,108996.16,109076444.65,1.0,0.3924,sh,none,baostock,2026-03-26 17:22:47.590752,2026-03-26 17:22:47.590752
601696.SH,2025-05-22,9.98,9.99,9.9,9.91,114742.25,113943340.75,1.0,0.413,sh,none,baostock,2026-03-26 17:22:47.590759,2026-03-26 17:22:47.590759
601696.SH,2025-05-23,9.9,9.94,9.73,9.73,186248.0,183333654.0,1.0,0.6704,sh,none,baostock,2026-03-26 17:22:47.590767,2026-03-26 17:22:47.590767
601696.SH,2025-05-26,9.73,9.81,9.71,9.8,104047.9,101540039.68,1.0,0.3745,sh,none,baostock,2026-03-26 17:22:47.590774,2026-03-26 17:22:47.590774
601696.SH,2025-05-27,9.79,9.84,9.76,9.82,79205.16,77573525.32,1.0,0.2851,sh,none,baostock,2026-03-26 17:22:47.590782,2026-03-26 17:22:47.590782
601696.SH,2025-05-28,9.82,9.84,9.77,9.81,73766.85,72328902.05,1.0,0.2655,sh,none,baostock,2026-03-26 17:22:47.590789,2026-03-26 17:22:47.590789
601696.SH,2025-05-29,9.8,9.94,9.8,9.93,145389.59,144065479.8,1.0,0.5234,sh,none,baostock,2026-03-26 17:22:47.590797,2026-03-26 17:22:47.590797
601696.SH,2025-05-30,9.9,9.92,9.84,9.89,116961.0,115566490.0,1.0,0.421,sh,none,baostock,2026-03-26 17:22:47.590804,2026-03-26 17:22:47.590804
601696.SH,2025-06-03,9.83,9.98,9.82,9.96,158206.45,156970485.3,1.0,0.5695,sh,none,baostock,2026-03-26 17:22:47.590812,2026-03-26 17:22:47.590812
601696.SH,2025-06-04,9.95,10.1,9.92,10.07,189741.24,190548533.92,1.0,0.683,sh,none,baostock,2026-03-26 17:22:47.590819,2026-03-26 17:22:47.590819
601696.SH,2025-06-05,10.06,10.16,10.05,10.13,221899.83,224266011.6,1.0,0.7988,sh,none,baostock,2026-03-26 17:22:47.590827,2026-03-26 17:22:47.590828
601696.SH,2025-06-06,10.15,10.17,10.05,10.06,120441.72,121522316.32,1.0,0.4336,sh,none,baostock,2026-03-26 17:22:47.590835,2026-03-26 17:22:47.590835
