code,trade_date,open_price,high_price,low_price,close_price,volume,amount,adjust_factor,turnover_rate,market,adjustment,data_source,created_at,updated_at
000333.SZ,2025-03-26,76.47,77.4,75.87,76.79,237069.0,1814277210.53,1.0,1.99,sz,none,eastmoney,2026-03-26 17:18:38.080097,2026-03-26 17:18:38.080098
000333.SZ,2025-03-27,76.79,77.5,76.32,76.5,257215.0,1974042919.39,1.0,1.54,sz,none,eastmoney,2026-03-26 17:18:38.080133,2026-03-26 17:18:38.080133
000333.SZ,2025-03-28,76.21,77.18,75.68,76.87,249114.0,1909917933.77,1.0,1.96,sz,none,eastmoney,2026-03-26 17:18:38.080145,2026-03-26 17:18:38.080145
000333.SZ,2025-03-31,76.9,80.5,76.9,78.5,689684.0,5458996643.24,1.0,4.68,sz,none,eastmoney,2026-03-26 17:18:38.080155,2026-03-26 17:18:38.080155
000333.SZ,2025-04-01,78.1,78.78,75.2,75.39,551817.0,4204786522.69,1.0,4.56,sz,none,eastmoney,2026-03-26 17:18:38.080164,2026-03-26 17:18:38.080164
000333.SZ,2025-04-02,75.35,76.79,75.19,75.96,268536.0,2036925144.22,1.0,2.12,sz,none,eastmoney,2026-03-26 17:18:38.080171,2026-03-26 17:18:38.080171
000333.SZ,2025-04-03,74.6,74.83,73.15,73.36,565989.0,4179850012.12,1.0,2.21,sz,none,eastmoney,2026-03-26 17:18:38.080179,2026-03-26 17:18:38.080179
000333.SZ,2025-04-07,68.22,69.47,66.02,67.18,880897.0,5986991841.18,1.0,4.7,sz,none,eastmoney,2026-03-26 17:18:38.080187,2026-03-26 17:18:38.080187
000333.SZ,2025-04-08,68.0,70.5,67.79,70.23,744733.0,5151771417.98,1.0,4.03,sz,none,eastmoney,2026-03-26 17:18:38.080195,2026-03-26 17:18:38.080195
000333.SZ,2025-04-09,69.19,70.5,68.42,69.67,578840.0,4027838482.32,1.0,2.96,sz,none,eastmoney,2026-03-26 17:18:38.080202,2026-03-26 17:18:38.080202
000333.SZ,2025-04-10,70.6,71.59,70.13,71.09,450849.0,3199356699.56,1.0,2.1,sz,none,eastmoney,2026-03-26 17:18:38.080210,2026-03-26 17:18:38.080210
000333.SZ,2025-04-11,70.52,70.74,69.63,70.49,295626.0,2075657472.18,1.0,1.56,sz,none,eastmoney,2026-03-26 17:18:38.080218,2026-03-26 17:18:38.080218
000333.SZ,2025-04-14,70.72,70.9,69.71,69.92,348835.0,2447104070.35,1.0,1.69,sz,none,eastmoney,2026-03-26 17:18:38.080226,2026-03-26 17:18:38.080226
000333.SZ,2025-04-15,70.1,71.83,69.69,71.48,343667.0,2441442777.27,1.0,3.06,sz,none,eastmoney,2026-03-26 17:18:38.080233,2026-03-26 17:18:38.080233
