code,trade_date,open_price,high_price,low_price,close_price,volume,amount,adjust_factor,turnover_rate,market,adjustment,data_source,created_at,updated_at
002841.SZ,2025-03-26,39.3,39.3,38.72,39.07,32829.0,127884512.5,1.0,1.48,sz,none,eastmoney,2026-03-26 17:18:46.714433,2026-03-26 17:18:46.714435
002841.SZ,2025-03-27,39.1,39.78,38.7,39.12,35121.0,138051288.67,1.0,2.76,sz,none,eastmoney,2026-03-26 17:18:46.714470,2026-03-26 17:18:46.714470
002841.SZ,2025-03-28,39.12,39.85,38.93,39.05,23313.0,91539246.0,1.0,2.35,sz,none,eastmoney,2026-03-26 17:18:46.714483,2026-03-26 17:18:46.714483
002841.SZ,2025-03-31,38.98,39.22,37.8,38.05,56136.0,214815119.09,1.0,3.64,sz,none,eastmoney,2026-03-26 17:18:46.714493,2026-03-26 17:18:46.714493
002841.SZ,2025-04-01,38.21,38.32,37.76,37.9,32402.0,123151606.89,1.0,1.47,sz,none,eastmoney,2026-03-26 17:18:46.714502,2026-03-26 17:18:46.714502
002841.SZ,2025-04-02,37.91,38.79,37.8,38.6,29570.0,113486614.23,1.0,2.61,sz,none,eastmoney,2026-03-26 17:18:46.714511,2026-03-26 17:18:46.714512
002841.SZ,2025-04-03,38.0,38.55,37.4,37.52,32930.0,124688909.44,1.0,2.98,sz,none,eastmoney,2026-03-26 17:18:46.714520,2026-03-26 17:18:46.714520
002841.SZ,2025-04-07,34.8,35.44,33.77,33.77,50430.0,172621877.0,1.0,4.45,sz,none,eastmoney,2026-03-26 17:18:46.714528,2026-03-26 17:18:46.714528
002841.SZ,2025-04-08,33.55,34.04,31.8,32.33,77656.0,252677382.27,1.0,6.63,sz,none,eastmoney,2026-03-26 17:18:46.714537,2026-03-26 17:18:46.714537
002841.SZ,2025-04-09,31.96,32.84,31.01,32.35,62022.0,199133062.48,1.0,5.66,sz,none,eastmoney,2026-03-26 17:18:46.714545,2026-03-26 17:18:46.714546
002841.SZ,2025-04-10,33.66,34.11,33.12,33.3,49039.0,164552357.22,1.0,3.06,sz,none,eastmoney,2026-03-26 17:18:46.714554,2026-03-26 17:18:46.714554
002841.SZ,2025-04-11,33.2,33.88,32.86,33.56,42058.0,140566579.92,1.0,3.06,sz,none,eastmoney,2026-03-26 17:18:46.714562,2026-03-26 17:18:46.714562
002841.SZ,2025-04-14,34.73,35.0,33.45,33.56,48864.0,165832205.15,1.0,4.62,sz,none,eastmoney,2026-03-26 17:18:46.714571,2026-03-26 17:18:46.714571
