code,trade_date,open_price,high_price,low_price,close_price,volume,amount,adjust_factor,turnover_rate,market,adjustment,data_source,created_at,updated_at
601390.SH,2025-03-26,5.87,5.92,5.84,5.9,833630.4,490629179.0,1.0,0.4082,sh,none,baostock,2026-03-26 17:22:20.041670,2026-03-26 17:22:20.041671
601390.SH,2025-03-27,5.9,5.92,5.86,5.86,617373.59,363517170.74,1.0,0.3023,sh,none,baostock,2026-03-26 17:22:20.041708,2026-03-26 17:22:20.041708
601390.SH,2025-03-28,5.86,5.87,5.79,5.82,518252.88,301597691.2,1.0,0.2538,sh,none,baostock,2026-03-26 17:22:20.041721,2026-03-26 17:22:20.041721
601390.SH,2025-03-31,5.72,5.73,5.52,5.53,1938012.31,1087736055.11,1.0,0.9465,sh,none,baostock,2026-03-26 17:22:20.041731,2026-03-26 17:22:20.041731
601390.SH,2025-04-01,5.53,5.59,5.52,5.56,868124.29,481851982.99,1.0,0.424,sh,none,baostock,2026-03-26 17:22:20.041740,2026-03-26 17:22:20.041740
601390.SH,2025-04-02,5.55,5.6,5.54,5.58,525051.64,292712346.03,1.0,0.2564,sh,none,baostock,2026-03-26 17:22:20.041748,2026-03-26 17:22:20.041748
601390.SH,2025-04-03,5.56,5.65,5.55,5.62,668924.76,375462642.32,1.0,0.3267,sh,none,baostock,2026-03-26 17:22:20.041756,2026-03-26 17:22:20.041756
601390.SH,2025-04-07,5.5,5.5,5.16,5.34,1795831.43,953670711.97,1.0,0.8771,sh,none,baostock,2026-03-26 17:22:20.041764,2026-03-26 17:22:20.041764
601390.SH,2025-04-08,5.33,5.65,5.32,5.63,1867669.75,1035151752.33,1.0,0.9122,sh,none,baostock,2026-03-26 17:22:20.041772,2026-03-26 17:22:20.041772
601390.SH,2025-04-09,5.61,5.68,5.49,5.68,1324920.38,740396575.37,1.0,0.6471,sh,none,baostock,2026-03-26 17:22:20.041780,2026-03-26 17:22:20.041780
601390.SH,2025-04-10,5.72,5.72,5.6,5.69,990058.76,560262156.67,1.0,0.4835,sh,none,baostock,2026-03-26 17:22:20.041787,2026-03-26 17:22:20.041787
601390.SH,2025-04-11,5.72,5.73,5.64,5.67,705604.06,400050044.13,1.0,0.3446,sh,none,baostock,2026-03-26 17:22:20.041795,2026-03-26 17:22:20.041795
601390.SH,2025-04-14,5.67,5.68,5.63,5.64,537207.98,303203985.38,1.0,0.2624,sh,none,baostock,2026-03-26 17:22:20.041802,2026-03-26 17:22:20.041802
