code,trade_date,open_price,high_price,low_price,close_price,volume,amount,adjust_factor,turnover_rate,market,adjustment,data_source,created_at,updated_at
601718.SH,2025-03-26,2.74,2.78,2.73,2.75,317572.19,87541131.25,1.0,0.7231,sh,none,baostock,2026-03-26 17:22:52.714630,2026-03-26 17:22:52.714631
601718.SH,2025-03-27,2.76,2.78,2.71,2.73,335400.01,91970862.74,1.0,0.7637,sh,none,baostock,2026-03-26 17:22:52.714667,2026-03-26 17:22:52.714667
601718.SH,2025-03-28,2.74,2.74,2.68,2.69,320747.01,86711485.7,1.0,0.7304,sh,none,baostock,2026-03-26 17:22:52.714680,2026-03-26 17:22:52.714680
601718.SH,2025-03-31,2.69,2.7,2.62,2.64,378174.0,100537936.0,1.0,0.8611,sh,none,baostock,2026-03-26 17:22:52.714689,2026-03-26 17:22:52.714689
601718.SH,2025-04-01,2.65,2.67,2.64,2.66,258399.01,68654046.65,1.0,0.5884,sh,none,baostock,2026-03-26 17:22:52.714697,2026-03-26 17:22:52.714698
601718.SH,2025-04-02,2.66,2.67,2.64,2.65,204825.73,54344878.45,1.0,0.4664,sh,none,baostock,2026-03-26 17:22:52.714705,2026-03-26 17:22:52.714706
601718.SH,2025-04-03,2.64,2.68,2.63,2.67,330210.46,87875026.91,1.0,0.7519,sh,none,baostock,2026-03-26 17:22:52.714713,2026-03-26 17:22:52.714713
601718.SH,2025-04-07,2.59,2.6,2.4,2.41,804665.35,198524837.06,1.0,1.8323,sh,none,baostock,2026-03-26 17:22:52.714721,2026-03-26 17:22:52.714721
601718.SH,2025-04-08,2.42,2.48,2.42,2.48,544762.52,133931005.82,1.0,1.2405,sh,none,baostock,2026-03-26 17:22:52.714729,2026-03-26 17:22:52.714730
601718.SH,2025-04-09,2.45,2.56,2.39,2.55,563231.69,139704568.68,1.0,1.2825,sh,none,baostock,2026-03-26 17:22:52.714738,2026-03-26 17:22:52.714738
601718.SH,2025-04-10,2.57,2.59,2.53,2.54,498717.02,127620553.09,1.0,1.1356,sh,none,baostock,2026-03-26 17:22:52.714745,2026-03-26 17:22:52.714746
601718.SH,2025-04-11,2.53,2.56,2.52,2.54,261973.69,66563381.58,1.0,0.5965,sh,none,baostock,2026-03-26 17:22:52.714753,2026-03-26 17:22:52.714753
601718.SH,2025-04-14,2.55,2.57,2.54,2.56,295211.71,75369420.38,1.0,0.6722,sh,none,baostock,2026-03-26 17:22:52.714760,2026-03-26 17:22:52.714761
601718.SH,2025-04-15,2.56,2.56,2.53,2.53,191085.68,48481973.72,1.0,0.4351,sh,none,baostock,2026-03-26 17:22:52.714768,2026-03-26 17:22:52.714768
601718.SH,2025-04-16,2.53,2.54,2.48,2.52,293482.0,73551663.0,1.0,0.6683,sh,none,baostock,2026-03-26 17:22:52.714776,2026-03-26 17:22:52.714777
