code,trade_date,open_price,high_price,low_price,close_price,volume,amount,adjust_factor,turnover_rate,market,adjustment,data_source,created_at,updated_at
000063.SZ,2025-03-26,34.2,34.65,34.2,34.32,582439.0,2006021263.89,1.0,1.32,sz,none,eastmoney,2026-03-26 17:18:37.583316,2026-03-26 17:18:37.583317
000063.SZ,2025-03-27,34.26,34.98,33.97,34.57,832038.0,2878605681.43,1.0,2.94,sz,none,eastmoney,2026-03-26 17:18:37.583350,2026-03-26 17:18:37.583350
000063.SZ,2025-03-28,34.6,34.92,34.3,34.68,648063.0,2242244975.53,1.0,1.79,sz,none,eastmoney,2026-03-26 17:18:37.583362,2026-03-26 17:18:37.583362
000063.SZ,2025-03-31,34.51,34.58,33.81,34.22,787469.0,2688421902.51,1.0,2.22,sz,none,eastmoney,2026-03-26 17:18:37.583372,2026-03-26 17:18:37.583372
000063.SZ,2025-04-01,34.31,34.78,34.04,34.44,641639.0,2207062721.41,1.0,2.16,sz,none,eastmoney,2026-03-26 17:18:37.583381,2026-03-26 17:18:37.583381
000063.SZ,2025-04-02,34.44,35.18,34.44,35.04,893853.0,3122760184.99,1.0,2.15,sz,none,eastmoney,2026-03-26 17:18:37.583389,2026-03-26 17:18:37.583390
000063.SZ,2025-04-03,34.6,34.95,34.33,34.76,694271.0,2408579661.12,1.0,1.77,sz,none,eastmoney,2026-03-26 17:18:37.583397,2026-03-26 17:18:37.583398
000063.SZ,2025-04-07,32.4,32.62,31.28,31.28,1249666.0,3958713931.04,1.0,3.86,sz,none,eastmoney,2026-03-26 17:18:37.583406,2026-03-26 17:18:37.583406
000063.SZ,2025-04-08,31.0,31.65,29.63,30.36,1568804.0,4798264380.78,1.0,6.46,sz,none,eastmoney,2026-03-26 17:18:37.583414,2026-03-26 17:18:37.583414
000063.SZ,2025-04-09,29.51,31.2,28.67,30.96,1475244.0,4461632714.67,1.0,8.33,sz,none,eastmoney,2026-03-26 17:18:37.583422,2026-03-26 17:18:37.583422
000063.SZ,2025-04-10,31.7,32.6,31.63,31.64,1265159.0,4042732810.75,1.0,3.13,sz,none,eastmoney,2026-03-26 17:18:37.583430,2026-03-26 17:18:37.583430
000063.SZ,2025-04-11,31.23,32.46,31.23,32.08,878985.0,2806676837.16,1.0,3.89,sz,none,eastmoney,2026-03-26 17:18:37.583437,2026-03-26 17:18:37.583438
000063.SZ,2025-04-14,32.82,33.04,32.42,32.58,879408.0,2878513269.94,1.0,1.93,sz,none,eastmoney,2026-03-26 17:18:37.583445,2026-03-26 17:18:37.583445
000063.SZ,2025-04-15,32.6,32.6,31.95,32.15,556951.0,1791895292.04,1.0,2.0,sz,none,eastmoney,2026-03-26 17:18:37.583453,2026-03-26 17:18:37.583453
