code,trade_date,open_price,high_price,low_price,close_price,volume,amount,adjust_factor,turnover_rate,market,adjustment,data_source,created_at,updated_at
002601.SZ,2025-03-26,18.84,19.02,18.55,18.61,242141.0,454878406.4,1.0,2.51,sz,none,eastmoney,2026-03-26 17:18:45.153156,2026-03-26 17:18:45.153157
002601.SZ,2025-03-27,18.69,18.83,18.56,18.69,175390.0,327876687.1,1.0,1.45,sz,none,eastmoney,2026-03-26 17:18:45.153193,2026-03-26 17:18:45.153193
002601.SZ,2025-03-28,18.66,18.68,18.02,18.09,225381.0,411328925.72,1.0,3.53,sz,none,eastmoney,2026-03-26 17:18:45.153206,2026-03-26 17:18:45.153206
002601.SZ,2025-03-31,17.99,18.16,17.72,17.8,152624.0,273040811.46,1.0,2.43,sz,none,eastmoney,2026-03-26 17:18:45.153216,2026-03-26 17:18:45.153216
002601.SZ,2025-04-01,17.89,18.04,17.81,17.95,92707.0,166256097.04,1.0,1.29,sz,none,eastmoney,2026-03-26 17:18:45.153226,2026-03-26 17:18:45.153226
002601.SZ,2025-04-02,17.94,18.08,17.9,17.95,63097.0,113342096.42,1.0,1.0,sz,none,eastmoney,2026-03-26 17:18:45.153235,2026-03-26 17:18:45.153235
002601.SZ,2025-04-03,17.83,17.85,17.44,17.53,167054.0,293978166.11,1.0,2.28,sz,none,eastmoney,2026-03-26 17:18:45.153244,2026-03-26 17:18:45.153244
002601.SZ,2025-04-07,16.28,16.75,15.89,16.48,327044.0,536708572.81,1.0,4.91,sz,none,eastmoney,2026-03-26 17:18:45.153252,2026-03-26 17:18:45.153252
002601.SZ,2025-04-08,16.51,16.78,16.07,16.32,245497.0,401840039.99,1.0,4.31,sz,none,eastmoney,2026-03-26 17:18:45.153260,2026-03-26 17:18:45.153260
002601.SZ,2025-04-09,16.07,16.38,15.9,16.23,271495.0,438370587.38,1.0,2.94,sz,none,eastmoney,2026-03-26 17:18:45.153269,2026-03-26 17:18:45.153269
002601.SZ,2025-04-10,16.46,16.77,16.3,16.52,223348.0,369392404.18,1.0,2.9,sz,none,eastmoney,2026-03-26 17:18:45.153277,2026-03-26 17:18:45.153277
002601.SZ,2025-04-11,16.43,16.59,16.38,16.5,126493.0,208786350.0,1.0,1.27,sz,none,eastmoney,2026-03-26 17:18:45.153285,2026-03-26 17:18:45.153285
002601.SZ,2025-04-14,16.69,16.8,16.59,16.72,120797.0,201741878.3,1.0,1.27,sz,none,eastmoney,2026-03-26 17:18:45.153293,2026-03-26 17:18:45.153293
002601.SZ,2025-04-15,16.73,16.73,16.52,16.6,90847.0,150783992.44,1.0,1.26,sz,none,eastmoney,2026-03-26 17:18:45.153302,2026-03-26 17:18:45.153302
002601.SZ,2025-04-16,16.55,16.61,16.3,16.55,103449.0,169904781.24,1.0,1.87,sz,none,eastmoney,2026-03-26 17:18:45.153310,2026-03-26 17:18:45.153310
002601.SZ,2025-04-17,16.42,16.58,16.38,16.43,70891.0,116843106.33,1.0,1.21,sz,none,eastmoney,2026-03-26 17:18:45.153319,2026-03-26 17:18:45.153319
002601.SZ,2025-04-18,16.49,16.52,16.32,16.46,61251.0,100514043.32,1.0,1.22,sz,none,eastmoney,2026-03-26 17:18:45.153327,2026-03-26 17:18:45.153327
