code,trade_date,open_price,high_price,low_price,close_price,volume,amount,adjust_factor,turnover_rate,market,adjustment,data_source,created_at,updated_at
601886.SH,2025-03-26,6.16,6.25,6.1,6.2,240442.26,148691642.48,1.0,2.1222,sh,none,baostock,2026-03-26 17:23:20.502105,2026-03-26 17:23:20.502107
601886.SH,2025-03-27,6.18,6.2,6.06,6.12,177166.0,108425473.0,1.0,1.5637,sh,none,baostock,2026-03-26 17:23:20.502144,2026-03-26 17:23:20.502144
601886.SH,2025-03-28,6.12,6.2,6.09,6.17,191618.0,117813970.0,1.0,1.6912,sh,none,baostock,2026-03-26 17:23:20.502156,2026-03-26 17:23:20.502156
601886.SH,2025-03-31,6.17,6.25,6.09,6.13,191159.83,117727994.51,1.0,1.6872,sh,none,baostock,2026-03-26 17:23:20.502165,2026-03-26 17:23:20.502165
601886.SH,2025-04-01,6.15,6.17,6.07,6.13,173977.11,106379840.58,1.0,1.5355,sh,none,baostock,2026-03-26 17:23:20.502174,2026-03-26 17:23:20.502174
601886.SH,2025-04-02,6.12,6.23,6.1,6.19,161063.99,99382654.9,1.0,1.4216,sh,none,baostock,2026-03-26 17:23:20.502183,2026-03-26 17:23:20.502183
601886.SH,2025-04-03,6.13,6.21,6.12,6.2,129488.0,79881801.0,1.0,1.1429,sh,none,baostock,2026-03-26 17:23:20.502191,2026-03-26 17:23:20.502191
601886.SH,2025-04-07,6.0,6.01,5.58,5.58,254235.89,146008094.77,1.0,2.2439,sh,none,baostock,2026-03-26 17:23:20.502198,2026-03-26 17:23:20.502199
601886.SH,2025-04-08,5.58,5.64,5.36,5.48,287505.0,157127305.0,1.0,2.5376,sh,none,baostock,2026-03-26 17:23:20.502207,2026-03-26 17:23:20.502207
601886.SH,2025-04-09,5.37,5.53,5.19,5.5,190889.19,102546758.8,1.0,1.6848,sh,none,baostock,2026-03-26 17:23:20.502214,2026-03-26 17:23:20.502215
601886.SH,2025-04-10,5.57,5.68,5.56,5.64,165549.8,93172321.32,1.0,1.4612,sh,none,baostock,2026-03-26 17:23:20.502222,2026-03-26 17:23:20.502222
601886.SH,2025-04-11,5.64,5.67,5.58,5.64,120352.0,67612866.0,1.0,1.0622,sh,none,baostock,2026-03-26 17:23:20.502230,2026-03-26 17:23:20.502230
