code,trade_date,open_price,high_price,low_price,close_price,volume,amount,adjust_factor,turnover_rate,market,adjustment,data_source,created_at,updated_at
601225.SH,2025-03-26,20.24,20.43,20.07,20.31,336056.13,681574775.95,1.0,0.3466,sh,none,baostock,2026-03-26 17:22:08.574996,2026-03-26 17:22:08.574997
601225.SH,2025-03-27,20.22,20.4,20.06,20.14,267096.29,538262913.98,1.0,0.2755,sh,none,baostock,2026-03-26 17:22:08.575067,2026-03-26 17:22:08.575068
601225.SH,2025-03-28,20.1,20.2,19.78,19.87,243726.0,485709125.0,1.0,0.2514,sh,none,baostock,2026-03-26 17:22:08.575099,2026-03-26 17:22:08.575099
601225.SH,2025-03-31,19.82,20.08,19.68,19.81,265718.32,527559779.35,1.0,0.2741,sh,none,baostock,2026-03-26 17:22:08.575131,2026-03-26 17:22:08.575131
601225.SH,2025-04-01,19.76,20.09,19.7,20.07,266561.27,531302394.2,1.0,0.2749,sh,none,baostock,2026-03-26 17:22:08.575144,2026-03-26 17:22:08.575144
601225.SH,2025-04-02,20.07,20.38,20.0,20.21,294142.73,594884602.67,1.0,0.3034,sh,none,baostock,2026-03-26 17:22:08.575155,2026-03-26 17:22:08.575155
601225.SH,2025-04-03,19.88,20.2,19.8,20.06,315021.4,629871932.45,1.0,0.3249,sh,none,baostock,2026-03-26 17:22:08.575164,2026-03-26 17:22:08.575165
601225.SH,2025-04-07,19.21,19.58,18.6,19.03,822945.74,1570031299.76,1.0,0.8488,sh,none,baostock,2026-03-26 17:22:08.575173,2026-03-26 17:22:08.575173
601225.SH,2025-04-08,19.39,19.66,19.07,19.66,567980.45,1098505151.45,1.0,0.5858,sh,none,baostock,2026-03-26 17:22:08.575182,2026-03-26 17:22:08.575182
601225.SH,2025-04-09,19.47,19.65,18.99,19.65,593827.48,1142154231.82,1.0,0.6125,sh,none,baostock,2026-03-26 17:22:08.575190,2026-03-26 17:22:08.575190
601225.SH,2025-04-10,19.64,19.64,19.26,19.4,372815.04,723707326.64,1.0,0.3845,sh,none,baostock,2026-03-26 17:22:08.575198,2026-03-26 17:22:08.575199
601225.SH,2025-04-11,19.48,19.48,19.01,19.05,333251.29,637226365.86,1.0,0.3437,sh,none,baostock,2026-03-26 17:22:08.575206,2026-03-26 17:22:08.575206
