code,trade_date,open_price,high_price,low_price,close_price,volume,amount,adjust_factor,turnover_rate,market,adjustment,data_source,created_at,updated_at
000651.SZ,2025-03-26,45.0,45.36,44.55,44.95,368421.0,1652034765.06,1.0,1.79,sz,none,eastmoney,2026-03-26 17:18:39.067532,2026-03-26 17:18:39.067533
000651.SZ,2025-03-27,44.99,45.42,44.8,45.19,297439.0,1342752242.93,1.0,1.38,sz,none,eastmoney,2026-03-26 17:18:39.067568,2026-03-26 17:18:39.067568
000651.SZ,2025-03-28,45.19,45.54,44.97,45.28,312834.0,1417042006.07,1.0,1.26,sz,none,eastmoney,2026-03-26 17:18:39.067581,2026-03-26 17:18:39.067581
000651.SZ,2025-03-31,45.35,46.23,45.2,45.46,438529.0,2009314133.41,1.0,2.27,sz,none,eastmoney,2026-03-26 17:18:39.067591,2026-03-26 17:18:39.067591
000651.SZ,2025-04-01,45.33,45.5,44.8,45.13,357329.0,1614126072.92,1.0,1.54,sz,none,eastmoney,2026-03-26 17:18:39.067601,2026-03-26 17:18:39.067601
000651.SZ,2025-04-02,45.13,46.0,45.0,45.17,316120.0,1435118537.24,1.0,2.22,sz,none,eastmoney,2026-03-26 17:18:39.067610,2026-03-26 17:18:39.067610
000651.SZ,2025-04-03,44.75,45.4,44.55,45.35,401416.0,1808260635.65,1.0,1.88,sz,none,eastmoney,2026-03-26 17:18:39.067619,2026-03-26 17:18:39.067619
000651.SZ,2025-04-07,43.2,44.68,42.2,43.3,927198.0,4030308608.24,1.0,5.47,sz,none,eastmoney,2026-03-26 17:18:39.067627,2026-03-26 17:18:39.067627
000651.SZ,2025-04-08,43.28,44.69,42.91,44.62,755973.0,3327610337.62,1.0,4.11,sz,none,eastmoney,2026-03-26 17:18:39.067635,2026-03-26 17:18:39.067635
000651.SZ,2025-04-09,44.17,45.2,43.83,44.87,551325.0,2462959792.35,1.0,3.07,sz,none,eastmoney,2026-03-26 17:18:39.067643,2026-03-26 17:18:39.067643
000651.SZ,2025-04-10,44.71,44.95,44.25,44.81,436562.0,1949505011.89,1.0,1.56,sz,none,eastmoney,2026-03-26 17:18:39.067652,2026-03-26 17:18:39.067652
000651.SZ,2025-04-11,44.6,45.12,44.13,45.1,304089.0,1361064692.91,1.0,2.21,sz,none,eastmoney,2026-03-26 17:18:39.067660,2026-03-26 17:18:39.067660
000651.SZ,2025-04-14,45.1,45.15,43.6,43.89,669546.0,2954928329.8,1.0,3.44,sz,none,eastmoney,2026-03-26 17:18:39.067668,2026-03-26 17:18:39.067668
000651.SZ,2025-04-15,43.89,44.97,43.56,44.86,517243.0,2304662178.47,1.0,3.21,sz,none,eastmoney,2026-03-26 17:18:39.067676,2026-03-26 17:18:39.067676
000651.SZ,2025-04-16,44.68,45.37,44.48,45.28,340481.0,1530820444.86,1.0,1.98,sz,none,eastmoney,2026-03-26 17:18:39.067684,2026-03-26 17:18:39.067684
000651.SZ,2025-04-17,45.13,45.13,44.62,44.98,202413.0,909520810.33,1.0,1.13,sz,none,eastmoney,2026-03-26 17:18:39.067693,2026-03-26 17:18:39.067693
000651.SZ,2025-04-18,44.87,45.5,44.73,45.3,225438.0,1019872405.31,1.0,1.71,sz,none,eastmoney,2026-03-26 17:18:39.067701,2026-03-26 17:18:39.067701
000651.SZ,2025-04-21,45.25,45.4,44.91,45.19,206954.0,934991605.6,1.0,1.08,sz,none,eastmoney,2026-03-26 17:18:39.067708,2026-03-26 17:18:39.067709
000651.SZ,2025-04-22,45.17,45.99,45.03,45.55,216665.0,986446708.18,1.0,2.12,sz,none,eastmoney,2026-03-26 17:18:39.067717,2026-03-26 17:18:39.067717
000651.SZ,2025-04-23,45.7,45.75,45.15,45.29,221352.0,1006597595.89,1.0,1.32,sz,none,eastmoney,2026-03-26 17:18:39.067725,2026-03-26 17:18:39.067725
000651.SZ,2025-04-24,45.29,45.54,45.0,45.4,204351.0,925443213.38,1.0,1.19,sz,none,eastmoney,2026-03-26 17:18:39.067733,2026-03-26 17:18:39.067734
000651.SZ,2025-04-25,45.31,45.53,45.09,45.22,233137.0,1054750380.16,1.0,0.97,sz,none,eastmoney,2026-03-26 17:18:39.067741,2026-03-26 17:18:39.067741
000651.SZ,2025-04-28,46.81,47.3,46.25,46.55,863704.0,4046000946.33,1.0,2.32,sz,none,eastmoney,2026-03-26 17:18:39.067750,2026-03-26 17:18:39.067750
000651.SZ,2025-04-29,46.73,46.85,45.85,46.27,337779.0,1560746362.08,1.0,2.15,sz,none,eastmoney,2026-03-26 17:18:39.067758,2026-03-26 17:18:39.067758
000651.SZ,2025-04-30,46.35,46.4,45.52,45.56,330523.0,1514036455.28,1.0,1.9,sz,none,eastmoney,2026-03-26 17:18:39.067765,2026-03-26 17:18:39.067765
000651.SZ,2025-05-06,45.89,46.06,45.31,45.47,391608.0,1783798632.05,1.0,1.65,sz,none,eastmoney,2026-03-26 17:18:39.067773,2026-03-26 17:18:39.067774
000651.SZ,2025-05-07,45.98,46.35,45.8,46.1,406180.0,1872997541.48,1.0,1.21,sz,none,eastmoney,2026-03-26 17:18:39.067781,2026-03-26 17:18:39.067781
000651.SZ,2025-05-08,46.19,46.65,46.11,46.52,267160.0,1241304184.67,1.0,1.17,sz,none,eastmoney,2026-03-26 17:18:39.067789,2026-03-26 17:18:39.067789
000651.SZ,2025-05-09,46.68,47.18,46.53,47.0,317424.0,1492819464.22,1.0,1.4,sz,none,eastmoney,2026-03-26 17:18:39.067797,2026-03-26 17:18:39.067797
000651.SZ,2025-05-12,47.18,47.3,46.78,46.9,335059.0,1572471336.23,1.0,1.11,sz,none,eastmoney,2026-03-26 17:18:39.067805,2026-03-26 17:18:39.067805
000651.SZ,2025-05-13,47.0,47.14,46.81,46.98,248680.0,1167331549.08,1.0,0.7,sz,none,eastmoney,2026-03-26 17:18:39.067813,2026-03-26 17:18:39.067813
000651.SZ,2025-05-14,47.0,47.22,46.64,46.9,331514.0,1555756469.85,1.0,1.23,sz,none,eastmoney,2026-03-26 17:18:39.067821,2026-03-26 17:18:39.067821
000651.SZ,2025-05-15,46.07,46.27,45.75,46.2,288515.0,1328591251.69,1.0,1.11,sz,none,eastmoney,2026-03-26 17:18:39.067829,2026-03-26 17:18:39.067829
000651.SZ,2025-05-16,46.21,46.31,45.45,45.58,310925.0,1419612106.33,1.0,1.86,sz,none,eastmoney,2026-03-26 17:18:39.067836,2026-03-26 17:18:39.067837
000651.SZ,2025-05-19,45.7,45.88,45.48,45.71,220715.0,1008131233.62,1.0,0.88,sz,none,eastmoney,2026-03-26 17:18:39.067844,2026-03-26 17:18:39.067844
000651.SZ,2025-05-20,45.75,47.0,45.68,47.0,470337.0,2189829257.24,1.0,2.89,sz,none,eastmoney,2026-03-26 17:18:39.067852,2026-03-26 17:18:39.067852
000651.SZ,2025-05-21,46.9,47.27,46.75,46.87,211477.0,993620021.44,1.0,1.11,sz,none,eastmoney,2026-03-26 17:18:39.067860,2026-03-26 17:18:39.067860
000651.SZ,2025-05-22,46.88,47.31,46.88,47.08,228984.0,1077781757.85,1.0,0.92,sz,none,eastmoney,2026-03-26 17:18:39.067868,2026-03-26 17:18:39.067868
000651.SZ,2025-05-23,47.01,47.43,46.45,46.56,327489.0,1536083929.63,1.0,2.08,sz,none,eastmoney,2026-03-26 17:18:39.067877,2026-03-26 17:18:39.067877
000651.SZ,2025-05-26,46.57,46.7,45.88,46.04,257221.0,1186480283.95,1.0,1.76,sz,none,eastmoney,2026-03-26 17:18:39.067885,2026-03-26 17:18:39.067885
000651.SZ,2025-05-27,46.05,46.5,46.05,46.18,178543.0,826245233.47,1.0,0.98,sz,none,eastmoney,2026-03-26 17:18:39.067893,2026-03-26 17:18:39.067893
000651.SZ,2025-05-28,46.36,46.76,45.93,46.68,231387.0,1075443860.45,1.0,1.8,sz,none,eastmoney,2026-03-26 17:18:39.067901,2026-03-26 17:18:39.067901
000651.SZ,2025-05-29,46.6,46.79,46.0,46.06,352637.0,1628706117.38,1.0,1.69,sz,none,eastmoney,2026-03-26 17:18:39.067909,2026-03-26 17:18:39.067909
000651.SZ,2025-05-30,46.07,46.54,45.86,46.42,318707.0,1474547578.72,1.0,1.48,sz,none,eastmoney,2026-03-26 17:18:39.067917,2026-03-26 17:18:39.067917
000651.SZ,2025-06-03,46.23,46.34,44.8,44.98,733643.0,3314112394.39,1.0,3.32,sz,none,eastmoney,2026-03-26 17:18:39.067926,2026-03-26 17:18:39.067926
000651.SZ,2025-06-04,45.05,45.59,44.99,45.32,305373.0,1382826199.9,1.0,1.33,sz,none,eastmoney,2026-03-26 17:18:39.067933,2026-03-26 17:18:39.067934
000651.SZ,2025-06-05,45.38,45.5,44.83,44.94,356489.0,1603307535.71,1.0,1.48,sz,none,eastmoney,2026-03-26 17:18:39.067941,2026-03-26 17:18:39.067941
000651.SZ,2025-06-06,45.03,45.08,44.85,44.87,222152.0,998633300.75,1.0,0.51,sz,none,eastmoney,2026-03-26 17:18:39.067949,2026-03-26 17:18:39.067949
000651.SZ,2025-06-09,45.0,45.15,44.65,44.82,274460.0,1229052587.23,1.0,1.11,sz,none,eastmoney,2026-03-26 17:18:39.067957,2026-03-26 17:18:39.067957
000651.SZ,2025-06-10,44.82,45.07,44.56,44.65,339236.0,1518074752.59,1.0,1.14,sz,none,eastmoney,2026-03-26 17:18:39.067965,2026-03-26 17:18:39.067965
000651.SZ,2025-06-11,44.62,44.94,44.55,44.77,226642.0,1014722777.29,1.0,0.87,sz,none,eastmoney,2026-03-26 17:18:39.067973,2026-03-26 17:18:39.067973
000651.SZ,2025-06-12,44.89,44.99,44.54,44.86,270084.0,1208650694.23,1.0,1.01,sz,none,eastmoney,2026-03-26 17:18:39.067981,2026-03-26 17:18:39.067981
000651.SZ,2025-06-13,44.71,45.04,44.65,44.92,352205.0,1579504548.92,1.0,0.87,sz,none,eastmoney,2026-03-26 17:18:39.067988,2026-03-26 17:18:39.067988
000651.SZ,2025-06-16,44.92,45.15,44.58,44.6,304698.0,1363049192.42,1.0,1.27,sz,none,eastmoney,2026-03-26 17:18:39.067996,2026-03-26 17:18:39.067996
000651.SZ,2025-06-17,44.61,44.72,44.34,44.45,256593.0,1142203684.37,1.0,0.85,sz,none,eastmoney,2026-03-26 17:18:39.068004,2026-03-26 17:18:39.068005
000651.SZ,2025-06-18,44.49,44.85,44.4,44.48,212106.0,945371391.5,1.0,1.01,sz,none,eastmoney,2026-03-26 17:18:39.068012,2026-03-26 17:18:39.068013
000651.SZ,2025-06-19,44.46,44.54,44.04,44.08,275096.0,1216983698.06,1.0,1.12,sz,none,eastmoney,2026-03-26 17:18:39.068020,2026-03-26 17:18:39.068021
000651.SZ,2025-06-20,44.08,44.66,44.03,44.64,248254.0,1104057155.65,1.0,1.43,sz,none,eastmoney,2026-03-26 17:18:39.068028,2026-03-26 17:18:39.068028
000651.SZ,2025-06-23,44.6,44.72,44.2,44.42,290724.0,1290335717.35,1.0,1.16,sz,none,eastmoney,2026-03-26 17:18:39.068036,2026-03-26 17:18:39.068036
000651.SZ,2025-06-24,44.49,45.0,44.49,44.9,298954.0,1341941176.66,1.0,1.15,sz,none,eastmoney,2026-03-26 17:18:39.068043,2026-03-26 17:18:39.068044
000651.SZ,2025-06-25,44.93,45.49,44.77,45.37,303185.0,1369156251.82,1.0,1.6,sz,none,eastmoney,2026-03-26 17:18:39.068051,2026-03-26 17:18:39.068051
000651.SZ,2025-06-26,45.52,45.79,45.37,45.5,252527.0,1151071481.6,1.0,0.93,sz,none,eastmoney,2026-03-26 17:18:39.068059,2026-03-26 17:18:39.068059
000651.SZ,2025-06-27,45.57,45.92,45.13,45.22,323097.0,1471819551.87,1.0,1.74,sz,none,eastmoney,2026-03-26 17:18:39.068067,2026-03-26 17:18:39.068067
000651.SZ,2025-06-30,45.23,45.54,44.87,44.92,321622.0,1448606965.11,1.0,1.48,sz,none,eastmoney,2026-03-26 17:18:39.068074,2026-03-26 17:18:39.068074
000651.SZ,2025-07-01,45.05,45.48,44.85,45.45,242454.0,1096683969.49,1.0,1.4,sz,none,eastmoney,2026-03-26 17:18:39.068083,2026-03-26 17:18:39.068083
000651.SZ,2025-07-02,45.55,46.72,45.49,46.41,542096.0,2510495844.25,1.0,2.71,sz,none,eastmoney,2026-03-26 17:18:39.068091,2026-03-26 17:18:39.068091
000651.SZ,2025-07-03,46.6,46.67,46.25,46.53,217130.0,1009129138.36,1.0,0.9,sz,none,eastmoney,2026-03-26 17:18:39.068099,2026-03-26 17:18:39.068099
000651.SZ,2025-07-04,46.53,46.84,46.3,46.74,196170.0,915277878.05,1.0,1.16,sz,none,eastmoney,2026-03-26 17:18:39.068107,2026-03-26 17:18:39.068107
000651.SZ,2025-07-07,46.9,46.94,46.38,46.49,189802.0,883494027.23,1.0,1.2,sz,none,eastmoney,2026-03-26 17:18:39.068115,2026-03-26 17:18:39.068115
000651.SZ,2025-07-08,46.49,46.92,46.38,46.6,256018.0,1195231042.7,1.0,1.16,sz,none,eastmoney,2026-03-26 17:18:39.068122,2026-03-26 17:18:39.068123
000651.SZ,2025-07-09,46.62,46.68,46.11,46.2,274919.0,1275124560.98,1.0,1.22,sz,none,eastmoney,2026-03-26 17:18:39.068130,2026-03-26 17:18:39.068130
000651.SZ,2025-07-10,46.2,46.52,45.95,46.34,209383.0,968829195.98,1.0,1.23,sz,none,eastmoney,2026-03-26 17:18:39.068138,2026-03-26 17:18:39.068138
000651.SZ,2025-07-11,46.5,47.15,46.45,46.95,318348.0,1494825588.96,1.0,1.51,sz,none,eastmoney,2026-03-26 17:18:39.068146,2026-03-26 17:18:39.068146
000651.SZ,2025-07-14,47.14,47.68,47.02,47.25,305755.0,1449274849.16,1.0,1.41,sz,none,eastmoney,2026-03-26 17:18:39.068154,2026-03-26 17:18:39.068154
000651.SZ,2025-07-15,47.37,48.09,47.15,47.95,397741.0,1899605093.28,1.0,1.99,sz,none,eastmoney,2026-03-26 17:18:39.068162,2026-03-26 17:18:39.068162
000651.SZ,2025-07-16,48.09,48.09,47.34,47.48,279249.0,1328279571.9,1.0,1.56,sz,none,eastmoney,2026-03-26 17:18:39.068170,2026-03-26 17:18:39.068170
000651.SZ,2025-07-17,47.48,48.05,47.4,47.56,225690.0,1076853663.54,1.0,1.37,sz,none,eastmoney,2026-03-26 17:18:39.068178,2026-03-26 17:18:39.068178
000651.SZ,2025-07-18,47.8,47.9,47.54,47.88,210739.0,1005963291.19,1.0,0.76,sz,none,eastmoney,2026-03-26 17:18:39.068186,2026-03-26 17:18:39.068186
000651.SZ,2025-07-21,47.89,48.08,47.39,47.55,269500.0,1283868233.61,1.0,1.44,sz,none,eastmoney,2026-03-26 17:18:39.068194,2026-03-26 17:18:39.068194
000651.SZ,2025-07-22,47.53,47.92,47.44,47.89,299742.0,1429157495.64,1.0,1.01,sz,none,eastmoney,2026-03-26 17:18:39.068202,2026-03-26 17:18:39.068202
