date,middlePB,quantileInRecent10YearsMiddlePB,close,pe
2013-03-08,,,2918.76,14.28
2013-03-11,,,2909.62,14.24
2013-03-12,,,2854.86,14.04
2013-03-13,,,2826.4,13.9
2013-03-14,,,2835.13,13.94
2013-03-15,,,2840.83,14.0
2013-03-18,,,2802.65,13.79
2013-03-19,,,2819.67,13.87
2013-03-20,,,2904.72,14.25
2013-03-21,,,2921.36,14.31
2013-03-22,,,2927.39,14.34
2013-03-25,,,2923.44,14.32
2013-03-26,,,2890.98,14.17
2013-03-27,,,2899.8,14.2
2013-03-28,,,2810.36,13.8
2013-03-29,,,2807.68,13.8
2013-04-01,,,2814.73,13.84
2013-04-02,,,2793.55,13.74
2013-04-03,,,2780.52,13.7
2013-04-08,,,2778.87,13.67
2013-04-09,,,2800.91,13.76
2013-04-10,,,2794.06,13.74
2013-04-11,,,2785.08,13.7
2013-04-12,,,2765.45,13.61
2013-04-15,,,2733.45,13.46
2013-04-16,,,2759.7,13.55
2013-04-17,,,2770.14,13.59
2013-04-18,,,2777.63,13.63
2013-04-19,,,2845.67,13.91
2013-04-22,,,2851.75,13.92
2013-04-23,,,2766.06,13.55
2013-04-24,,,2820.86,13.79
2013-04-25,,,2783.02,13.64
2013-04-26,,,2747.91,13.47
2013-05-02,,,2756.81,13.02
2013-05-03,,,2807.88,13.21
2013-05-06,,,2850.85,13.3
2013-05-07,,,2856.48,13.32
2013-05-08,,,2876.9,13.41
2013-05-09,,,2869.45,13.36
2013-05-10,,,2885.84,13.42
2013-05-13,,,2885.67,13.4
2013-05-14,,,2847.5,13.22
2013-05-15,,,2873.6,13.31
2013-05-16,,,2913.58,13.46
2013-05-17,,,2956.85,13.66
2013-05-20,,,2987.07,13.77
2013-05-21,,,3007.96,13.85
2013-05-22,,,2996.78,13.75
2013-05-23,,,2965.26,13.62
2013-05-24,,,2994.76,13.73
2013-05-27,,,3009.88,13.78
2013-05-28,,,3035.99,13.88
2013-05-29,,,3044.28,13.91
2013-05-30,,,3042.46,13.88
2013-05-31,,,3017.23,13.76
2013-06-03,,,3004.29,13.71
2013-06-04,,,2953.44,13.51
2013-06-05,,,2956.44,13.53
2013-06-06,,,2913.96,13.34
2013-06-07,,,2865.33,13.12
2013-06-13,,,2777.61,12.74
2013-06-14,,,2813.83,12.88
2013-06-17,,,2810.44,12.85
2013-06-18,,,2823.22,12.86
2013-06-19,,,2805.03,12.65
2013-06-20,,,2713.98,12.21
2013-06-21,,,2704.65,12.15
2013-06-24,,,2537.95,11.47
2013-06-25,,,2530.91,11.45
2013-06-26,,,2558.25,11.51
2013-06-27,,,2534.05,11.45
2013-06-28,,,2557.2,11.57
2013-07-01,,,2590.97,12.26
2013-07-02,,,2617.4,12.38
2013-07-03,,,2607.74,12.19
2013-07-04,,,2626.45,12.25
2013-07-05,,,2620.47,12.22
2013-07-08,,,2535.79,11.88
2013-07-09,,,2543.03,11.92
2013-07-10,,,2615.2,12.19
2013-07-11,,,2710.37,12.57
2013-07-12,,,2671.82,12.41
2013-07-15,,,2719.19,12.58
2013-07-16,,,2739.98,12.65
2013-07-17,,,2700.01,12.5
2013-07-18,,,2675.37,12.39
2013-07-19,,,2613.58,12.18
2013-07-22,,,2645.86,12.3
2013-07-23,,,2716.08,12.58
2013-07-24,,,2715.14,12.53
2013-07-25,,,2681.4,12.39
2013-07-26,,,2672.79,12.34
2013-07-29,,,2619.84,12.12
2013-07-30,,,2623.5,12.16
2013-07-31,,,2632.49,12.19
2013-08-01,,,2701.69,12.7
2013-08-02,,,2707.5,12.72
2013-08-05,,,2747.29,12.87
2013-08-06,,,2770.21,12.96
2013-08-07,,,2747.08,12.84
2013-08-08,,,2749.01,12.85
2013-08-09,,,2757.32,12.88
2013-08-12,,,2815.57,13.14
2013-08-13,,,2828.36,13.18
2013-08-14,,,2819.04,13.14
2013-08-15,,,2786.79,13.01
2013-08-16,,,2747.39,12.87
2013-08-19,,,2789.96,13.02
2013-08-20,,,2778.13,12.96
2013-08-21,,,2784.15,12.99
2013-08-22,,,2785.15,12.98
2013-08-23,,,2773.28,12.93
2013-08-26,,,2831.0,13.18
2013-08-27,,,2845.87,13.23
2013-08-28,,,2825.69,13.15
2013-08-29,,,2819.86,13.13
2013-08-30,,,2799.24,13.05
2013-09-02,,,2812.89,12.66
2013-09-03,,,2855.01,12.83
2013-09-04,,,2855.86,12.84
2013-09-05,,,2855.1,12.8
2013-09-06,,,2876.2,12.89
2013-09-09,,,2939.44,13.23
2013-09-10,,,2971.76,13.34
2013-09-11,,,2961.37,13.29
2013-09-12,,,2979.32,13.36
2013-09-13,,,2972.44,13.32
2013-09-16,,,2972.23,13.32
2013-09-17,,,2917.22,13.07
2013-09-18,,,2933.5,13.13
2013-09-23,,,2987.09,13.41
2013-09-24,,,2972.43,13.35
2013-09-25,,,2956.96,13.29
2013-09-26,,,2902.39,13.06
2013-09-27,,,2913.18,13.09
2013-09-30,,,2942.85,13.2
2013-10-08,,,2987.54,13.37
2013-10-09,,,3013.55,13.46
