日期,收盘价,涨跌幅,主力净流入-净额,主力净流入-净占比,超大单净流入-净额,超大单净流入-净占比,大单净流入-净额,大单净流入-净占比,中单净流入-净额,中单净流入-净占比,小单净流入-净额,小单净流入-净占比
2025-09-19,7.14,-1.24,-5352727.0,-7.49,-4415724.0,-6.18,-937003.0,-1.31,5097513.0,7.14,255214.0,0.36
2025-09-22,7.05,-1.26,143507.0,0.27,1030054.0,1.9,-886547.0,-1.64,-846323.0,-1.56,702817.0,1.3
2025-09-23,6.92,-1.84,-7094064.0,-12.7,-4932339.0,-8.83,-2161725.0,-3.87,-1262574.0,-2.26,8356638.0,14.96
2025-09-24,6.97,0.72,-1025957.0,-2.35,0.0,0.0,-1025957.0,-2.35,627445.0,1.44,398512.0,0.91
2025-09-25,6.91,-0.86,2883724.0,9.37,0.0,0.0,2883724.0,9.37,2613641.0,8.49,-5497365.0,-17.86
2025-09-26,6.94,0.43,-2678486.0,-8.18,0.0,0.0,-2678486.0,-8.18,2399096.0,7.33,279390.0,0.85
2025-09-29,7.2,3.75,570389.0,0.76,1209492.0,1.6,-639103.0,-0.85,10648743.0,14.12,-11219132.0,-14.88
2025-09-30,7.29,1.25,2255229.0,3.3,100841.0,0.15,2154388.0,3.15,1708520.0,2.5,-3963749.0,-5.8
2025-10-09,7.38,1.23,-3819998.0,-4.8,-2319542.0,-2.91,-1500456.0,-1.88,11710447.0,14.71,-7890450.0,-9.91
2025-10-10,7.33,-0.68,-10477403.0,-17.23,-2863656.0,-4.71,-7613747.0,-12.52,2662477.0,4.38,7814926.0,12.85
2025-10-13,7.24,-1.23,-7922974.0,-12.05,0.0,0.0,-7922974.0,-12.05,552653.0,0.84,7370320.0,11.21
2025-10-14,7.28,0.55,-5893803.0,-10.51,-5211691.0,-9.29,-682112.0,-1.22,1409905.0,2.51,4483899.0,7.99
2025-10-15,7.24,-0.55,-2263106.0,-7.13,0.0,0.0,-2263106.0,-7.13,1683683.0,5.3,579423.0,1.83
2025-10-16,7.19,-0.69,739638.0,2.15,4436727.0,12.9,-3697089.0,-10.75,608080.0,1.77,-1347718.0,-3.92
2025-10-17,7.04,-2.09,42248.0,0.12,1363407.0,3.78,-1321159.0,-3.66,-3365501.0,-9.34,3323253.0,9.22
2025-10-20,7.19,2.13,-3814649.0,-10.49,0.0,0.0,-3814649.0,-10.49,-501038.0,-1.38,4315687.0,11.87
2025-10-21,7.38,2.64,-4537307.0,-11.4,-1474000.0,-3.7,-3063307.0,-7.7,965501.0,2.43,3571806.0,8.98
2025-10-22,7.37,-0.14,-1800333.0,-5.85,0.0,0.0,-1800333.0,-5.85,-2037887.0,-6.62,3838220.0,12.47
2025-10-23,7.39,0.27,-3649467.0,-8.21,0.0,0.0,-3649467.0,-8.21,-144484.0,-0.32,3793951.0,8.53
2025-10-24,7.38,-0.14,-2010163.0,-5.16,0.0,0.0,-2010163.0,-5.16,-2433286.0,-6.25,4443450.0,11.41
2025-10-27,7.31,-0.95,42437.0,0.11,-650324.0,-1.68,692761.0,1.79,3738104.0,9.66,-3780541.0,-9.77
2025-10-28,7.4,1.23,-1877232.0,-5.13,-3664056.0,-10.01,1786824.0,4.88,1171830.0,3.2,705402.0,1.93
2025-10-29,7.99,7.97,3305211.0,1.98,1910590.0,1.15,1394621.0,0.84,-27828.0,-0.02,-3277384.0,-1.97
