日期,收盘价,涨跌幅,主力净流入-净额,主力净流入-净占比,超大单净流入-净额,超大单净流入-净占比,大单净流入-净额,大单净流入-净占比,中单净流入-净额,中单净流入-净占比,小单净流入-净额,小单净流入-净占比
2025-09-19,5.59,0.36,-13528797.0,-3.56,-19100374.0,-5.02,5571577.0,1.46,14538409.0,3.82,-1009612.0,-0.27
2025-09-22,5.52,-1.25,-57488137.0,-18.63,-27096331.0,-8.78,-30391806.0,-9.85,21095719.0,6.83,36392419.0,11.79
2025-09-23,5.36,-2.9,-45975033.0,-13.14,-16131066.0,-4.61,-29843967.0,-8.53,-22888598.0,-6.54,68863630.0,19.68
2025-09-24,5.46,1.87,-9557718.0,-3.87,3900738.0,1.58,-13458456.0,-5.45,-8642145.0,-3.5,18199864.0,7.36
2025-09-25,5.33,-2.38,-1396681.0,-0.72,3256228.0,1.67,-4652909.0,-2.39,-8332497.0,-4.28,9729179.0,4.99
2025-09-26,5.21,-2.25,-19092740.0,-8.36,-10093595.0,-4.42,-8999145.0,-3.94,-3624434.0,-1.59,22717176.0,9.95
2025-09-29,5.21,0.0,-5163352.0,-2.82,-4192114.0,-2.29,-971238.0,-0.53,6589606.0,3.59,-1426252.0,-0.78
2025-09-30,5.27,1.15,23681537.0,12.3,5788596.0,3.01,17892941.0,9.29,-3395961.0,-1.76,-20285576.0,-10.53
2025-10-09,5.42,2.85,2454527.0,0.79,-2129102.0,-0.68,4583629.0,1.47,3682821.0,1.18,-6137348.0,-1.97
2025-10-10,5.28,-2.58,-68192.0,-0.03,13431224.0,6.22,-13499416.0,-6.25,-1132610.0,-0.52,1200802.0,0.56
2025-10-13,5.2,-1.52,-9337296.0,-5.22,-6415605.0,-3.59,-2921691.0,-1.63,-6395006.0,-3.58,15732300.0,8.8
2025-10-14,5.11,-1.73,-20059712.0,-12.12,-14527337.0,-8.78,-5532375.0,-3.34,7868604.0,4.75,12191109.0,7.37
2025-10-15,5.14,0.59,-4780623.0,-4.18,462542.0,0.4,-5243165.0,-4.59,2411784.0,2.11,2368840.0,2.07
2025-10-16,5.08,-1.17,-15615302.0,-13.15,-7861862.0,-6.62,-7753440.0,-6.53,6807302.0,5.73,8808002.0,7.42
2025-10-17,4.97,-2.17,-16638109.0,-10.99,-5685737.0,-3.76,-10952372.0,-7.24,-1769985.0,-1.17,18408096.0,12.16
