日期,收盘价,涨跌幅,主力净流入-净额,主力净流入-净占比,超大单净流入-净额,超大单净流入-净占比,大单净流入-净额,大单净流入-净占比,中单净流入-净额,中单净流入-净占比,小单净流入-净额,小单净流入-净占比
2025-09-19,18.45,10.02,39529277.0,9.11,46678148.0,10.75,-7148871.0,-1.65,-20010357.0,-4.61,-19518921.0,-4.5
2025-09-22,19.15,3.79,-17218918.0,-3.83,-3023212.0,-0.67,-14195706.0,-3.16,256305.0,0.06,16962611.0,3.77
2025-09-23,21.07,10.03,23593134.0,3.81,52275803.0,8.45,-28682669.0,-4.64,-28863270.0,-4.66,5270136.0,0.85
2025-09-24,20.18,-4.22,-92145327.0,-12.38,-28953266.0,-3.89,-63192061.0,-8.49,11184442.0,1.5,80960885.0,10.87
2025-09-25,20.55,1.83,-52639215.0,-8.8,-24504675.0,-4.09,-28134540.0,-4.7,10867650.0,1.82,41771565.0,6.98
2025-09-26,19.06,-7.25,-35969854.0,-5.9,-1718270.0,-0.28,-34251584.0,-5.61,9675597.0,1.59,26294257.0,4.31
2025-09-29,18.74,-1.68,-40423955.0,-11.54,-18079953.0,-5.16,-22344002.0,-6.38,-15835445.0,-4.52,56259400.0,16.07
2025-09-30,19.68,5.02,-788462.0,-0.22,754996.0,0.21,-1543458.0,-0.43,-1065783.0,-0.3,1854244.0,0.52
2025-10-09,19.84,0.81,-10544061.0,-2.31,-1832044.0,-0.4,-8712017.0,-1.9,21622255.0,4.73,-11078194.0,-2.42
2025-10-10,20.3,2.32,19289191.0,4.54,7870193.0,1.85,11418998.0,2.69,11880008.0,2.8,-31169200.0,-7.33
2025-10-13,20.61,1.53,10361137.0,2.41,-4067794.0,-0.95,14428931.0,3.36,-387766.0,-0.09,-9973370.0,-2.32
2025-10-14,20.37,-1.16,8177240.0,2.04,8327676.0,2.08,-150436.0,-0.04,-5504081.0,-1.38,-2673159.0,-0.67
2025-10-15,20.3,-0.34,-51611164.0,-15.43,-7520612.0,-2.25,-44090552.0,-13.18,-11273911.0,-3.37,62885075.0,18.8
2025-10-16,22.33,10.0,72765864.0,19.12,76115993.0,20.0,-3350129.0,-0.88,-31995988.0,-8.41,-40769876.0,-10.71
2025-10-17,23.53,5.37,-43580359.0,-5.32,-14095570.0,-1.72,-29484789.0,-3.6,1166976.0,0.14,42413385.0,5.18
2025-10-20,22.02,-6.42,-11792673.0,-2.13,1074369.0,0.19,-12867042.0,-2.32,36066250.0,6.51,-24273577.0,-4.38
2025-10-21,22.41,1.77,1154513.0,0.3,-2425974.0,-0.62,3580487.0,0.92,-5812442.0,-1.49,4657929.0,1.2
2025-10-22,23.3,3.97,19608847.0,4.12,5226920.0,1.1,14381927.0,3.03,-4620992.0,-0.97,-14987854.0,-3.15
2025-10-23,22.46,-3.61,-88429291.0,-11.13,-27384142.0,-3.45,-61045149.0,-7.69,22359072.0,2.82,66070220.0,8.32
2025-10-24,21.65,-3.61,-26658874.0,-4.79,-16097273.0,-2.89,-10561601.0,-1.9,7912488.0,1.42,18746387.0,3.37
2025-10-27,21.84,0.88,-23411630.0,-5.87,-11413617.0,-2.86,-11998013.0,-3.01,-4495100.0,-1.13,27906731.0,7.0
2025-10-28,22.02,0.82,42821329.0,9.37,2176647.0,0.48,40644682.0,8.9,-7868728.0,-1.72,-34952601.0,-7.65
2025-10-29,22.34,1.45,2439728.0,0.8,5480157.0,1.81,-3040429.0,-1.0,-8096103.0,-2.67,5656374.0,1.87
2025-10-30,20.83,-6.76,-52507704.0,-12.8,-15637299.0,-3.81,-36870405.0,-8.99,7876431.0,1.92,44631273.0,10.88
2025-10-31,18.75,-9.99,-138161462.0,-23.74,-101402703.0,-17.42,-36758759.0,-6.32,32880554.0,5.65,105280908.0,18.09
2025-11-03,18.86,0.59,-35562924.0,-6.02,-13448451.0,-2.28,-22114473.0,-3.75,6665725.0,1.13,28897198.0,4.9
2025-11-04,17.6,-6.68,-93482043.0,-17.02,-37142523.0,-6.76,-56339520.0,-10.26,-1436091.0,-0.26,94918133.0,17.28
2025-11-05,18.16,3.18,-30600927.0,-6.09,-8787590.0,-1.75,-21813337.0,-4.34,1420636.0,0.28,29180291.0,5.8
2025-11-06,18.14,-0.11,17429093.0,3.23,4567082.0,0.85,12862011.0,2.39,6084921.0,1.13,-23514012.0,-4.36
2025-11-07,17.33,-4.47,-43382850.0,-12.35,-4779570.0,-1.36,-38603280.0,-10.99,-6368381.0,-1.81,49751232.0,14.16
2025-11-10,16.49,-4.85,-75548496.0,-17.1,-21666688.0,-4.9,-53881808.0,-12.2,-1305944.0,-0.3,76854440.0,17.4
2025-11-11,17.26,4.67,8115705.0,1.74,8944744.0,1.92,-829039.0,-0.18,-12587700.0,-2.7,4471995.0,0.96
2025-11-12,17.11,-0.87,-4565725.0,-1.27,7171909.0,1.99,-11737634.0,-3.26,14688160.0,4.08,-10122436.0,-2.81
2025-11-13,16.64,-2.75,-49846208.0,-17.25,-12088426.0,-4.18,-37757782.0,-13.07,10536125.0,3.65,39310083.0,13.6
2025-11-14,16.36,-1.68,-26631331.0,-10.99,222557.0,0.09,-26853888.0,-11.08,-4393148.0,-1.81,31024480.0,12.8
2025-11-17,16.39,0.18,-9840091.0,-5.22,1240221.0,0.66,-11080312.0,-5.88,-2016308.0,-1.07,11856398.0,6.29
2025-11-18,15.92,-2.87,-38917386.0,-18.7,-7805370.0,-3.75,-31112016.0,-14.95,4250751.0,2.04,34666636.0,16.66
2025-11-19,16.28,2.26,-2091248.0,-0.58,8875316.0,2.45,-10966564.0,-3.03,19505665.0,5.38,-17414418.0,-4.81
2025-11-20,16.09,-1.17,-2423161.0,-0.82,-8835579.0,-2.98,6412418.0,2.17,5841093.0,1.97,-3417932.0,-1.15
2025-11-21,15.36,-4.54,-15707253.0,-6.65,3040428.0,1.29,-18747681.0,-7.94,-15793849.0,-6.69,31501104.0,13.33
2025-11-24,15.57,1.37,-15764344.0,-8.12,-13359088.0,-6.88,-2405256.0,-1.24,-7786802.0,-4.01,23551146.0,12.14
2025-11-25,15.53,-0.26,-22956149.0,-11.03,-1115333.0,-0.54,-21840816.0,-10.49,-2243041.0,-1.08,25199189.0,12.11
2025-11-26,16.0,3.03,1654552.0,0.44,-8382406.0,-2.23,10036958.0,2.67,19126309.0,5.09,-20780860.0,-5.53
2025-11-27,15.81,-1.19,-1976752.0,-0.62,-2431825.0,-0.76,455073.0,0.14,7815287.0,2.43,-5838535.0,-1.82
2025-11-28,16.08,1.71,-2914631.0,-1.71,2383481.0,1.4,-5298112.0,-3.11,-13482725.0,-7.91,16397356.0,9.63
2025-12-01,15.74,-2.11,-30855229.0,-14.46,-2933197.0,-1.37,-27922032.0,-13.09,12772988.0,5.99,18082242.0,8.47
2025-12-02,15.2,-3.43,-38798847.0,-17.11,-9680895.0,-4.27,-29117952.0,-12.84,-10661367.0,-4.7,49460215.0,21.82
2025-12-03,14.81,-2.57,-28596198.0,-16.78,-5601658.0,-3.29,-22994540.0,-13.49,-7426908.0,-4.36,36023106.0,21.13
2025-12-04,14.53,-1.89,-15211844.0,-11.96,964267.0,0.76,-16176111.0,-12.72,-11038397.0,-8.68,26250241.0,20.64
2025-12-05,14.68,1.03,-6211265.0,-5.93,-163786.0,-0.16,-6047479.0,-5.78,1694427.0,1.62,4516838.0,4.31
2025-12-08,14.56,-0.82,-13051071.0,-11.58,-4362601.0,-3.87,-8688470.0,-7.71,1894752.0,1.68,11156318.0,9.9
2025-12-09,14.44,-0.82,-5443188.0,-4.66,-1478647.0,-1.26,-3964541.0,-3.39,2929378.0,2.51,2513811.0,2.15
2025-12-10,15.38,6.51,-3256174.0,-0.85,-2796026.0,-0.73,-460148.0,-0.12,19552229.0,5.09,-16296055.0,-4.24
2025-12-11,14.58,-5.2,-8237318.0,-2.28,-2269978.0,-0.63,-5967340.0,-1.65,25114082.0,6.96,-16876763.0,-4.67
2025-12-12,13.92,-4.53,-20048605.0,-7.38,-13182679.0,-4.86,-6865926.0,-2.53,-7955819.0,-2.93,28004424.0,10.32
