日期,收盘价,涨跌幅,主力净流入-净额,主力净流入-净占比,超大单净流入-净额,超大单净流入-净占比,大单净流入-净额,大单净流入-净占比,中单净流入-净额,中单净流入-净占比,小单净流入-净额,小单净流入-净占比
2025-09-19,4.72,0.85,-2015567.0,-3.28,-1713306.0,-2.79,-302261.0,-0.49,2242706.0,3.65,-227139.0,-0.37
2025-09-22,4.67,-1.06,-1857272.0,-4.21,-1757286.0,-3.98,-99986.0,-0.23,3775938.0,8.56,-1918667.0,-4.35
2025-09-23,4.65,-0.43,-5938190.0,-8.54,-2821932.0,-4.06,-3116258.0,-4.48,448996.0,0.65,5489194.0,7.89
2025-09-24,4.71,1.29,3917096.0,5.86,4214431.0,6.3,-297335.0,-0.44,-1186410.0,-1.77,-2730687.0,-4.08
2025-09-25,4.69,-0.42,-187347.0,-0.29,614227.0,0.94,-801574.0,-1.23,2529594.0,3.89,-2342247.0,-3.6
2025-09-26,4.66,-0.64,-349608.0,-0.93,2266990.0,6.04,-2616598.0,-6.97,-539389.0,-1.44,888997.0,2.37
2025-09-29,4.67,0.21,-5237387.0,-8.92,-2361473.0,-4.02,-2875914.0,-4.9,3582280.0,6.1,1655107.0,2.82
2025-09-30,4.63,-0.86,-4568461.0,-9.44,-7146040.0,-14.77,2577579.0,5.33,4914772.0,10.15,-346312.0,-0.72
2025-10-09,4.66,0.65,-6159190.0,-11.47,-3518208.0,-6.55,-2640982.0,-4.92,1926973.0,3.59,4232217.0,7.88
2025-10-10,4.71,1.07,-4285620.0,-5.88,1208353.0,1.66,-5493973.0,-7.54,-3519249.0,-4.83,7804869.0,10.71
2025-10-13,4.66,-1.06,-4141066.0,-5.78,-1369070.0,-1.91,-2771996.0,-3.87,1342402.0,1.88,2798665.0,3.91
2025-10-14,4.72,1.29,-480196.0,-0.51,-2521010.0,-2.68,2040814.0,2.17,-3256973.0,-3.46,3737167.0,3.98
2025-10-15,4.73,0.21,-807716.0,-1.1,960057.0,1.3,-1767773.0,-2.4,-1854817.0,-2.52,2662534.0,3.62
2025-10-16,4.67,-1.27,-1038807.0,-1.75,-473180.0,-0.8,-565627.0,-0.95,4524400.0,7.64,-3485592.0,-5.88
2025-10-17,4.63,-0.86,-1927900.0,-3.24,1667262.0,2.8,-3595162.0,-6.05,2216346.0,3.73,-288448.0,-0.49
2025-10-20,4.64,0.22,47221.0,0.11,-1021944.0,-2.3,1069165.0,2.4,2508009.0,5.64,-2555230.0,-5.74
2025-10-21,4.66,0.43,-3425162.0,-6.43,-1167500.0,-2.19,-2257662.0,-4.24,-3598664.0,-6.76,7023826.0,13.19
2025-10-22,4.66,0.0,-6581103.0,-17.01,-930198.0,-2.4,-5650905.0,-14.61,3233241.0,8.36,3347862.0,8.66
2025-10-23,4.7,0.86,1177936.0,1.73,2202243.0,3.23,-1024307.0,-1.5,-3014367.0,-4.43,1836431.0,2.7
2025-10-24,4.64,-1.28,-20345816.0,-24.03,-25087611.0,-29.63,4741795.0,5.6,17049333.0,20.14,3296483.0,3.89
2025-10-27,4.64,0.0,2709324.0,4.7,-4054160.0,-7.04,6763484.0,11.74,-1363692.0,-2.37,-1345633.0,-2.34
2025-10-28,4.7,1.29,6193589.0,6.81,3019546.0,3.32,3174043.0,3.49,-8092581.0,-8.9,1898992.0,2.09
2025-10-29,4.81,2.34,-5602419.0,-2.74,-5396438.0,-2.64,-205981.0,-0.1,-10739553.0,-5.25,16341971.0,7.98
2025-10-30,4.76,-1.04,-2630922.0,-2.9,3047619.0,3.36,-5678541.0,-6.26,-4865315.0,-5.36,7496237.0,8.26
2025-10-31,4.76,0.0,3806080.0,4.72,4109674.0,5.1,-303594.0,-0.38,2320311.0,2.88,-6126391.0,-7.6
2025-11-03,4.77,0.21,-7491111.0,-11.4,-8548512.0,-13.01,1057401.0,1.61,1572853.0,2.39,5918258.0,9.01
2025-11-04,4.77,0.0,-3233900.0,-5.48,-626622.0,-1.06,-2607278.0,-4.42,-4425609.0,-7.51,7659511.0,12.99
2025-11-05,4.81,0.84,-767344.0,-0.84,1701430.0,1.85,-2468774.0,-2.69,-8479101.0,-9.24,9246446.0,10.08
2025-11-06,4.84,0.62,-6198939.0,-5.68,-9733571.0,-8.92,3534632.0,3.24,-4615908.0,-4.23,10814847.0,9.91
2025-11-07,4.93,1.86,-5104453.0,-2.49,-744123.0,-0.36,-4360330.0,-2.13,-4707772.0,-2.3,9812225.0,4.79
2025-11-10,4.93,0.0,-27903632.0,-23.68,-8810953.0,-7.48,-19092679.0,-16.21,-2247947.0,-1.91,30151578.0,25.59
2025-11-11,4.98,1.01,-14875479.0,-10.89,-2469044.0,-1.81,-12406435.0,-9.08,9830798.0,7.2,5044679.0,3.69
2025-11-12,4.94,-0.8,-18755296.0,-16.51,-9434438.0,-8.3,-9320858.0,-8.2,10773907.0,9.48,7981389.0,7.02
2025-11-13,4.96,0.4,-11916904.0,-13.38,-1287000.0,-1.45,-10629904.0,-11.94,-4498383.0,-5.05,16415288.0,18.43
2025-11-14,4.93,-0.6,-9406341.0,-10.59,-16411.0,-0.02,-9389930.0,-10.57,-1080895.0,-1.22,10487236.0,11.81
2025-11-17,4.94,0.2,-13389840.0,-14.93,-4333645.0,-4.83,-9056195.0,-10.1,-2230462.0,-2.49,15620303.0,17.42
2025-11-18,4.87,-1.42,-10018793.0,-10.78,-4975249.0,-5.35,-5043544.0,-5.43,-4434400.0,-4.77,14453192.0,15.55
2025-11-19,4.81,-1.23,-5880792.0,-8.03,-1484460.0,-2.03,-4396332.0,-6.0,4147979.0,5.66,1732814.0,2.36
2025-11-20,4.8,-0.21,-4197161.0,-6.41,393738.0,0.6,-4590899.0,-7.01,-1850878.0,-2.83,6048040.0,9.24
2025-11-21,4.66,-2.92,-1657966.0,-1.67,332712.0,0.34,-1990678.0,-2.01,6796250.0,6.85,-5138285.0,-5.18
2025-11-24,4.61,-1.07,13569383.0,11.47,-801913.0,-0.68,14371296.0,12.15,11269709.0,9.53,-24839093.0,-21.0
2025-11-25,4.63,0.43,13575639.0,16.36,3951379.0,4.76,9624260.0,11.6,10055173.0,12.12,-23630813.0,-28.48
2025-11-26,4.66,0.65,11593524.0,13.09,891839.0,1.01,10701685.0,12.09,-8699538.0,-9.82,-2893987.0,-3.27
2025-11-27,4.63,-0.64,6386435.0,14.37,0.0,0.0,6386435.0,14.37,3318514.0,7.46,-9704950.0,-21.83
2025-11-28,4.68,1.08,2293610.0,4.43,3444783.0,6.65,-1151173.0,-2.22,-2814906.0,-5.43,521297.0,1.01
2025-12-01,4.73,1.07,-11544965.0,-12.22,-5100502.0,-5.4,-6444463.0,-6.82,-184038.0,-0.19,11729002.0,12.42
2025-12-02,4.77,0.85,917913.0,1.35,0.0,0.0,917913.0,1.35,-1468065.0,-2.16,550151.0,0.81
2025-12-03,4.78,0.21,2410958.0,3.53,-737735.0,-1.08,3148693.0,4.61,-4353186.0,-6.38,1942227.0,2.84
2025-12-04,4.71,-1.46,-1690816.0,-3.04,1626647.0,2.92,-3317463.0,-5.96,2921204.0,5.24,-1230387.0,-2.21
2025-12-05,4.73,0.42,-3772782.0,-6.24,-1273700.0,-2.11,-2499082.0,-4.13,2997610.0,4.95,775173.0,1.28
2025-12-08,4.72,-0.21,2073388.0,3.59,481796.0,0.83,1591592.0,2.76,166750.0,0.29,-2240138.0,-3.88
2025-12-09,4.67,-1.06,2462391.0,4.15,1178708.0,1.99,1283683.0,2.16,-428557.0,-0.72,-2033834.0,-3.43
2025-12-10,4.65,-0.43,7733894.0,9.92,233815.0,0.3,7500079.0,9.62,-178071.0,-0.23,-7555822.0,-9.69
2025-12-11,4.58,-1.51,26365918.0,19.87,4773697.0,3.6,21592221.0,16.27,-9465378.0,-7.13,-16900541.0,-12.74
2025-12-12,4.57,-0.22,-4827050.0,-2.01,3408203.0,1.42,-8235253.0,-3.43,-27570687.0,-11.48,32397737.0,13.49
2025-12-15,4.45,-2.63,-577866.0,-0.4,3189821.0,2.19,-3767687.0,-2.59,11362914.0,7.8,-10785049.0,-7.41
2025-12-16,4.43,-0.45,3211310.0,3.9,4613289.0,5.6,-1401979.0,-1.7,1370332.0,1.66,-4581643.0,-5.56
2025-12-17,4.43,0.0,3591932.0,4.55,347192.0,0.44,3244740.0,4.11,5233456.0,6.63,-8825387.0,-11.18
2025-12-18,4.43,0.0,2678849.0,4.3,-513872.0,-0.83,3192721.0,5.13,5406483.0,8.68,-8085330.0,-12.98
2025-12-19,4.46,0.68,-3470265.0,-5.01,-4440674.0,-6.41,970409.0,1.4,-1234807.0,-1.78,4705073.0,6.8
2025-12-22,4.47,0.22,286043.0,0.46,-3931053.0,-6.33,4217096.0,6.79,-554568.0,-0.89,268526.0,0.43
2025-12-23,4.45,-0.45,-2827746.0,-4.6,311032.0,0.51,-3138778.0,-5.1,4586313.0,7.46,-1758566.0,-2.86
2025-12-24,4.49,0.9,-1476657.0,-2.21,260402.0,0.39,-1737059.0,-2.6,-4461315.0,-6.68,5937971.0,8.89
2025-12-25,4.49,0.0,2101625.0,4.27,4404077.0,8.95,-2302452.0,-4.68,-3954293.0,-8.03,1852669.0,3.76
2025-12-26,4.5,0.22,-2652938.0,-4.39,-3376375.0,-5.59,723437.0,1.2,-3123875.0,-5.17,5776813.0,9.56
2025-12-29,4.49,-0.22,-8770092.0,-15.17,-3598831.0,-6.23,-5171261.0,-8.95,2352944.0,4.07,6417149.0,11.1
2025-12-30,4.44,-1.11,-5873589.0,-9.02,1295184.0,1.99,-7168773.0,-11.0,3819875.0,5.86,2053714.0,3.15
2025-12-31,4.43,-0.23,-1515974.0,-3.33,1073389.0,2.36,-2589363.0,-5.68,100732.0,0.22,1415242.0,3.11
2026-01-05,4.45,0.45,9290173.0,12.25,9793021.0,12.91,-502848.0,-0.66,-1605512.0,-2.12,-7684661.0,-10.13
2026-01-06,4.53,1.8,7186652.0,7.21,8699590.0,8.72,-1512938.0,-1.52,-2272972.0,-2.28,-4913681.0,-4.93
2026-01-07,4.5,-0.66,1391455.0,1.6,-5355836.0,-6.14,6747291.0,7.74,1935075.0,2.22,-3326531.0,-3.81
2026-01-08,4.51,0.22,-9235325.0,-11.07,-3475702.0,-4.17,-5759623.0,-6.9,-374336.0,-0.45,9609660.0,11.52
2026-01-09,4.51,0.0,-8055593.0,-10.03,-5956659.0,-7.42,-2098934.0,-2.61,531919.0,0.66,7523674.0,9.37
2026-01-12,4.55,0.89,-2935059.0,-2.76,-2008460.0,-1.89,-926599.0,-0.87,-5543251.0,-5.2,8478310.0,7.96
2026-01-13,4.52,-0.66,-3869693.0,-3.76,663309.0,0.64,-4533002.0,-4.4,1852169.0,1.8,2017523.0,1.96
2026-01-14,4.48,-0.88,3772255.0,3.37,-2228313.0,-1.99,6000568.0,5.37,2481918.0,2.22,-6254172.0,-5.59
2026-01-15,4.49,0.22,-3446186.0,-5.32,-808557.0,-1.25,-2637629.0,-4.07,1004450.0,1.55,2441735.0,3.77
2026-01-16,4.45,-0.89,-58569.0,-0.07,-883486.0,-1.04,824917.0,0.97,3059241.0,3.61,-3000672.0,-3.54
2026-01-19,4.46,0.22,-2074384.0,-3.22,-2922262.0,-4.54,847878.0,1.32,-532037.0,-0.83,2606421.0,4.05
2026-01-20,4.51,1.12,-2219427.0,-2.57,933544.0,1.08,-3152971.0,-3.65,1109833.0,1.28,1109593.0,1.28
2026-01-21,4.49,-0.44,82938.0,0.1,1050634.0,1.21,-967696.0,-1.11,4390183.0,5.04,-4473122.0,-5.14
2026-01-22,4.59,2.23,-1903028.0,-1.16,-4516101.0,-2.74,2613073.0,1.59,-5451691.0,-3.31,7354720.0,4.47
2026-01-23,4.71,2.61,7748783.0,3.51,4575341.0,2.07,3173442.0,1.44,1494876.0,0.68,-9243659.0,-4.19
2026-01-26,4.67,-0.85,-7263612.0,-4.89,-1586366.0,-1.07,-5677246.0,-3.82,-3404968.0,-2.29,10668580.0,7.18
2026-01-27,4.64,-0.64,-3371149.0,-3.33,-3630404.0,-3.58,259255.0,0.26,-2909283.0,-2.87,6280431.0,6.2
2026-01-28,4.67,0.65,5235097.0,4.3,6172303.0,5.07,-937206.0,-0.77,-8847186.0,-7.26,3612089.0,2.97
2026-01-29,4.71,0.86,-3870982.0,-3.35,4702167.0,4.07,-8573149.0,-7.42,-5528098.0,-4.78,9399079.0,8.13
2026-01-30,4.65,-1.27,-4622126.0,-4.45,-1774590.0,-1.71,-2847536.0,-2.74,3153218.0,3.03,1468908.0,1.41
2026-02-02,4.46,-4.09,-15370003.0,-7.88,-7252681.0,-3.72,-8117322.0,-4.16,5416816.0,2.78,9953187.0,5.1
