日期,收盘价,涨跌幅,主力净流入-净额,主力净流入-净占比,超大单净流入-净额,超大单净流入-净占比,大单净流入-净额,大单净流入-净占比,中单净流入-净额,中单净流入-净占比,小单净流入-净额,小单净流入-净占比
2025-09-19,7.99,2.83,49283753.0,9.7,16147669.0,3.18,33136084.0,6.52,-15212291.0,-2.99,-34071462.0,-6.71
2025-09-22,7.92,-0.88,31080963.0,7.96,-329733.0,-0.08,31410696.0,8.04,-6112340.0,-1.57,-24968624.0,-6.39
2025-09-23,8.43,6.44,79843849.0,12.26,64061340.0,9.84,15782509.0,2.42,-42019755.0,-6.45,-37824094.0,-5.81
2025-09-24,9.27,9.96,123693106.0,19.49,139861158.0,22.04,-16168052.0,-2.55,-74173264.0,-11.69,-49519846.0,-7.8
2025-09-25,9.28,0.11,-8266989.0,-0.76,-45360093.0,-4.17,37093104.0,3.41,-13010688.0,-1.2,21277679.0,1.96
2025-09-26,9.51,2.48,-38973081.0,-3.96,29893730.0,3.04,-68866811.0,-7.0,-16999152.0,-1.73,55972227.0,5.69
2025-09-29,9.35,-1.68,-30653888.0,-4.95,-27213119.0,-4.4,-3440769.0,-0.56,38432931.0,6.21,-7779042.0,-1.26
2025-09-30,10.29,10.05,92520405.0,18.4,126851231.0,25.22,-34330826.0,-6.83,-49209358.0,-9.79,-43311047.0,-8.61
2025-10-09,10.85,5.44,-16250122.0,-1.45,-48502170.0,-4.33,32252048.0,2.88,34097808.0,3.05,-17847695.0,-1.59
2025-10-10,11.94,10.05,94079379.0,7.33,73127699.0,5.7,20951680.0,1.63,-61544976.0,-4.8,-32534410.0,-2.54
2025-10-13,13.13,9.97,-25418065.0,-3.36,-2172328.0,-0.29,-23245737.0,-3.07,3843234.0,0.51,21574831.0,2.85
2025-10-14,13.79,5.03,-511954848.0,-16.29,-448300000.0,-14.27,-63654848.0,-2.03,223780208.0,7.12,288174640.0,9.17
2025-10-15,12.41,-10.01,-80885195.0,-7.26,-46948971.0,-4.21,-33936224.0,-3.05,37961360.0,3.41,42923823.0,3.85
2025-10-16,11.45,-7.74,-59089358.0,-3.6,15892130.0,0.97,-74981488.0,-4.57,-13307952.0,-0.81,72397312.0,4.41
2025-10-17,12.24,6.9,127990912.0,6.34,108779808.0,5.39,19211104.0,0.95,-39386736.0,-1.95,-88604160.0,-4.39
2025-10-20,12.02,-1.8,-140094919.0,-8.93,-102147399.0,-6.51,-37947520.0,-2.42,17008640.0,1.08,123086288.0,7.84
2025-10-21,13.22,9.98,125688127.0,10.41,171052543.0,14.17,-45364416.0,-3.76,-88865664.0,-7.36,-36822448.0,-3.05
2025-10-22,13.13,-0.68,-139494885.0,-7.93,-115596261.0,-6.57,-23898624.0,-1.36,113615488.0,6.45,25879392.0,1.47
2025-10-23,14.15,7.77,2192263.0,0.09,53784759.0,2.28,-51592496.0,-2.19,26855328.0,1.14,-29047600.0,-1.23
2025-10-24,14.04,-0.78,20894032.0,0.99,-22670304.0,-1.08,43564336.0,2.07,27392608.0,1.3,-48286624.0,-2.29
2025-10-27,13.3,-5.27,-137845227.0,-9.22,-41852347.0,-2.8,-95992880.0,-6.42,-10414896.0,-0.7,148260112.0,9.91
2025-10-28,12.81,-3.68,-132935417.0,-10.35,-89426521.0,-6.96,-43508896.0,-3.39,-5983888.0,-0.47,138919312.0,10.81
2025-10-29,13.03,1.72,81191294.0,6.52,19575102.0,1.57,61616192.0,4.95,-18514896.0,-1.49,-62676400.0,-5.04
2025-10-30,12.65,-2.92,-102021897.0,-14.38,-52483007.0,-7.4,-49538890.0,-6.98,6096586.0,0.86,95925317.0,13.52
2025-10-31,12.68,0.24,49482143.0,5.19,-6248980.0,-0.66,55731123.0,5.84,2040288.0,0.21,-51522435.0,-5.4
2025-11-03,12.37,-2.44,-111229697.0,-15.66,-52103907.0,-7.33,-59125790.0,-8.32,4140529.0,0.58,107089169.0,15.07
2025-11-04,11.93,-3.56,-135790397.0,-21.21,-74427071.0,-11.63,-61363326.0,-9.59,12563223.0,1.96,123227175.0,19.25
2025-11-05,12.1,1.42,18208184.0,3.98,-9082523.0,-1.98,27290707.0,5.96,8247994.0,1.8,-26456178.0,-5.78
2025-11-06,12.14,0.33,30024013.0,5.34,9080951.0,1.62,20943062.0,3.73,-8887139.0,-1.58,-21136872.0,-3.76
2025-11-07,12.17,0.25,11735837.0,2.47,-21658081.0,-4.56,33393918.0,7.04,-3805659.0,-0.8,-7930178.0,-1.67
2025-11-10,11.9,-2.22,-70099926.0,-15.71,-51435253.0,-11.53,-18664673.0,-4.18,3672503.0,0.82,66427423.0,14.89
2025-11-11,11.86,-0.34,-2898405.0,-0.65,-11334415.0,-2.55,8436010.0,1.9,3525429.0,0.79,-627025.0,-0.14
2025-11-12,11.54,-2.7,-105404230.0,-20.66,-56817149.0,-11.13,-48587081.0,-9.52,2901951.0,0.57,102502279.0,20.09
2025-11-13,11.56,0.17,-17998051.0,-6.01,-19083746.0,-6.37,1085695.0,0.36,-12234288.0,-4.09,30232340.0,10.1
2025-11-14,11.58,0.17,11118601.0,3.19,1037022.0,0.3,10081579.0,2.89,11179613.0,3.21,-22298213.0,-6.39
2025-11-17,11.58,0.0,-22740282.0,-7.04,-7901899.0,-2.45,-14838383.0,-4.6,-1979132.0,-0.61,24719415.0,7.66
2025-11-18,11.47,-0.95,49059492.0,10.09,11332470.0,2.33,37727022.0,7.76,15898048.0,3.27,-64957539.0,-13.35
2025-11-19,10.95,-4.53,-152477148.0,-25.85,-85481578.0,-14.49,-66995570.0,-11.36,17769494.0,3.01,134707654.0,22.84
2025-11-20,10.97,0.18,-7088849.0,-2.35,-4142154.0,-1.37,-2946695.0,-0.98,-16110717.0,-5.33,23199567.0,7.68
2025-11-21,10.5,-4.28,-38965099.0,-9.63,-30192386.0,-7.46,-8772713.0,-2.17,3492810.0,0.86,35472289.0,8.77
2025-11-24,10.42,-0.76,-73421763.0,-20.04,-44677565.0,-12.19,-28744198.0,-7.84,6527584.0,1.78,66894179.0,18.26
2025-11-25,10.65,2.21,-19002244.0,-6.1,-17643149.0,-5.66,-1359095.0,-0.44,6097172.0,1.96,12905073.0,4.14
2025-11-26,10.86,1.97,52257694.0,12.03,8448029.0,1.95,43809665.0,10.09,-2407615.0,-0.55,-49850078.0,-11.48
2025-11-27,10.71,-1.38,-21391999.0,-6.84,-6296863.0,-2.01,-15095136.0,-4.82,24438140.0,7.81,-3046141.0,-0.97
2025-11-28,11.01,2.8,-1173846.0,-0.35,5105592.0,1.52,-6279438.0,-1.87,-6127563.0,-1.82,7301409.0,2.17
2025-12-01,10.43,-5.27,-39492072.0,-8.88,-30070077.0,-6.76,-9421995.0,-2.12,25329606.0,5.69,14162466.0,3.18
2025-12-02,10.14,-2.78,-59116218.0,-17.42,-12070486.0,-3.56,-47045732.0,-13.86,8783070.0,2.59,50333149.0,14.83
2025-12-03,9.88,-2.56,-74530290.0,-23.1,-40967131.0,-12.7,-33563159.0,-10.4,28532864.0,8.84,45997427.0,14.26
2025-12-04,9.87,-0.1,-13155149.0,-4.14,-11428074.0,-3.6,-1727075.0,-0.54,-489595.0,-0.15,13644742.0,4.29
2025-12-05,10.09,2.23,18535838.0,5.78,-5579516.0,-1.74,24115354.0,7.51,-9694142.0,-3.02,-8841697.0,-2.76
2025-12-08,10.21,1.19,-11477180.0,-4.26,-16820728.0,-6.24,5343548.0,1.98,-5846186.0,-2.17,17323367.0,6.43
2025-12-09,10.22,0.1,-546713.0,-0.25,3373859.0,1.56,-3920572.0,-1.81,4592101.0,2.12,-4045388.0,-1.87
2025-12-10,10.37,1.47,57757007.0,11.6,27765735.0,5.58,29991272.0,6.02,9973615.0,2.0,-67730622.0,-13.6
2025-12-11,10.0,-3.57,-6950790.0,-2.06,-6274660.0,-1.86,-676130.0,-0.2,-1737987.0,-0.51,8688777.0,2.57
2025-12-12,10.01,0.1,-2639897.0,-1.01,-4174603.0,-1.6,1534706.0,0.59,2493531.0,0.95,146366.0,0.06
2025-12-15,9.82,-1.9,-24597676.0,-11.33,-13717610.0,-6.32,-10880066.0,-5.01,-4297891.0,-1.98,28895568.0,13.31
2025-12-16,9.36,-4.68,-59873402.0,-21.48,-46277507.0,-16.6,-13595895.0,-4.88,845820.0,0.3,59027584.0,21.18
2025-12-17,9.53,1.82,-5103333.0,-1.88,3159916.0,1.17,-8263249.0,-3.05,-6439735.0,-2.38,11543067.0,4.26
2025-12-18,9.55,0.21,14791997.0,6.32,18979830.0,8.11,-4187833.0,-1.79,461281.0,0.2,-15253277.0,-6.52
2025-12-19,9.78,2.41,-1460072.0,-0.65,-10904394.0,-4.87,9444322.0,4.22,-6367401.0,-2.85,7827474.0,3.5
2025-12-22,9.78,0.0,-21923721.0,-10.85,-9770436.0,-4.84,-12153285.0,-6.02,11879061.0,5.88,10044660.0,4.97
2025-12-23,9.82,0.41,18348715.0,7.09,14611956.0,5.65,3736759.0,1.44,10105898.0,3.91,-28454613.0,-11.0
2025-12-24,9.93,1.12,29091316.0,9.35,-3531792.0,-1.14,32623108.0,10.49,8211642.0,2.64,-37302958.0,-11.99
2025-12-25,10.08,1.51,-12117420.0,-4.74,-6429680.0,-2.52,-5687740.0,-2.23,2542794.0,1.0,9574625.0,3.75
2025-12-26,10.19,1.09,-3304905.0,-0.89,-5513613.0,-1.48,2208708.0,0.59,3705645.0,1.0,-400738.0,-0.11
2025-12-29,9.8,-3.83,-33675372.0,-9.5,-7135020.0,-2.01,-26540352.0,-7.49,19412041.0,5.48,14263332.0,4.02
2025-12-30,9.86,0.61,-12886582.0,-4.32,590669.0,0.2,-13477251.0,-4.51,9513542.0,3.19,3373039.0,1.13
2025-12-31,9.95,0.91,22862452.0,8.54,15669461.0,5.85,7192991.0,2.69,-4367686.0,-1.63,-18494768.0,-6.91
