fs_code,trade_date,net_inflow_main,net_inflow_super,net_inflow_large,net_inflow_medium,net_inflow_small,net_inflow_main_ratio,net_inflow_super_ratio,net_inflow_large_ratio,net_inflow_medium_ratio,net_inflow_small_ratio
002651.SZ,20260327,-5740075.0,1864924.0,3064308.0,5642400.0,-2578092.0,2.71,4.98,-2.28,11.23,14.02
