fs_code,trade_date,net_inflow_main,net_inflow_super,net_inflow_large,net_inflow_medium,net_inflow_small,net_inflow_main_ratio,net_inflow_super_ratio,net_inflow_large_ratio,net_inflow_medium_ratio,net_inflow_small_ratio
601668.SH,20260326,-120141287.0,11788288.0,180134711.0,239177312.0,-59042601.0,22.59,29.99,-7.4,20.62,28.28
