日期,收盘价,涨跌幅,主力净流入-净额,主力净流入-净占比,超大单净流入-净额,超大单净流入-净占比,大单净流入-净额,大单净流入-净占比,中单净流入-净额,中单净流入-净占比,小单净流入-净额,小单净流入-净占比
2025-09-22,10.56,-3.39,-10654877.0,-19.61,-509726.0,-0.94,-10145151.0,-18.67,4935266.0,9.08,5719610.0,10.53
2025-09-23,10.21,-3.31,-11751972.0,-22.4,-2829694.0,-5.39,-8922278.0,-17.0,8248862.0,15.72,3503110.0,6.68
2025-09-24,10.65,4.31,3822006.0,4.46,-600263.0,-0.7,4422269.0,5.16,-1113654.0,-1.3,-2708352.0,-3.16
2025-09-25,10.48,-1.6,-4921844.0,-7.82,2976099.0,4.73,-7897943.0,-12.54,-566441.0,-0.9,5488285.0,8.72
2025-09-26,10.48,0.0,-1052450.0,-2.25,2960526.0,6.34,-4012976.0,-8.59,6786.0,0.01,1045664.0,2.24
2025-09-29,10.59,1.05,347716.0,0.81,-1242432.0,-2.9,1590148.0,3.71,2077524.0,4.85,-2425240.0,-5.66
2025-09-30,11.12,5.0,7194995.0,60.62,9785955.0,82.45,-2590960.0,-21.83,-3616224.0,-30.47,-3578771.0,-30.15
2025-10-09,11.68,5.04,3426912.0,35.84,4821504.0,50.42,-1394592.0,-14.58,-1253264.0,-13.11,-2173648.0,-22.73
2025-10-10,12.26,4.97,10675326.0,5.44,3535530.0,1.8,7139796.0,3.64,-3517528.0,-1.79,-7157798.0,-3.65
2025-10-13,12.87,4.98,6826080.0,8.7,318064.0,0.41,6508016.0,8.3,-737339.0,-0.94,-6088742.0,-7.76
2025-10-14,13.35,3.73,-2634761.0,-1.41,-13342152.0,-7.13,10707391.0,5.72,3134314.0,1.67,-499553.0,-0.27
2025-10-15,12.87,-3.6,-6258807.0,-3.35,5571056.0,2.98,-11829863.0,-6.32,5309067.0,2.84,949740.0,0.51
2025-10-16,12.88,0.08,1739739.0,1.26,-1446269.0,-1.05,3186008.0,2.3,-2387994.0,-1.73,648255.0,0.47
2025-10-17,12.24,-4.97,-15665347.0,-14.25,-8009180.0,-7.28,-7656167.0,-6.96,3985896.0,3.62,11679451.0,10.62
2025-10-20,12.85,4.98,5599418.0,7.65,-1212273.0,-1.66,6811691.0,9.3,-1473998.0,-2.01,-4125421.0,-5.63
2025-10-21,12.87,0.16,-1158383.0,-0.98,1785853.0,1.5,-2944236.0,-2.48,-3303259.0,-2.78,4461642.0,3.76
2025-10-22,13.14,2.1,-4296678.0,-5.46,-8291621.0,-10.53,3994943.0,5.07,3652948.0,4.64,643730.0,0.82
2025-10-23,13.8,5.02,13461971.0,8.98,-3938217.0,-2.63,17400188.0,11.6,-4926463.0,-3.28,-8535509.0,-5.69
2025-10-24,13.44,-2.61,-9665840.0,-6.62,-329662.0,-0.23,-9336178.0,-6.4,-1265840.0,-0.87,10931680.0,7.49
2025-10-27,13.36,-0.6,2824479.0,3.22,7978771.0,9.1,-5154292.0,-5.88,-8125140.0,-9.27,5300661.0,6.05
2025-10-28,12.77,-4.42,-20130945.0,-16.05,-7247478.0,-5.78,-12883467.0,-10.27,6466261.0,5.15,13664685.0,10.89
2025-10-29,12.61,-1.25,-2785595.0,-4.45,-3746035.0,-5.99,960440.0,1.53,-438630.0,-0.7,3224225.0,5.15
2025-10-30,12.65,0.32,-9799456.0,-9.5,-13133861.0,-12.73,3334405.0,3.23,6923053.0,6.71,2876403.0,2.79
2025-10-31,12.28,-2.92,-19242559.0,-15.57,-16407368.0,-13.28,-2835191.0,-2.29,6377304.0,5.16,12865256.0,10.41
2025-11-03,12.89,4.97,-1580314.0,-1.34,-2360995.0,-2.01,780681.0,0.66,2922663.0,2.48,-1342348.0,-1.14
2025-11-04,12.88,-0.08,-5937648.0,-5.34,-259599.0,-0.23,-5678049.0,-5.11,-776180.0,-0.7,6713829.0,6.04
2025-11-05,13.33,3.49,10940182.0,6.32,-2848038.0,-1.64,13788220.0,7.96,-8160006.0,-4.71,-2780176.0,-1.6
2025-11-06,12.66,-5.03,-21712615.0,-26.97,-7550152.0,-9.38,-14162463.0,-17.59,7411719.0,9.21,14300896.0,17.76
2025-11-07,12.43,-1.82,852543.0,0.78,-316282.0,-0.29,1168825.0,1.07,-3304318.0,-3.04,2451775.0,2.25
2025-11-10,11.98,-3.62,-13957758.0,-13.26,-15843881.0,-15.05,1886123.0,1.79,4744816.0,4.51,9212942.0,8.75
2025-11-11,11.97,-0.08,-408067.0,-0.71,-1703101.0,-2.95,1295034.0,2.24,-1728707.0,-2.99,2136774.0,3.7
2025-11-12,11.94,-0.25,-4629994.0,-6.15,-642738.0,-0.85,-3987256.0,-5.3,1400895.0,1.86,3229097.0,4.29
2025-11-13,11.5,-3.69,-14929127.0,-19.73,-8421916.0,-11.13,-6507211.0,-8.6,3893057.0,5.15,11036072.0,14.59
2025-11-14,11.61,0.96,-1117745.0,-2.23,1901095.0,3.79,-3018840.0,-6.03,96164.0,0.19,1021582.0,2.04
2025-11-17,11.35,-2.24,-9607673.0,-15.53,-1037700.0,-1.68,-8569973.0,-13.85,3785568.0,6.12,5822105.0,9.41
2025-11-18,11.64,2.56,8875955.0,9.08,630879.0,0.65,8245076.0,8.43,-4571234.0,-4.67,-4304721.0,-4.4
2025-11-19,11.18,-3.95,-10013306.0,-15.24,-2084938.0,-3.17,-7928368.0,-12.07,1437618.0,2.19,8575689.0,13.05
2025-11-20,11.09,-0.81,-542041.0,-1.27,-2433488.0,-5.7,1891447.0,4.43,-592048.0,-1.39,1134089.0,2.66
2025-11-21,10.54,-4.96,-13345202.0,-23.24,-2460517.0,-4.29,-10884685.0,-18.96,4404397.0,7.67,8940805.0,15.57
2025-11-24,10.75,1.99,576249.0,1.81,0.0,0.0,576249.0,1.81,-80702.0,-0.25,-495547.0,-1.55
2025-11-25,10.82,0.65,-526961.0,-1.76,0.0,0.0,-526961.0,-1.76,-2255424.0,-7.55,2782385.0,9.31
2025-11-26,10.68,-1.29,-2056909.0,-7.48,0.0,0.0,-2056909.0,-7.48,1936710.0,7.04,120199.0,0.44
2025-11-27,11.21,4.96,14124321.0,47.22,9317511.0,31.15,4806810.0,16.07,-9047050.0,-30.25,-5077271.0,-16.98
2025-11-28,11.77,5.0,16359054.0,13.87,14742071.0,12.5,1616983.0,1.37,-6070734.0,-5.15,-10288320.0,-8.72
2025-12-01,12.36,5.01,11271102.0,9.94,10275486.0,9.06,995616.0,0.88,-887304.0,-0.78,-10383798.0,-9.16
2025-12-02,11.99,-2.99,-13664848.0,-17.15,-2760938.0,-3.46,-10903910.0,-13.68,5037905.0,6.32,8626943.0,10.83
2025-12-03,11.66,-2.75,-8148590.0,-12.57,-6050614.0,-9.33,-2097976.0,-3.24,4046039.0,6.24,4102551.0,6.33
2025-12-04,11.42,-2.06,-3767910.0,-9.99,-26289.0,-0.07,-3741621.0,-9.92,1719329.0,4.56,2048581.0,5.43
2025-12-05,11.6,1.58,-1401109.0,-4.44,-1298328.0,-4.11,-102781.0,-0.33,1766891.0,5.59,-365782.0,-1.16
2025-12-08,11.35,-2.16,-5575045.0,-13.58,-4522233.0,-11.02,-1052812.0,-2.56,3393329.0,8.27,2181717.0,5.31
2025-12-09,11.37,0.18,-9645.0,-0.04,0.0,0.0,-9645.0,-0.04,2037177.0,8.59,-2027532.0,-8.55
2025-12-10,11.94,5.01,11992338.0,15.96,2072371.0,2.76,9919967.0,13.2,-1257492.0,-1.67,-10734845.0,-14.29
2025-12-11,11.34,-5.03,-6321784.0,-9.41,-7718457.0,-11.49,1396673.0,2.08,-693841.0,-1.03,7015625.0,10.44
2025-12-12,10.91,-3.79,-4899623.0,-9.82,-2536564.0,-5.08,-2363059.0,-4.74,1798355.0,3.6,3101268.0,6.21
2025-12-15,10.82,-0.82,340853.0,1.45,0.0,0.0,340853.0,1.45,-3334.0,-0.01,-337519.0,-1.44
2025-12-16,10.43,-3.6,-2711404.0,-9.3,-168332.0,-0.58,-2543072.0,-8.72,1241543.0,4.26,1469861.0,5.04
2025-12-17,10.2,-2.21,-3702241.0,-7.76,471150.0,0.99,-4173391.0,-8.75,-3834135.0,-8.04,7536375.0,15.8
2025-12-18,10.43,2.25,3801954.0,15.56,2230811.0,9.13,1571143.0,6.43,-676362.0,-2.77,-3125592.0,-12.79
2025-12-19,10.57,1.34,845745.0,5.74,-516557.0,-3.51,1362302.0,9.25,991890.0,6.73,-1837634.0,-12.48
2025-12-22,10.59,0.19,-501648.0,-2.99,0.0,0.0,-501648.0,-2.99,981141.0,5.85,-479493.0,-2.86
2025-12-23,10.28,-2.93,-6100631.0,-20.4,0.0,0.0,-6100631.0,-20.4,1241918.0,4.15,4858714.0,16.25
2025-12-24,10.58,2.92,1475212.0,6.19,0.0,0.0,1475212.0,6.19,-100740.0,-0.42,-1374472.0,-5.77
2025-12-25,10.92,3.21,-291755.0,-1.01,-1179200.0,-4.07,887445.0,3.06,1962477.0,6.77,-1670722.0,-5.76
2025-12-26,10.89,-0.27,457833.0,1.97,0.0,0.0,457833.0,1.97,182812.0,0.79,-640645.0,-2.76
2025-12-29,10.88,-0.09,-1365430.0,-4.51,0.0,0.0,-1365430.0,-4.51,-602493.0,-1.99,1967923.0,6.5
2025-12-30,11.27,3.58,6311372.0,13.85,0.0,0.0,6311372.0,13.85,-1490647.0,-3.27,-4820726.0,-10.58
2025-12-31,11.08,-1.69,3381919.0,16.7,107568.0,0.53,3274351.0,16.17,-3020278.0,-14.92,-361640.0,-1.79
2026-01-05,10.93,-1.35,-1693642.0,-4.12,966060.0,2.35,-2659702.0,-6.46,-463102.0,-1.13,2156744.0,5.24
2026-01-06,10.97,0.37,-948.0,-0.0,1939263.0,6.78,-1940211.0,-6.78,-348437.0,-1.22,349387.0,1.22
2026-01-07,10.65,-2.92,-4618732.0,-16.82,120641.0,0.44,-4739373.0,-17.25,-8915.0,-0.03,4627647.0,16.85
2026-01-08,10.41,-2.25,-15795543.0,-40.96,-10559405.0,-27.38,-5236138.0,-13.58,8194495.0,21.25,7601048.0,19.71
2026-01-09,10.58,1.63,-292095.0,-1.16,105790.0,0.42,-397885.0,-1.58,1035722.0,4.12,-743627.0,-2.96
2026-01-12,10.61,0.28,-4896211.0,-14.56,-1060403.0,-3.15,-3835808.0,-11.41,-906124.0,-2.7,5802335.0,17.26
2026-01-13,11.14,5.0,11094463.0,18.38,4285326.0,7.1,6809137.0,11.28,-2537716.0,-4.2,-8556747.0,-14.18
2026-01-14,11.4,2.33,2830916.0,4.25,3692659.0,5.54,-861743.0,-1.29,-2562306.0,-3.84,-268610.0,-0.4
2026-01-15,10.9,-4.39,-5027881.0,-10.72,-3099147.0,-6.61,-1928734.0,-4.11,1535044.0,3.27,3492837.0,7.44
2026-01-16,11.14,2.2,2194236.0,3.16,-243543.0,-0.35,2437779.0,3.51,660431.0,0.95,-2854667.0,-4.11
2026-01-19,10.91,-2.06,-7060203.0,-11.55,0.0,0.0,-7060203.0,-11.55,3547675.0,5.81,3512528.0,5.75
2026-01-20,11.45,4.95,9062400.0,12.46,-935136.0,-1.29,9997536.0,13.75,-286114.0,-0.39,-8776286.0,-12.07
2026-01-21,11.42,-0.26,1932237.0,3.37,1758901.0,3.07,173336.0,0.3,-2943995.0,-5.14,1011758.0,1.77
