fs_code,trade_date,net_inflow_main,net_inflow_super,net_inflow_large,net_inflow_medium,net_inflow_small,net_inflow_main_ratio,net_inflow_super_ratio,net_inflow_large_ratio,net_inflow_medium_ratio,net_inflow_small_ratio
002718.SZ,20260327,14995450.0,3603678.0,7420168.0,10351184.0,-2931016.0,3.45,4.81,-1.36,21.44,13.1
