fs_code,trade_date,net_inflow_main,net_inflow_super,net_inflow_large,net_inflow_medium,net_inflow_small,net_inflow_main_ratio,net_inflow_super_ratio,net_inflow_large_ratio,net_inflow_medium_ratio,net_inflow_small_ratio
601933.SH,20260326,-83936803.0,19524906.0,57493443.0,85319203.0,-27825760.0,11.22,16.66,-5.43,17.12,28.08
