fs_code,trade_date,net_inflow_main,net_inflow_super,net_inflow_large,net_inflow_medium,net_inflow_small,net_inflow_main_ratio,net_inflow_super_ratio,net_inflow_large_ratio,net_inflow_medium_ratio,net_inflow_small_ratio
002572.SZ,20260326,-8439124.0,690355.0,0.0,4842180.0,-4842180.0,0.0,6.55,-6.55,17.08,21.95
