日期,收盘价,涨跌幅,主力净流入-净额,主力净流入-净占比,超大单净流入-净额,超大单净流入-净占比,大单净流入-净额,大单净流入-净占比,中单净流入-净额,中单净流入-净占比,小单净流入-净额,小单净流入-净占比
2025-09-19,6.98,3.1,344854928.0,18.33,281845104.0,14.98,63009824.0,3.35,-112621696.0,-5.99,-232233232.0,-12.35
2025-09-22,7.0,0.29,121401440.0,7.72,114730688.0,7.29,6670752.0,0.42,-9851088.0,-0.63,-111550338.0,-7.09
2025-09-23,6.76,-3.43,-202120653.0,-16.16,-152598701.0,-12.2,-49521952.0,-3.96,44971728.0,3.6,157148915.0,12.56
2025-09-24,6.84,1.18,26172297.0,2.43,64097561.0,5.96,-37925264.0,-3.53,1520352.0,0.14,-27692657.0,-2.58
2025-09-25,6.8,-0.58,-19076628.0,-2.27,17040992.0,2.03,-36117620.0,-4.3,31792770.0,3.78,-12716141.0,-1.51
2025-09-26,6.8,0.0,19631439.0,1.9,-16051825.0,-1.55,35683264.0,3.45,25168816.0,2.43,-44800250.0,-4.33
2025-09-29,6.81,0.15,-86973430.0,-7.89,-72756918.0,-6.6,-14216512.0,-1.29,7162240.0,0.65,79811195.0,7.24
2025-09-30,6.89,1.17,-19980573.0,-1.65,2124899.0,0.18,-22105472.0,-1.82,9370848.0,0.77,10609705.0,0.88
2025-10-09,6.79,-1.45,-216812172.0,-12.83,-147234444.0,-8.71,-69577728.0,-4.12,143183984.0,8.47,73628192.0,4.36
2025-10-10,6.75,-0.59,-79833678.0,-7.6,-68247310.0,-6.5,-11586368.0,-1.1,7347552.0,0.7,72486128.0,6.9
2025-10-13,6.57,-2.67,-106850668.0,-7.5,-59978220.0,-4.21,-46872448.0,-3.29,-20872832.0,-1.46,127723490.0,8.96
2025-10-14,6.53,-0.61,-23227678.0,-1.84,-21523038.0,-1.71,-1704640.0,-0.14,-5733792.0,-0.45,28961475.0,2.29
2025-10-15,6.49,-0.61,-112993818.0,-9.87,-93402714.0,-8.16,-19591104.0,-1.71,-1655392.0,-0.14,114649205.0,10.01
2025-10-16,6.4,-1.39,-194395457.0,-21.1,-132930019.0,-14.43,-61465438.0,-6.67,53738570.0,5.83,140656909.0,15.27
2025-10-17,6.32,-1.25,-63728594.0,-7.01,-40265566.0,-4.43,-23463028.0,-2.58,-50592057.0,-5.56,114320644.0,12.57
