fs_code,trade_date,net_inflow_main,net_inflow_super,net_inflow_large,net_inflow_medium,net_inflow_small,net_inflow_main_ratio,net_inflow_super_ratio,net_inflow_large_ratio,net_inflow_medium_ratio,net_inflow_small_ratio
601388.SH,20260326,-4025811.0,1550908.0,1330093.0,7941390.0,-6611297.0,1.02,6.09,-5.07,20.25,18.27
