日期,收盘价,涨跌幅,主力净流入-净额,主力净流入-净占比,超大单净流入-净额,超大单净流入-净占比,大单净流入-净额,大单净流入-净占比,中单净流入-净额,中单净流入-净占比,小单净流入-净额,小单净流入-净占比
2025-09-19,2.89,-2.36,789309.0,0.41,-10447142.0,-5.45,11236451.0,5.86,-8471643.0,-4.42,7682335.0,4.01
2025-09-22,2.86,-1.04,-6410469.0,-5.39,-5058188.0,-4.25,-1352281.0,-1.14,2300760.0,1.94,4109709.0,3.46
2025-09-23,2.82,-1.4,-11784639.0,-5.61,-1998091.0,-0.95,-9786548.0,-4.66,6624936.0,3.15,5159705.0,2.46
2025-09-24,2.85,1.06,13014936.0,9.77,10852140.0,8.14,2162796.0,1.62,-5558140.0,-4.17,-7456796.0,-5.6
2025-09-25,2.82,-1.05,-668162.0,-0.57,-6447379.0,-5.54,5779217.0,4.96,4542990.0,3.9,-3874828.0,-3.33
2025-09-26,2.9,2.84,36098282.0,10.11,12297807.0,3.44,23800475.0,6.66,7836800.0,2.19,-43935082.0,-12.3
2025-09-29,2.88,-0.69,-9657644.0,-5.34,-1851361.0,-1.02,-7806283.0,-4.31,4156872.0,2.3,5500773.0,3.04
2025-09-30,2.85,-1.04,-3973476.0,-2.8,-6332802.0,-4.46,2359326.0,1.66,837362.0,0.59,3136114.0,2.21
2025-10-09,2.86,0.35,-57069.0,-0.04,3057298.0,2.28,-3114367.0,-2.32,-2218446.0,-1.65,2275516.0,1.7
2025-10-10,2.9,1.4,10568188.0,6.12,1610167.0,0.93,8958021.0,5.19,-9771816.0,-5.66,-796372.0,-0.46
2025-10-13,2.9,0.0,-6333073.0,-3.64,-11743985.0,-6.74,5410912.0,3.11,-52692.0,-0.03,6385766.0,3.67
2025-10-14,2.9,0.0,-8084852.0,-5.18,-3867047.0,-2.48,-4217805.0,-2.7,-147368.0,-0.09,8232221.0,5.27
2025-10-15,2.9,0.0,11198610.0,7.9,1501442.0,1.06,9697168.0,6.84,6280802.0,4.43,-17479410.0,-12.32
2025-10-16,2.86,-1.38,-12211086.0,-9.15,-14567551.0,-10.91,2356465.0,1.77,6414396.0,4.81,5796691.0,4.34
2025-10-17,2.8,-2.1,-20749285.0,-13.82,-8811043.0,-5.87,-11938242.0,-7.95,-666452.0,-0.44,21415738.0,14.27
2025-10-20,2.82,0.71,-4728014.0,-4.54,3547071.0,3.41,-8275085.0,-7.95,4190017.0,4.03,537997.0,0.52
2025-10-21,2.89,2.48,-6170513.0,-2.81,5047733.0,2.3,-11218246.0,-5.11,-12778409.0,-5.82,18948922.0,8.63
2025-10-22,2.92,1.04,10042757.0,5.24,5936458.0,3.1,4106299.0,2.14,-17782489.0,-9.28,7739732.0,4.04
2025-10-23,2.92,0.0,-17531502.0,-13.19,-7602127.0,-5.72,-9929375.0,-7.47,2574544.0,1.94,14956958.0,11.25
2025-10-24,2.9,-0.68,10668327.0,5.13,3293315.0,1.58,7375012.0,3.55,-3750481.0,-1.8,-6917845.0,-3.33
2025-10-27,2.91,0.34,-18644456.0,-11.12,-2463836.0,-1.47,-16180620.0,-9.65,10773133.0,6.43,7871322.0,4.69
2025-10-28,2.87,-1.37,606761.0,0.56,-1284017.0,-1.2,1890778.0,1.76,-2675851.0,-2.49,2069091.0,1.93
2025-10-29,2.86,-0.35,1939423.0,1.7,694038.0,0.61,1245385.0,1.09,705075.0,0.62,-2644498.0,-2.32
2025-10-30,2.86,0.0,7266969.0,4.83,2068608.0,1.37,5198361.0,3.45,-1037843.0,-0.69,-6229126.0,-4.14
2025-10-31,2.88,0.7,33770004.0,24.68,29098472.0,21.27,4671532.0,3.41,-9632545.0,-7.04,-24137459.0,-17.64
2025-11-03,2.91,1.04,889927.0,0.62,4850327.0,3.39,-3960400.0,-2.77,-3765249.0,-2.63,2875322.0,2.01
2025-11-04,2.92,0.34,-20398508.0,-14.92,-14017686.0,-10.25,-6380822.0,-4.67,676767.0,0.49,19721742.0,14.42
