日期,收盘价,涨跌幅,主力净流入-净额,主力净流入-净占比,超大单净流入-净额,超大单净流入-净占比,大单净流入-净额,大单净流入-净占比,中单净流入-净额,中单净流入-净占比,小单净流入-净额,小单净流入-净占比
2025-09-19,10.36,-0.48,-21576364.0,-5.99,-293558.0,-0.08,-21282806.0,-5.91,23326993.0,6.48,-1750631.0,-0.49
2025-09-22,10.21,-1.45,-13728143.0,-4.71,-9078526.0,-3.12,-4649617.0,-1.6,12320037.0,4.23,1408107.0,0.48
2025-09-23,10.29,0.78,31106619.0,6.81,15475835.0,3.39,15630784.0,3.42,14244325.0,3.12,-45350944.0,-9.93
2025-09-24,11.32,10.01,292315800.0,27.23,269660431.0,25.12,22655369.0,2.11,-120786272.0,-11.25,-171529534.0,-15.98
2025-09-25,12.08,6.71,-250754096.0,-9.51,-237184432.0,-8.99,-13569664.0,-0.51,20697504.0,0.78,230056576.0,8.72
2025-09-26,11.69,-3.23,-183218020.0,-14.17,-108416893.0,-8.38,-74801127.0,-5.78,13250752.0,1.02,169967248.0,13.14
2025-09-29,12.02,2.82,163559733.0,9.69,-70106683.0,-4.15,233666416.0,13.85,-83795232.0,-4.97,-79764512.0,-4.73
2025-09-30,12.46,3.66,-182386693.0,-10.62,-260035701.0,-15.14,77649008.0,4.52,92009760.0,5.36,90376912.0,5.26
2025-10-09,12.29,-1.36,-115640628.0,-9.73,-108037078.0,-9.09,-7603550.0,-0.64,24859232.0,2.09,90781408.0,7.64
2025-10-10,12.15,-1.14,80067403.0,7.65,86610596.0,8.27,-6543193.0,-0.62,-1122672.0,-0.11,-78944736.0,-7.54
2025-10-13,11.89,-2.14,-83643273.0,-10.2,-88996633.0,-10.85,5353360.0,0.65,40340793.0,4.92,43302487.0,5.28
2025-10-14,11.42,-3.95,-50265117.0,-6.04,-8922794.0,-1.07,-41342323.0,-4.97,8390650.0,1.01,41874462.0,5.03
2025-10-15,11.6,1.58,95915036.0,15.65,76562394.0,12.49,19352642.0,3.16,-15949798.0,-2.6,-79965239.0,-13.05
2025-10-16,11.46,-1.21,25551507.0,6.21,17134899.0,4.16,8416608.0,2.05,16286763.0,3.96,-41838272.0,-10.17
2025-10-17,10.8,-5.76,-92226371.0,-15.55,-90881328.0,-15.32,-1345043.0,-0.23,33846697.0,5.71,58379674.0,9.84
2025-10-20,10.86,0.56,10256602.0,2.82,-14671473.0,-4.03,24928075.0,6.84,2558889.0,0.7,-12815490.0,-3.52
2025-10-21,10.94,0.74,63254532.0,13.6,44784023.0,9.63,18470509.0,3.97,6987910.0,1.5,-70242442.0,-15.1
2025-10-22,10.73,-1.92,-2144533.0,-0.77,-1689105.0,-0.6,-455428.0,-0.16,1550787.0,0.55,593744.0,0.21
2025-10-23,11.01,2.61,73560470.0,9.15,-2114529.0,-0.26,75674999.0,9.42,64490464.0,8.02,-138050927.0,-17.18
