fs_code,trade_date,net_inflow_main,net_inflow_super,net_inflow_large,net_inflow_medium,net_inflow_small,net_inflow_main_ratio,net_inflow_super_ratio,net_inflow_large_ratio,net_inflow_medium_ratio,net_inflow_small_ratio
601233.SH,20260326,-60611669.0,5168449.0,68612772.0,81806399.0,-13193627.0,9.15,10.91,-1.76,15.93,22.26
