fs_code,trade_date,net_inflow_main,net_inflow_super,net_inflow_large,net_inflow_medium,net_inflow_small,net_inflow_main_ratio,net_inflow_super_ratio,net_inflow_large_ratio,net_inflow_medium_ratio,net_inflow_small_ratio
002207.SZ,20260326,-1189871.0,4803416.0,3911933.0,9055344.0,-5143411.0,1.29,2.98,-1.69,16.79,15.49
