fs_code,trade_date,net_inflow_main,net_inflow_super,net_inflow_large,net_inflow_medium,net_inflow_small,net_inflow_main_ratio,net_inflow_super_ratio,net_inflow_large_ratio,net_inflow_medium_ratio,net_inflow_small_ratio
001282.SZ,20260326,-8823562.0,496874.0,1198582.0,3838834.0,-2640252.0,2.14,6.84,-4.71,11.53,22.56
