fs_code,ann_date,report_date,operate_cashflow,invest_cashflow,finance_cashflow
601699.SH,20251030,20250930,2678233752.900000,-107670955.270000,-1612757223.400000
601699.SH,20250828,20250630,-860840558.700000,-108201309.110000,-1672019581.120000
601699.SH,20250429,20250331,-2420460514.730000,-84575273.560000,17886250.250000
601699.SH,20250429,20241231,4964256066.070000,-12823102998.410000,-6958668791.340000
601699.SH,20251030,20240930,3733429049.940000,-240286601.610000,-6730473726.500000
601699.SH,20250828,20240630,2854491545.200000,-237185116.700000,-6028147672.760000
601699.SH,20250429,20240331,-1564883331.760000,-245129141.860000,-151240954.420000
601699.SH,20250429,20231231,8852240335.360000,383227711.620000,-13134336698.540000
601699.SH,20241031,20230930,9282027664.670000,426236881.030000,-12605570316.590000
601699.SH,20240823,20230630,3086721584.320000,760934773.050000,-11657599080.150000
601699.SH,20240419,20230331,39813094.420000,-270154194.510000,-715996434.010000
601699.SH,20240420,20221231,33768674757.810000,-667977275.170000,-18997228609.170000
601699.SH,20231027,20220930,25983856061.300000,-2288613207.100000,-8070653922.110000
601699.SH,20230818,20220630,12362475597.650000,-620820632.890000,-6855085615.920000
601699.SH,20230427,20220331,2138852874.260000,-88883371.610000,-1763355943.850000
601699.SH,20230427,20211231,8049351126.110000,-2069046516.850000,-5718411547.840000
601699.SH,20221028,20210930,4378338981.700000,-971029338.960000,-2495401576.130000
601699.SH,20220824,20210630,2677470630.270000,-844616821.610000,-2917038031.300000
601699.SH,20220423,20210331,440473809.850000,-59304274.220000,-1508003688.500000
601699.SH,20220423,20201231,2234435480.870000,-1065020393.930000,1074558564.780000
601699.SH,20211028,20200930,135403189.060000,-976452116.400000,1024125135.380000
601699.SH,20210826,20200630,-664562471.890000,-671549134.400000,352290508.410000
601699.SH,20210426,20200331,-672673884.520000,-54874350.300000,741487563.960000
601699.SH,20210426,20191231,4459968649.740000,-1489051162.270000,-6191420387.760000
601699.SH,20201030,20190930,4896466683.690000,-1180711949.810000,-3516849813.910000
601699.SH,20200821,20190630,3511845821.700000,-981880212.110000,-3104102470.550000
601699.SH,20200430,20190331,1027088681.320000,-121166079.340000,-2056421634.470000
601699.SH,20200430,20181231,9777443242.520000,-2076549018.770000,-4001937010.570000
601699.SH,20191030,20180930,4761806487.360000,-809193246.930000,-2659393751.530000
601699.SH,20190829,20180630,683689907.180000,-751871428.130000,-1690528189.680000
601699.SH,20190426,20180331,543593189.170000,-103512344.690000,-977459295.470000
601699.SH,20190328,20171231,2373187593.960000,-698673853.100000,2695441941.760000
601699.SH,20181026,20170930,4617935569.370000,-1521577973.440000,-2047336608.210000
601699.SH,20180824,20170630,4324329492.830000,-1262991229.360000,-1214878180.650000
601699.SH,20180427,20170331,1236963237.490000,-173081173.930000,-598131562.670000
601699.SH,20180427,20161231,1133579475.910000,-804243378.070000,26409079.960000
601699.SH,20171027,20160930,594032872.380000,-1781946096.230000,427592507.480000
601699.SH,20170825,20160630,165795898.450000,-1781946096.230000,-504145401.080000
601699.SH,20170428,20160331,791282174.510000,-522480355.130000,290850020.070000
601699.SH,20170331,20151231,323704783.580000,-1843441983.870000,96738715.130000
601699.SH,20161028,20150930,484884460.690000,-1587581380.190000,673431202.090000
601699.SH,20160729,20150630,1349950155.460000,-808237997.550000,691542323.370000
601699.SH,20160428,20150331,1066006152.710000,-528177025.330000,446158318.870000
601699.SH,20160428,20141231,1911826514.820000,-4274273798.580000,3107150607.100000
601699.SH,20151030,20140930,2087882661.370000,-2491452751.880000,3012186781.860000
601699.SH,20150827,20140630,1350727013.460000,-1658580299.540000,1462071987.540000
601699.SH,20150430,20140331,224810223.090000,-1291006247.240000,846395219.300000
601699.SH,20150326,20131231,1683780748.120000,-3660811077.070000,2936595483.510000
601699.SH,20141030,20130930,1160716795.350000,-3335586851.930000,2942269281.050000
601699.SH,20140828,20130630,1096349715.610000,-2245938879.340000,2768891139.740000
601699.SH,20140430,20130331,-133540485.350000,-1048487979.010000,1804112910.970000
601699.SH,20140326,20121231,3461297541.430000,-4808064760.400000,72717701.430000
601699.SH,20131030,20120930,2775076207.490000,-2961953798.680000,-44910481.580000
601699.SH,20130829,20120630,1176504272.510000,-1882056373.930000,-189137037.400000
601699.SH,20130426,20120331,1119604260.700000,-837515781.940000,276749028.370000
601699.SH,20130327,20111231,7314114420.020000,-4739408206.480000,-1200473063.760000
601699.SH,20121031,20110930,3211497294.150000,-1689920924.150000,-1299143775.260000
601699.SH,20120829,20110630,2584719990.760000,-1391686332.300000,-671169900.110000
601699.SH,20120428,20110331,938752353.630000,-972817810.850000,-3282447.890000
601699.SH,20120330,20101231,6052599274.300000,-4746242854.760000,-115358212.490000
601699.SH,20111025,20100930,4641519641.440000,-2824568508.070000,-485559875.090000
601699.SH,20110831,20100630,3055825998.040000,-2182338763.200000,14103043.590000
601699.SH,20110429,20100331,887382721.720000,-1692105429.350000,1157722578.060000
601699.SH,20110330,20091231,4462538073.330000,-3284922372.340000,754027780.070000
601699.SH,20101027,20090930,2513404871.280000,-1331452512.840000,-745292488.990000
601699.SH,20100831,20090630,1692648658.020000,-691376389.060000,-996999445.310000
601699.SH,20100424,20090331,227457415.210000,-409777174.140000,-40640825.000000
601699.SH,20100331,20081231,3509103984.990000,-3343729865.650000,-1490726036.510000
601699.SH,20091030,20080930,1696343270.610000,-1951597657.680000,-777726773.940000
601699.SH,20090827,20080630,1004650021.630000,-1962294640.230000,-758305258.360000
601699.SH,20090423,20080331,583429590.230000,-1589494038.700000,-66848015.160000
601699.SH,20090331,20071231,2613102896.570000,-2736748945.630000,684615037.640000
601699.SH,20081027,20070930,1441301197.140000,-1829176298.220000,-253142902.390000
601699.SH,20080827,20070630,495591229.880000,-462924537.890000,-210916919.490000
601699.SH,20080428,20070331,331538605.390000,-227775084.940000,-1011146.200000
601699.SH,20080328,20061231,1819622384.380000,-1028869437.340000,1472268023.680000
601699.SH,20071029,20060930,1181462293.830000,-591668610.320000,1520025773.370000
601699.SH,20070816,20060630,733579219.480000,-333690089.860000,-149440451.430000
601699.SH,20060828,20051231,1982648629.780000,-858748812.210000,-1025509617.160000
601699.SH,20060828,20041231,1553954470.030000,-621841832.100000,-211313431.100000
601699.SH,20060828,20031231,958387950.040000,-495957313.790000,-295014522.400000
