fs_code,ann_date,report_date,operate_cashflow,invest_cashflow,finance_cashflow
601949.SH,20251031,20250930,-12146972.330000,86926590.570000,-229072947.810000
601949.SH,20250828,20250630,-249708076.150000,1188942936.040000,-26916424.320000
601949.SH,20250426,20250331,-318903304.980000,459633884.420000,-11325501.830000
601949.SH,20250426,20241231,586124725.300000,-3064750307.010000,-144255971.860000
601949.SH,20251031,20240930,-93614109.950000,-2390680112.350000,-309254013.860000
601949.SH,20250828,20240630,-279912061.080000,-1958167946.690000,-3729190.930000
601949.SH,20250426,20240331,-457545766.850000,-1629956817.390000,-7167120.860000
601949.SH,20250426,20231231,856513245.240000,1127456312.930000,-200385994.590000
601949.SH,20241031,20230930,118729437.390000,1523335467.730000,-243543045.490000
601949.SH,20240830,20230630,-121835899.570000,1468383050.580000,-216082225.790000
601949.SH,20240427,20230331,-321772219.550000,-8136250.970000,-8381826.290000
601949.SH,20240427,20221231,1177988365.420000,-893923152.180000,-507643286.150000
601949.SH,20231031,20220930,-42767409.170000,-258777457.520000,-496844215.430000
601949.SH,20230831,20220630,-86454818.710000,-73610108.390000,-251471989.940000
601949.SH,20230429,20220331,-402993515.460000,199877883.230000,-243058286.080000
601949.SH,20230429,20211231,1063933015.340000,-1009836144.190000,-283695249.580000
601949.SH,20221031,20210930,121943470.840000,-414985715.440000,-256075543.670000
601949.SH,20220831,20210630,14073469.750000,-257451289.180000,-17376528.040000
601949.SH,20220429,20210331,-339635347.090000,-23051715.130000,-10449031.270000
601949.SH,20220429,20201231,967951749.980000,-615179060.990000,-139303612.330000
601949.SH,20211029,20200930,160391479.890000,-206080935.820000,-214713955.630000
601949.SH,20210831,20200630,-96568607.460000,263233823.180000,1118139.330000
601949.SH,20210429,20200331,-332001097.460000,73832417.680000,-1914710.140000
601949.SH,20210429,20191231,798542540.630000,-861454532.870000,84487880.400000
601949.SH,20201030,20190930,-8370299.140000,-341895058.830000,59039031.410000
601949.SH,20200828,20190630,35847114.120000,288049554.830000,25771554.150000
601949.SH,20200429,20190331,-223587684.220000,531237295.770000,780076.890000
601949.SH,20200429,20181231,632950928.420000,-3785934833.880000,-146596819.420000
601949.SH,20191030,20180930,19421755.830000,-3464752780.110000,-156015705.490000
601949.SH,20190829,20180630,-129456205.940000,-3684154207.220000,12637938.320000
601949.SH,20190430,20180331,-301969710.360000,-2961820915.940000,5146085.740000
601949.SH,20190426,20171231,341461639.440000,-133242708.460000,1217560758.710000
601949.SH,20181030,20170930,-213301552.180000,-2232689133.330000,1071851298.510000
601949.SH,20180829,20170630,-279301344.790000,-1847990683.620000,-63848223.060000
601949.SH,20180427,20170331,-413069093.030000,-2384444898.670000,13737613.440000
601949.SH,20180427,20161231,431916077.990000,-372703390.090000,92802060.540000
601949.SH,20171031,20160930,-332459502.010000,-2600595988.500000,30717602.120000
601949.SH,20170818,20160630,-269282707.810000,-1993666420.330000,70636261.690000
601949.SH,20170731,20151231,333855542.070000,-350437917.090000,142478582.500000
601949.SH,20160108,20150630,-193416544.550000,-2017819432.450000,76413008.330000
601949.SH,20170731,20141231,947310512.580000,-7832133.720000,394337579.320000
601949.SH,20160108,20131231,632640808.250000,-530235037.530000,38585593.070000
601949.SH,20160108,20121231,29494469.210000,-69067650.800000,117191562.280000
