fs_code,ann_date,report_date,operate_cashflow,invest_cashflow,finance_cashflow
000524.SZ,20251031,20250930,201530427.860000,67936153.310000,-77550953.820000
000524.SZ,20250827,20250630,124779638.840000,149191270.530000,-67736183.760000
000524.SZ,20250429,20250331,-93451888.050000,-25935380.110000,-6109851.290000
000524.SZ,20250329,20241231,373503888.900000,-12207739.760000,-48897872.740000
000524.SZ,20251031,20240930,299856323.740000,20014314.450000,-23423921.250000
000524.SZ,20250827,20240630,126509574.810000,-38488031.360000,-10788223.380000
000524.SZ,20250429,20240331,-13878090.800000,-18268225.800000,-4957781.550000
000524.SZ,20250329,20231231,417005290.890000,-114986521.540000,-58301125.170000
000524.SZ,20241031,20230930,383660282.630000,-96611496.810000,-41000771.700000
000524.SZ,20240828,20230630,191776818.630000,-55462102.520000,-10063708.930000
000524.SZ,20240427,20230331,22431541.530000,-25080034.840000,-1383645.570000
000524.SZ,20240323,20221231,-48689721.830000,-263200496.190000,3073589.010000
000524.SZ,20231027,20220930,22656493.880000,-246169867.980000,3507991.760000
000524.SZ,20230824,20220630,-90936605.890000,-219317856.790000,-4275130.300000
000524.SZ,20230426,20220331,-121339051.190000,-6225842.940000,-1704596.210000
000524.SZ,20230330,20211231,-98940052.640000,-86438285.600000,-46079952.130000
000524.SZ,20221028,20210930,-70730463.510000,-61572128.870000,-30973391.040000
000524.SZ,20220824,20210630,-154885754.970000,-48053416.750000,-28833658.100000
000524.SZ,20220430,20210331,-118036642.020000,-33384110.410000,-24103418.250000
000524.SZ,20220322,20201231,-427835843.720000,-30934515.680000,-453712247.990000
000524.SZ,20211030,20200930,-294543367.690000,26681324.740000,-480120404.270000
000524.SZ,20210831,20200630,-467435855.010000,73945810.220000,-277604165.910000
000524.SZ,20210430,20200331,-340792279.490000,-518599397.560000,-368322302.270000
000524.SZ,20210420,20191231,314326776.680000,613283860.180000,-130775524.300000
000524.SZ,20201030,20190930,269706562.000000,238742231.380000,-139402033.660000
000524.SZ,20200828,20190630,105916829.620000,814267323.750000,-94070481.220000
000524.SZ,20200430,20190331,-17028653.070000,-224841375.770000,6054502.190000
000524.SZ,20200430,20181231,247047436.840000,352401670.680000,-235634946.500000
000524.SZ,20191030,20180930,293162222.770000,-471525144.880000,-210750538.090000
000524.SZ,20190827,20180630,109006303.390000,-448418775.750000,-59324805.840000
000524.SZ,20190430,20180331,-71011602.830000,-324268328.240000,-3951498.080000
000524.SZ,20190411,20171231,510112834.060000,-1393471392.200000,1361740097.880000
000524.SZ,20181031,20170930,488258711.820000,-1175398627.570000,917069023.510000
000524.SZ,20180830,20170630,257998238.600000,-81337121.820000,937063297.840000
000524.SZ,20180428,20170331,-26614483.320000,-258260008.940000,78327953.230000
000524.SZ,20180418,20161231,134331046.240000,-175587332.550000,-29430895.370000
000524.SZ,20171031,20160930,95896191.380000,-336295580.930000,-27570560.000000
000524.SZ,20170831,20160630,-21960486.410000,-354330419.940000,-78327967.930000
000524.SZ,20170429,20160331,-58391679.430000,-339569313.380000,333822.030000
000524.SZ,20170318,20151231,54623578.850000,91862697.900000,0.000000
000524.SZ,20161031,20150930,37445403.550000,-39088654.170000,0.000000
000524.SZ,20160827,20150630,16600498.900000,-34853747.740000,0.000000
000524.SZ,20160422,20150331,6485543.660000,-26350710.300000,0.000000
000524.SZ,20160319,20141231,49545333.140000,-72152393.700000,-26158353.160000
000524.SZ,20151031,20140930,23374838.650000,-69688867.810000,-26094875.660000
000524.SZ,20150815,20140630,8759581.270000,-8622183.380000,-31062367.690000
000524.SZ,20150422,20140331,-5826167.800000,-31304191.910000,0.000000
000524.SZ,20150314,20131231,58295350.730000,-127495289.680000,-14174562.760000
000524.SZ,20141027,20130930,36248530.290000,-126093069.250000,-13915951.200000
000524.SZ,20140813,20130630,14709018.010000,-123598441.640000,-9699488.500000
000524.SZ,20140416,20130331,6584665.210000,-124032807.400000,0.000000
000524.SZ,20140315,20121231,89528539.900000,-8318769.290000,0.000000
000524.SZ,20131024,20120930,53207826.220000,-66127623.310000,0.000000
000524.SZ,20130803,20120630,31817409.480000,-3685924.770000,0.000000
000524.SZ,20130420,20120331,15905930.340000,-2125967.860000,0.000000
000524.SZ,20130302,20111231,81488221.220000,-16443973.140000,-1007132.400000
000524.SZ,20121024,20110930,47304961.650000,-6319562.580000,0.000000
000524.SZ,20120804,20110630,31750393.440000,-2892310.800000,0.000000
000524.SZ,20120419,20110331,13637781.310000,-2013978.500000,0.000000
000524.SZ,20120310,20101231,49121032.510000,11101210.270000,-45706718.250000
000524.SZ,20111025,20100930,25476557.240000,-401955.650000,-45706718.250000
000524.SZ,20110805,20100630,18281828.020000,-3260178.820000,-45706718.250000
000524.SZ,20110423,20100331,9114149.520000,-3041924.390000,-537637.500000
000524.SZ,20110318,20091231,5271268.720000,-13984864.950000,-2258898.750000
000524.SZ,20101018,20090930,-22802338.090000,-12460801.920000,-1715287.500000
000524.SZ,20100805,20090630,-16627251.890000,-11747179.110000,-1153822.500000
000524.SZ,20100426,20090331,-17098745.590000,-6969585.810000,-601132.500000
000524.SZ,20100415,20081231,33689023.300000,814931.040000,-24033150.000000
000524.SZ,20091029,20080930,15228655.180000,-15596676.460000,2127425.000000
000524.SZ,20090831,20080630,11235348.710000,-7577537.000000,-16805075.000000
000524.SZ,20090430,20080331,1637646.550000,-5474248.500000,-15873575.000000
000524.SZ,20090430,20071231,103595562.180000,-38916381.450000,-62575296.770000
000524.SZ,20081029,20070930,55861061.440000,-32682298.760000,-25340647.040000
000524.SZ,20080825,20070630,51003993.680000,-28807429.250000,-22526282.500000
000524.SZ,20080428,20070331,9964001.710000,-13113542.310000,8685025.000000
000524.SZ,20080424,20061231,104990801.950000,-92186712.360000,-1370992.000000
000524.SZ,20071031,20060930,71751463.330000,-63171152.520000,-10460032.390000
000524.SZ,20070816,20060630,50599082.990000,-25116007.770000,-19375152.390000
000524.SZ,20070424,20060331,21561703.680000,-12219618.840000,-7765532.890000
000524.SZ,20060328,20051231,113046105.570000,-79533917.260000,-20231721.390000
000524.SZ,20051028,20050930,69322461.870000,-68649591.030000,-3740842.890000
000524.SZ,20050730,20050630,45066918.620000,-54535996.020000,7826129.610000
000524.SZ,20050429,20050331,24028544.620000,-31809764.530000,33832455.940000
000524.SZ,20050421,20041231,78375648.630000,-70479173.090000,-50799262.170000
000524.SZ,20041027,20040930,72424547.680000,-62822460.430000,-55290387.500000
000524.SZ,20040818,20040630,31268220.000000,-51762518.190000,-23670447.500000
000524.SZ,20040429,20040331,5361897.750000,-22899125.270000,-1812037.500000
000524.SZ,20040417,20031231,5553337.240000,-187591272.440000,148521165.000000
000524.SZ,20031030,20030930,-4563805.620000,-143766807.670000,79584492.500000
000524.SZ,20030827,20030630,-9563228.960000,-48067600.240000,
000524.SZ,20030424,20030331,4359397.000000,-23848253.430000,
000524.SZ,20030411,20021231,48531808.170000,-43841693.650000,
000524.SZ,20020824,20020630,16948302.590000,-24072133.420000,
000524.SZ,20020410,20011231,28960163.700000,-33351827.980000,-25173653.080000
000524.SZ,20010823,20010630,25050229.480000,-13386416.570000,-185973.360000
000524.SZ,20010404,20001231,45216164.220000,5908744.080000,-319592.530000
000524.SZ,20000805,20000630,12718460.330000,7269943.560000,
000524.SZ,20000422,19991231,43543483.490000,-7044996.960000,-5267167.120000
000524.SZ,19990417,19981231,-1607452.640000,-53866064.870000,-61815155.750000
