fs_code,ann_date,report_date,operate_cashflow,invest_cashflow,finance_cashflow
600585.SH,20260325,20251231,16643907685.000000,-13934029052.000000,-8297731210.000000
600585.SH,20251031,20250930,11099688251.000000,-11289916035.000000,-6305734293.000000
600585.SH,20250827,20250630,8286543551.000000,-6568435433.000000,-4462241648.000000
600585.SH,20250430,20250331,502573548.000000,-254304451.000000,-747839978.000000
600585.SH,20260325,20241231,18476252523.000000,-13326237630.000000,-385476174.000000
600585.SH,20251031,20240930,10347782944.000000,-6767086621.000000,2810214014.000000
600585.SH,20250827,20240630,6870679207.000000,-1622370128.000000,-2962380131.000000
600585.SH,20250430,20240331,159585210.000000,-847235460.000000,580427108.000000
600585.SH,20250325,20231231,20074155896.000000,-19306336779.000000,-5548401633.000000
600585.SH,20241030,20230930,9656985995.000000,-10749507691.000000,-2431485454.000000
600585.SH,20240828,20230630,5061236046.000000,-3454240603.000000,-3645155955.000000
600585.SH,20240427,20230331,3108356197.000000,-1049753693.000000,68482213.000000
600585.SH,20240320,20221231,9649267916.000000,-5280634362.000000,-5723457004.000000
600585.SH,20231028,20220930,9592711709.000000,-3058949763.000000,-2973742739.000000
600585.SH,20230822,20220630,4468348253.000000,-6008821259.000000,-2961613012.000000
600585.SH,20230427,20220331,2873016219.000000,-8959852503.000000,3174747366.000000
600585.SH,20230328,20211231,33895232445.000000,-21664492398.000000,-11602468025.000000
600585.SH,20221028,20210930,21444102206.000000,-12188050498.000000,-11708773397.000000
600585.SH,20220826,20210630,12341036127.000000,-9912606990.000000,-11955183027.000000
600585.SH,20220429,20210331,4955235602.000000,450034840.000000,-247929559.000000
600585.SH,20220326,20201231,34822097573.000000,-26753723562.000000,-13207324816.000000
600585.SH,20211029,20200930,23578730079.000000,-19837610943.000000,-9999856655.000000
600585.SH,20210828,20200630,14561589897.000000,-9749425188.000000,-9805040131.000000
600585.SH,20210428,20200331,2308410481.000000,-2802610246.000000,-464099057.000000
600585.SH,20210326,20191231,40738204985.000000,-20688847530.000000,-7911895159.000000
600585.SH,20201028,20190930,26015474400.000000,-9923031331.000000,-8262942261.000000
600585.SH,20200822,20190630,14504323695.000000,423736365.000000,-9018218204.000000
600585.SH,20200428,20190331,5012392822.000000,5174633189.000000,721653993.000000
600585.SH,20200321,20181231,36058966899.000000,-25669697047.000000,-10980002182.000000
600585.SH,20191023,20180930,20638241562.000000,-2555697018.000000,-10145881957.000000
600585.SH,20190823,20180630,11946486450.000000,-1068048472.000000,-10211405713.000000
600585.SH,20190427,20180331,3054024789.000000,1841886856.000000,-920829653.000000
600585.SH,20190322,20171231,17363026840.000000,-5202647658.000000,-7499607526.000000
