fs_code,ann_date,report_date,operate_cashflow,invest_cashflow,finance_cashflow
002047.SZ,20251031,20250930,-46083306.980000,-1436626.670000,-384172085.480000
002047.SZ,20250829,20250630,27797061.610000,-21205858.630000,-258813869.800000
002047.SZ,20250430,20250331,-44686687.220000,-2565953.030000,-339929745.860000
002047.SZ,20250425,20241231,-237346601.650000,-245457714.490000,556623656.360000
002047.SZ,20251031,20240930,-137216060.160000,-69010481.040000,172352605.400000
002047.SZ,20250829,20240630,-123270387.870000,-69210146.530000,171600311.470000
002047.SZ,20250430,20240331,-242285490.630000,-17169823.010000,299540226.030000
002047.SZ,20250425,20231231,-369971508.440000,-93763078.420000,728919873.700000
002047.SZ,20241030,20230930,-337028727.120000,-64831916.860000,635550463.800000
002047.SZ,20240831,20230630,-113598463.280000,-51895804.250000,544375900.090000
002047.SZ,20240430,20230331,-67472925.610000,187177.720000,212112950.560000
002047.SZ,20240427,20221231,-259610565.590000,-74252443.370000,332138079.780000
002047.SZ,20231028,20220930,-293389046.720000,-8557271.030000,271989642.140000
002047.SZ,20230830,20220630,-292116138.460000,-21633717.020000,311837285.410000
002047.SZ,20230428,20220331,-163492370.340000,-20656011.300000,440155123.290000
002047.SZ,20230425,20211231,165093689.200000,-197025327.630000,-85417352.410000
002047.SZ,20221029,20210930,526634098.670000,-196340155.320000,-401800471.170000
002047.SZ,20220827,20210630,211620911.590000,-127200307.110000,-19563592.830000
002047.SZ,20220430,20210331,211847112.720000,-2889117.880000,-183367481.570000
002047.SZ,20220430,20201231,796014182.990000,-95295272.320000,-627383772.530000
002047.SZ,20211030,20200930,136258693.090000,-112271681.710000,56132423.700000
002047.SZ,20210827,20200630,-293078462.640000,-111714028.870000,829398878.660000
002047.SZ,20210428,20200331,-243288407.100000,-49269022.490000,329372534.750000
002047.SZ,20210428,20191231,745372364.690000,14829354.680000,-1200424152.590000
002047.SZ,20201029,20190930,163673515.600000,38424683.270000,-615466563.440000
002047.SZ,20200828,20190630,43607576.470000,39230539.870000,-303506903.520000
002047.SZ,20200430,20190331,-344254283.110000,45875569.320000,58371690.570000
002047.SZ,20200430,20181231,-799352429.640000,98531314.500000,-152676156.780000
002047.SZ,20191029,20180930,-588528224.460000,114138050.100000,-375749461.440000
002047.SZ,20190822,20180630,-548165502.590000,114047628.450000,-110484840.410000
002047.SZ,20190427,20180331,-699613197.420000,-19444915.420000,250772599.630000
002047.SZ,20190427,20171231,-396716558.140000,-40809631.410000,881589374.570000
002047.SZ,20181025,20170930,-699598781.980000,-109159031.990000,806089595.650000
002047.SZ,20180830,20170630,-435461207.550000,-132118026.760000,-6704855.350000
002047.SZ,20180428,20170331,-438511800.990000,-118679822.720000,99074435.800000
002047.SZ,20180421,20161231,-569343508.410000,-57290972.360000,964255251.510000
002047.SZ,20171028,20160930,-985220457.630000,-112364106.950000,812058456.710000
002047.SZ,20170828,20160630,-586088276.480000,-110655912.210000,682713820.060000
002047.SZ,20170429,20160331,-344899601.280000,-101263557.370000,194335545.120000
002047.SZ,20170427,20151231,344370942.530000,-267615669.360000,200147072.630000
002047.SZ,20161027,20150930,-263205850.910000,-130992421.290000,370664448.360000
002047.SZ,20160826,20150630,-302843131.900000,-127123453.720000,283277087.810000
002047.SZ,20160428,20150331,-135978642.380000,-30689036.250000,38129850.790000
002047.SZ,20160415,20141231,-738645006.920000,-126253604.450000,879303539.650000
002047.SZ,20151029,20140930,-712582434.300000,-112297058.400000,986253484.040000
002047.SZ,20150818,20140630,-401352445.620000,-111056817.690000,908696737.410000
002047.SZ,20150428,20140331,-449938521.150000,-20794937.230000,929237007.440000
002047.SZ,20150428,20131231,-448596095.110000,146156508.650000,316746249.940000
002047.SZ,20141027,20130930,-632698505.530000,-3371517.270000,226667135.220000
002047.SZ,20140828,20130630,-323001144.970000,-1520345.040000,135368659.780000
002047.SZ,20140426,20130331,-490463988.050000,-2023339.000000,152483492.630000
002047.SZ,20140424,20121231,143725938.410000,-41025244.900000,-118617052.540000
002047.SZ,20131028,20120930,-19216233.570000,-12941085.800000,-9145218.270000
002047.SZ,20130802,20120630,-22482675.760000,-42198611.280000,-6146999.000000
002047.SZ,20130422,20120331,4317150.100000,-19784957.720000,-3137747.470000
002047.SZ,20130412,20111231,-38932387.410000,65573126.490000,22980682.410000
002047.SZ,20121024,20110930,-7862580.400000,-7774538.660000,-5554439.200000
002047.SZ,20120828,20110630,-13487279.170000,-1930689.560000,29385505.050000
002047.SZ,20120426,20110331,-27094334.060000,-20893459.230000,0.000000
002047.SZ,20120425,20101231,17810699.280000,-117117237.550000,98828674.920000
002047.SZ,20111028,20100930,38698724.740000,-33696149.160000,110626296.170000
002047.SZ,20110827,20100630,21369084.410000,-24135085.560000,53843601.370000
002047.SZ,20110429,20100331,51398832.840000,-39883535.860000,54610400.000000
002047.SZ,20110323,20091231,47564469.430000,-110066443.240000,-120124757.420000
002047.SZ,20101028,20090930,-11637560.510000,37224754.590000,-43939561.160000
002047.SZ,20100818,20090630,40370032.040000,-27198757.570000,-77682723.090000
002047.SZ,20100424,20090331,10977948.400000,88138328.700000,-58837797.510000
002047.SZ,20100327,20081231,-49048528.330000,-58738271.440000,79227950.120000
002047.SZ,20091024,20080930,-66706060.620000,17149494.050000,87347128.480000
002047.SZ,20090828,20080630,-9597808.290000,68506675.200000,108000195.740000
002047.SZ,20090422,20080331,-36322654.300000,63213207.230000,87822723.900000
002047.SZ,20090418,20071231,136416129.300000,-117058314.800000,55381351.750000
002047.SZ,20081028,20070930,69603051.540000,-37882102.640000,41434251.110000
002047.SZ,20080822,20070630,49874369.150000,-32658660.540000,29018221.050000
002047.SZ,20080422,20070331,-13182483.670000,-30953888.760000,-1692052.740000
002047.SZ,20080419,20061231,-44984878.990000,183412143.770000,24729771.390000
002047.SZ,20071027,20060930,-88245067.960000,-14566315.400000,65838282.860000
002047.SZ,20070825,20060630,-78408431.170000,-7624698.000000,75249809.660000
002047.SZ,20070424,20060331,-69842798.590000,-230913.030000,16000000.000000
002047.SZ,20060418,20051231,99284140.330000,-328981494.180000,252281427.510000
002047.SZ,20051029,20050930,42263861.110000,-10116593.080000,266188144.470000
002047.SZ,20050825,20050630,49066048.820000,-8956516.080000,381372837.480000
002047.SZ,20050422,20041231,84964158.630000,-10009912.060000,22802384.890000
002047.SZ,20051029,20040930,42331449.150000,-12102997.730000,11891713.100000
002047.SZ,20050422,20031231,15927403.200000,-27149335.670000,-6173486.380000
