fs_code,ann_date,report_date,revenue,revenue_yoy,net_profit,net_profit_yoy,gross_margin,roe
002072.SZ,20260211,20251231,464722321.090000,0,-22182599.110000,0,0,0
002072.SZ,20251031,20250930,382436498.540000,0,-21127678.510000,0,0,0
002072.SZ,20250830,20250630,259276332.730000,0,-20407487.170000,0,0,0
002072.SZ,20250425,20250331,133336225.630000,0,-2553392.670000,0,0,0
002072.SZ,20260211,20241231,627100954.850000,0,-1785163.860000,0,0,0
002072.SZ,20251031,20240930,501775937.250000,0,-2533087.730000,0,0,0
002072.SZ,20250830,20240630,328156146.130000,0,4608594.410000,0,0,0
002072.SZ,20250425,20240331,141830905.810000,0,1380801.770000,0,0,0
002072.SZ,20250425,20231231,336431196.200000,0,1880320.480000,0,0,0
002072.SZ,20241030,20230930,215339728.910000,0,-431641.110000,0,0,0
002072.SZ,20240828,20230630,146946371.960000,0,-684436.580000,0,0,0
002072.SZ,20240425,20230331,71562882.030000,0,-801460.480000,0,0,0
002072.SZ,20240425,20221231,359128086.530000,0,-10511958.370000,0,0,0
002072.SZ,20231030,20220930,263518194.380000,0,-7480450.100000,0,0,0
002072.SZ,20230825,20220630,189981367.650000,0,-3391520.260000,0,0,0
002072.SZ,20230428,20220331,101454648.400000,0,1518571.550000,0,0,0
002072.SZ,20230218,20211231,127165540.690000,0,8675371.400000,0,0,0
002072.SZ,20221029,20210930,19107932.180000,0,-5720285.020000,0,0,0
002072.SZ,20220825,20210630,14328183.490000,0,-2932214.290000,0,0,0
002072.SZ,20220429,20210331,7846812.410000,0,-1965829.290000,0,0,0
002072.SZ,20220429,20201231,26513668.410000,0,-202331476.920000,0,0,0
002072.SZ,20211027,20200930,20967383.820000,0,4299604.200000,0,0,0
002072.SZ,20210827,20200630,15541769.220000,0,4003685.480000,0,0,0
002072.SZ,20210428,20200331,7044886.280000,0,2275899.070000,0,0,0
002072.SZ,20210130,20191231,15326699.970000,0,8541181.020000,0,0,0
002072.SZ,20201027,20190930,73842583.260000,0,-18853537.680000,0,0,0
002072.SZ,20200825,20190630,17453194.990000,0,-15918236.000000,0,0,0
002072.SZ,20200430,20190331,2426179.210000,0,-3831475.220000,0,0,0
002072.SZ,20200430,20181231,25035581.280000,0,-251795262.050000,0,0,0
002072.SZ,20191023,20180930,58028809.080000,0,-18181761.810000,0,0,0
002072.SZ,20190821,20180630,52117194.700000,0,-11194869.240000,0,0,0
002072.SZ,20190430,20180331,42306896.510000,0,-4673084.130000,0,0,0
002072.SZ,20190430,20171231,78020884.850000,0,-35187904.200000,0,0,0
002072.SZ,20181025,20170930,78067871.690000,0,4790974.900000,0,0,0
002072.SZ,20180824,20170630,51024768.520000,0,2730972.610000,0,0,0
002072.SZ,20180428,20170331,22204565.180000,0,-2808873.690000,0,0,0
002072.SZ,20180428,20161231,33633615.040000,0,14356359.470000,0,0,0
