fs_code,ann_date,report_date,operate_cashflow,invest_cashflow,finance_cashflow
600050.SH,20260320,20251231,91410552538.000000,-69653924417.000000,-25000851872.000000
600050.SH,20251023,20250930,58363344989.000000,-43685895717.000000,-15405945007.000000
600050.SH,20250813,20250630,29298961010.000000,-27971120544.000000,-9775592127.000000
600050.SH,20250418,20250331,7846183063.000000,-10385648553.000000,-3570876530.000000
600050.SH,20260320,20241231,91255016708.000000,-84661822196.000000,-25908818765.000000
600050.SH,20251023,20240930,58250837732.000000,-40009483871.000000,-16459247201.000000
600050.SH,20250813,20240630,30137992038.000000,-22751981144.000000,-9299008350.000000
600050.SH,20250418,20240331,10863817883.000000,-8593761557.000000,-4942345584.000000
600050.SH,20250319,20231231,104341628980.000000,-85539276507.000000,-26506953231.000000
600050.SH,20241023,20230930,67701685792.000000,-46334392465.000000,-17365736955.000000
600050.SH,20240816,20230630,39237076413.000000,-35256857213.000000,-7162947197.000000
600050.SH,20240420,20230331,17361777540.000000,-17621580579.000000,-1839049837.000000
600050.SH,20240320,20221231,101708329006.000000,-56126867171.000000,-24949155792.000000
600050.SH,20231025,20220930,72609220143.000000,-29685551663.000000,-20637955851.000000
600050.SH,20230810,20220630,42838273457.000000,-18046125730.000000,-14621957268.000000
600050.SH,20230419,20220331,14277388002.000000,-7979417335.000000,-10492190968.000000
600050.SH,20230309,20211231,111971577348.000000,-74779778150.000000,-25910331384.000000
600050.SH,20221029,20210930,79488482605.000000,-56473726720.000000,-20641416243.000000
600050.SH,20220809,20210630,51415346436.000000,-33120473589.000000,-18820841553.000000
600050.SH,20220422,20210331,20290837285.000000,-17174189844.000000,-7340952585.000000
600050.SH,20220312,20201231,107333764603.000000,-92016799842.000000,-26981837202.000000
600050.SH,20211022,20200930,76816057334.000000,-68491161267.000000,-21942683449.000000
600050.SH,20210820,20200630,48636520694.000000,-45178672239.000000,-12023391092.000000
600050.SH,20210422,20200331,18936308946.000000,-16482218169.000000,-2929664537.000000
600050.SH,20210312,20191231,96208235799.000000,-58877259973.000000,-32469497587.000000
600050.SH,20201022,20190930,76770788925.000000,-47818883525.000000,-29610403282.000000
600050.SH,20200813,20190630,43587468474.000000,-27068846281.000000,-19025363759.000000
600050.SH,20200423,20190331,19083898477.000000,-14231456446.000000,-4230648552.000000
600050.SH,20200324,20181231,94829725347.000000,-61167017208.000000,-36549771905.000000
