fs_code,ann_date,report_date,operate_cashflow,invest_cashflow,finance_cashflow
601963.SH,20260325,20251231,49435593000.000000,-52328976000.000000,6522829000.000000
601963.SH,20251025,20250930,54368226000.000000,-49404163000.000000,3372754000.000000
601963.SH,20250823,20250630,40093519000.000000,-45431761000.000000,2875706000.000000
601963.SH,20250426,20250331,41375516000.000000,-36502508000.000000,-4479067000.000000
601963.SH,20260325,20241231,-20746886000.000000,-14500021000.000000,32208270000.000000
601963.SH,20251025,20240930,-32384875000.000000,12307477000.000000,13783674000.000000
601963.SH,20250823,20240630,-37914423000.000000,33009757000.000000,283206000.000000
601963.SH,20250426,20240331,-19281439000.000000,22293332000.000000,-9576375000.000000
601963.SH,20250322,20231231,4449352000.000000,-20977102000.000000,16319636000.000000
601963.SH,20241031,20230930,-9072256000.000000,-18598084000.000000,23785643000.000000
601963.SH,20240831,20230630,-6797202000.000000,-14341502000.000000,14890564000.000000
601963.SH,20240427,20230331,4295652000.000000,-11769564000.000000,-59767000.000000
601963.SH,20240328,20221231,5311657000.000000,-12892858000.000000,9944601000.000000
601963.SH,20231028,20220930,-11615917000.000000,-12585716000.000000,18998200000.000000
601963.SH,20230831,20220630,-4240012000.000000,-11581684000.000000,9222293000.000000
601963.SH,20230428,20220331,-25339566000.000000,13018737000.000000,11631891000.000000
601963.SH,20230331,20211231,5085209000.000000,-15841481000.000000,16273736000.000000
601963.SH,20221027,20210930,-10109419000.000000,-8292978000.000000,20891615000.000000
601963.SH,20220831,20210630,-21039632000.000000,-96347000.000000,24166268000.000000
601963.SH,20220430,20210331,-7860809000.000000,-2382270000.000000,8076873000.000000
601963.SH,20220401,20201231,32211063000.000000,-21680985000.000000,-8714598000.000000
601963.SH,20211030,20200930,24649156000.000000,-19178712000.000000,-2486004000.000000
601963.SH,20210831,20200630,10726257000.000000,-9480438000.000000,-35624000.000000
601963.SH,20210429,20200331,8266958000.000000,-3091289000.000000,-1696350000.000000
601963.SH,20210331,20191231,-2711725000.000000,-5637172000.000000,3995778000.000000
601963.SH,20201222,20190930,-716300000.000000,3162910000.000000,-3757179000.000000
601963.SH,20190830,20190630,4932135000.000000,-3660664000.000000,-697562000.000000
601963.SH,20190430,20190331,2369127000.000000,-312516000.000000,-1825398000.000000
601963.SH,20201222,20181231,-34163311000.000000,24306956000.000000,3246425000.000000
601963.SH,20201015,20180930,-24382823000.000000,26382492000.000000,-6246802000.000000
601963.SH,20181031,20180630,-13830687000.000000,19007995000.000000,-2010633000.000000
601963.SH,20201022,20180331,-13714737000.000000,12006726000.000000,343000.000000
601963.SH,20201222,20171231,-6934186000.000000,-33716709000.000000,36473482000.000000
601963.SH,20171027,20170930,-3533243000.000000,-11912121000.000000,30226847000.000000
601963.SH,20170904,20170630,-12613426000.000000,-14932983000.000000,32415297000.000000
601963.SH,20170427,20170331,-12078658000.000000,-8304298000.000000,30498332000.000000
601963.SH,20180615,20161231,-20216460000.000000,-7202535000.000000,34004421000.000000
601963.SH,20161031,20160930,-19158467000.000000,8869788000.000000,18829232000.000000
601963.SH,20170315,20160630,-18358550000.000000,-2631124000.000000,24560714000.000000
601963.SH,20160422,20160331,-157405000.000000,758021000.000000,14685428000.000000
601963.SH,20180615,20151231,16716424000.000000,-26658836000.000000,16265068000.000000
601963.SH,20151030,20150930,5958210000.000000,-12461411000.000000,7949004000.000000
601963.SH,20160216,20150630,6580266000.000000,-2565671000.000000,2026572000.000000
601963.SH,20150609,20150331,16754513000.000000,-4852787000.000000,3441940000.000000
601963.SH,20170315,20141231,21781206000.000000,-22564260000.000000,-1675811000.000000
601963.SH,20140819,20140630,7146360000.000000,-7212838000.000000,-1098476000.000000
601963.SH,20170315,20131231,15272881000.000000,-13052876000.000000,5825742000.000000
601963.SH,20130419,20121231,14038955000.000000,-16211135000.000000,641716000.000000
601963.SH,20130419,20111231,571929000.000000,2458649000.000000,-158611000.000000
601963.SH,20120315,20110630,851357000.000000,2875630000.000000,-158143000.000000
601963.SH,20130419,20101231,5848034000.000000,-5824121000.000000,-160919000.000000
601963.SH,20120315,20091231,4940797000.000000,-6104644000.000000,893036000.000000
601963.SH,20120315,20081231,504771000.000000,-966887000.000000,-7269000.000000
601963.SH,20090325,20080630,-2574050000.000000,-822989000.000000,-7208000.000000
601963.SH,20090325,20071231,5149955000.000000,-1871884000.000000,-70368000.000000
601963.SH,20090325,20061231,-1622885000.000000,-614778000.000000,349942000.000000
601963.SH,20090325,20051231,2226306000.000000,-1146950000.000000,400000000.000000
601963.SH,20050530,20041231,98770991.070000,1699041791.060000,
