fs_code,ann_date,report_date,total_assets,total_liab,total_equity,current_assets,current_liab
601333.SH,20251031,20250930,36977383769.000000,8833815675.000000,0,10905391264.000000,6689085981.000000
601333.SH,20250829,20250630,36748779958.000000,8930837277.000000,0,10434324764.000000,6825730766.000000
601333.SH,20250430,20250331,36189454267.000000,8589904968.000000,0,9713930231.000000,5977472255.000000
601333.SH,20251031,20241231,36567255729.000000,9498035713.000000,0,9654398179.000000,6878481257.000000
601333.SH,20241031,20240930,36946765780.000000,9759050894.000000,0,10072555149.000000,6856380410.000000
601333.SH,20240829,20240630,37513156357.000000,10640280104.000000,0,10168492934.000000,7729973906.000000
601333.SH,20240430,20240331,37541511049.000000,10580100535.000000,0,9693349624.000000,7667051465.000000
601333.SH,20250328,20231231,37234946966.000000,10882951167.000000,0,8798279200.000000,8022240767.000000
601333.SH,20231031,20230930,36959071904.000000,10622412860.000000,0,8195757672.000000,7749369012.000000
601333.SH,20230830,20230630,36863889573.000000,10887092739.000000,0,7702832748.000000,7989033987.000000
601333.SH,20230428,20230331,37214865410.000000,11526321618.000000,0,7719579596.000000,8132984882.000000
601333.SH,20240329,20221231,37041375827.000000,11788174887.000000,0,6969323012.000000,8887431858.000000
601333.SH,20221028,20220930,37402213026.000000,11106088580.000000,0,7149516336.000000,8274430046.000000
601333.SH,20220831,20220630,37052788738.000000,10545562470.000000,0,6757264061.000000,7907164194.000000
601333.SH,20220429,20220331,36728169181.000000,9887831239.000000,0,6376171867.000000,7742402213.000000
601333.SH,20230330,20211231,37403422526.000000,10198985923.000000,0,6735513535.000000,8040168473.000000
601333.SH,20211029,20210930,37467765557.000000,9489170617.000000,0,7071641277.000000,7273993272.000000
601333.SH,20210831,20210630,36679408280.000000,8518902527.000000,0,6864455291.000000,7040811511.000000
601333.SH,20210428,20210331,36867346357.000000,8778961551.000000,0,6687919624.000000,7226193232.000000
601333.SH,20220331,20201231,36780451862.000000,8624281337.000000,0,6258836713.000000,7144736728.000000
601333.SH,20201029,20200930,35990788727.000000,8392397962.000000,0,6277991146.000000,7109011320.000000
601333.SH,20200828,20200630,36453606688.000000,8352249610.000000,0,6755281714.000000,7065547184.000000
601333.SH,20200429,20200331,36257764194.000000,7579742515.000000,0,6434412528.000000,6304627185.000000
601333.SH,20210330,20191231,36893133065.000000,7753850284.000000,0,6703936637.000000,6477042885.000000
601333.SH,20191030,20190930,36564052096.000000,7298019942.000000,0,6566689838.000000,6005435577.000000
601333.SH,20190823,20190630,36341750604.000000,7190343778.000000,0,6566294479.000000,5911381975.000000
601333.SH,20190426,20190331,36360548077.000000,7155730798.000000,0,6448106951.000000,5867648362.000000
601333.SH,20200331,20181231,35402238770.000000,6585908455.000000,0,6356677522.000000,6422245022.000000
601333.SH,20181026,20180930,34365248146.000000,5367848544.000000,0,6574527860.000000,5196036225.000000
601333.SH,20180823,20180630,34504353687.000000,5812043082.000000,0,6820909450.000000,5640202984.000000
601333.SH,20180426,20180331,33999738254.000000,4947685954.000000,0,6315647479.000000,4775733544.000000
601333.SH,20190328,20171231,33994238908.000000,5337158089.000000,0,6057885421.000000,5164976102.000000
601333.SH,20171026,20170930,32483403209.000000,4133807430.000000,0,5705874709.000000,3960660581.000000
601333.SH,20170825,20170630,32280316807.000000,4310726110.000000,0,5481489539.000000,4136782413.000000
601333.SH,20170427,20170331,32567620906.000000,4256133990.000000,0,5656330826.000000,4080956645.000000
601333.SH,20180329,20161231,32870258463.000000,4840203673.000000,0,5495119629.000000,4664510680.000000
601333.SH,20161027,20160930,31355975205.000000,3393414976.000000,0,5829335304.000000,3216543976.000000
601333.SH,20160825,20160630,31514009527.000000,3956757655.000000,0,5770591613.000000,3777674845.000000
601333.SH,20160428,20160331,31496953086.000000,3727386048.000000,0,5554636867.000000,3547129975.000000
601333.SH,20170330,20151231,31943271998.000000,4499011890.000000,0,5662539293.000000,4323650940.000000
601333.SH,20151029,20150930,30724507947.000000,3466548298.000000,0,5257036336.000000,3306120287.000000
601333.SH,20150827,20150630,30572352951.000000,3728520039.000000,0,4985032617.000000,3568370980.000000
601333.SH,20150429,20150331,30363308957.000000,3314612480.000000,0,4810520275.000000,3226462318.000000
601333.SH,20160330,20141231,30536662375.000000,3750204680.000000,0,4672547123.000000,3661433763.000000
601333.SH,20141030,20140930,33503616531.000000,6727002841.000000,0,7987033342.000000,6637558095.000000
601333.SH,20140822,20140630,33510637797.000000,7054294046.000000,0,7827523019.000000,6964069325.000000
601333.SH,20140425,20140331,32907595153.000000,6116124192.000000,0,7077644780.000000,6026735495.000000
601333.SH,20150326,20131231,33231987956.000000,6537624790.000000,0,7087511047.000000,6447220883.000000
601333.SH,20131030,20130930,32634779836.000000,6227167885.000000,0,7072405683.000000,2645463409.000000
