fs_code,ann_date,report_date,revenue,revenue_yoy,net_profit,net_profit_yoy,gross_margin,roe
601398.SH,20251031,20250930,640028000000.000000,0,271882000000.000000,0,0,0
601398.SH,20250830,20250630,427092000000.000000,0,168803000000.000000,0,0,0
601398.SH,20250430,20250331,212774000000.000000,0,84709000000.000000,0,0,0
601398.SH,20250329,20241231,821803000000.000000,0,366946000000.000000,0,0,0
601398.SH,20251031,20240930,626422000000.000000,0,270475000000.000000,0,0,0
601398.SH,20250830,20240630,420499000000.000000,0,171296000000.000000,0,0,0
601398.SH,20250430,20240331,219843000000.000000,0,88062000000.000000,0,0,0
601398.SH,20250329,20231231,843070000000.000000,0,365116000000.000000,0,0,0
601398.SH,20241031,20230930,651268000000.000000,0,269929000000.000000,0,0,0
601398.SH,20240831,20230630,447494000000.000000,0,174720000000.000000,0,0,0
601398.SH,20240430,20230331,227596000000.000000,0,90770000000.000000,0,0,0
601398.SH,20240328,20221231,875734000000.000000,0,362110000000.000000,0,0,0
601398.SH,20231028,20220930,675221000000.000000,0,267749000000.000000,0,0,0
601398.SH,20230831,20220630,458259000000.000000,0,172819000000.000000,0,0,0
601398.SH,20230429,20220331,230106000000.000000,0,90315000000.000000,0,0,0
601398.SH,20230331,20211231,942762000000.000000,0,350216000000.000000,0,0,0
601398.SH,20221029,20210930,712093000000.000000,0,253330000000.000000,0,0,0
601398.SH,20220831,20210630,467793000000.000000,0,164509000000.000000,0,0,0
601398.SH,20220430,20210331,234191000000.000000,0,86297000000.000000,0,0,0
601398.SH,20220331,20201231,882665000000.000000,0,317685000000.000000,0,0,0
601398.SH,20211030,20200930,665693000000.000000,0,230173000000.000000,0,0,0
601398.SH,20210828,20200630,448456000000.000000,0,149796000000.000000,0,0,0
601398.SH,20210430,20200331,226979000000.000000,0,85013000000.000000,0,0,0
601398.SH,20210327,20191231,855428000000.000000,0,313361000000.000000,0,0,0
601398.SH,20201031,20190930,646942000000.000000,0,252688000000.000000,0,0,0
601398.SH,20200831,20190630,442915000000.000000,0,168690000000.000000,0,0,0
601398.SH,20200429,20190331,235501000000.000000,0,82690000000.000000,0,0,0
601398.SH,20200328,20181231,773789000000.000000,0,298723000000.000000,0,0,0
601398.SH,20191026,20180930,577055000000.000000,0,240120000000.000000,0,0,0
601398.SH,20190830,20180630,387451000000.000000,0,160657000000.000000,0,0,0
601398.SH,20190430,20180331,197198000000.000000,0,79069000000.000000,0,0,0
601398.SH,20190329,20171231,726502000000.000000,0,287451000000.000000,0,0,0
601398.SH,20181031,20170930,535773000000.000000,0,229086000000.000000,0,0,0
601398.SH,20180831,20170630,362151000000.000000,0,153687000000.000000,0,0,0
601398.SH,20180428,20170331,189525000000.000000,0,76027000000.000000,0,0,0
601398.SH,20180328,20161231,675891000000.000000,0,279106000000.000000,0,0,0
601398.SH,20171031,20160930,517774000000.000000,0,223468000000.000000,0,0,0
601398.SH,20170831,20160630,357670000000.000000,0,150656000000.000000,0,0,0
601398.SH,20170429,20160331,193889000000.000000,0,74904000000.000000,0,0,0
601398.SH,20170331,20151231,697647000000.000000,0,277720000000.000000,0,0,0
601398.SH,20161029,20150930,524628000000.000000,0,222291000000.000000,0,0,0
601398.SH,20160831,20150630,356242000000.000000,0,149426000000.000000,0,0,0
601398.SH,20160429,20150331,181164000000.000000,0,74457000000.000000,0,0,0
601398.SH,20160331,20141231,658892000000.000000,0,276286000000.000000,0,0,0
601398.SH,20151031,20140930,488589000000.000000,0,220855000000.000000,0,0,0
601398.SH,20150828,20140630,328425000000.000000,0,148381000000.000000,0,0,0
601398.SH,20150430,20140331,162633000000.000000,0,73461000000.000000,0,0,0
601398.SH,20150327,20131231,589637000000.000000,0,262965000000.000000,0,0,0
601398.SH,20141030,20130930,441917000000.000000,0,205771000000.000000,0,0,0
601398.SH,20140829,20130630,298607000000.000000,0,138477000000.000000,0,0,0
601398.SH,20140430,20130331,147760000000.000000,0,68813000000.000000,0,0,0
