fs_code,ann_date,report_date,revenue,revenue_yoy,net_profit,net_profit_yoy,gross_margin,roe
002563.SZ,20251031,20250930,9844141112.870000,0,529633933.790000,0,0,0
002563.SZ,20250822,20250630,6148842028.760000,0,319229912.440000,0,0,0
002563.SZ,20250429,20250331,3078754281.520000,0,212993803.100000,0,0,0
002563.SZ,20250401,20241231,14625544581.000000,0,1134256665.440000,0,0,0
002563.SZ,20251031,20240930,9398671457.450000,0,752369513.850000,0,0,0
002563.SZ,20250822,20240630,5954984967.500000,0,550597098.120000,0,0,0
002563.SZ,20250429,20240331,3139311437.980000,0,345304131.130000,0,0,0
002563.SZ,20250401,20231231,13660527097.370000,0,1119562779.880000,0,0,0
002563.SZ,20241031,20230930,8898315927.310000,0,830636648.990000,0,0,0
002563.SZ,20240829,20230630,5559859513.720000,0,514115498.560000,0,0,0
002563.SZ,20240430,20230331,3001865677.610000,0,310794823.340000,0,0,0
002563.SZ,20240402,20221231,13331204046.270000,0,609715238.140000,0,0,0
002563.SZ,20231031,20220930,8942683768.410000,0,251992279.610000,0,0,0
002563.SZ,20230829,20220630,5640971536.870000,0,84622132.370000,0,0,0
002563.SZ,20230428,20220331,3309366202.460000,0,200531805.010000,0,0,0
002563.SZ,20230404,20211231,15419791662.860000,0,1484581152.730000,0,0,0
002563.SZ,20221031,20210930,10020883048.310000,0,943602548.450000,0,0,0
002563.SZ,20220826,20210630,6516438316.840000,0,662804701.030000,0,0,0
002563.SZ,20220430,20210331,3310374412.170000,0,351428256.630000,0,0,0
002563.SZ,20220331,20201231,15204910811.060000,0,794389676.790000,0,0,0
002563.SZ,20211030,20200930,9449829257.050000,0,210571785.320000,0,0,0
002563.SZ,20210831,20200630,5733987283.480000,0,5502241.890000,0,0,0
002563.SZ,20210430,20200331,2737910642.830000,0,15394759.630000,0,0,0
002563.SZ,20210413,20191231,19336765180.660000,0,1533900628.850000,0,0,0
002563.SZ,20201028,20190930,13261179478.710000,0,1295138349.350000,0,0,0
002563.SZ,20200826,20190630,8219431429.580000,0,712453935.790000,0,0,0
002563.SZ,20200429,20190331,4117829110.030000,0,344419667.050000,0,0,0
002563.SZ,20200427,20181231,15719131524.200000,0,1681553122.260000,0,0,0
002563.SZ,20191030,20180930,9764121825.030000,0,1263577373.840000,0,0,0
002563.SZ,20190828,20180630,5532461237.040000,0,657987915.400000,0,0,0
002563.SZ,20190430,20180331,2512397317.100000,0,307879469.610000,0,0,0
002563.SZ,20190426,20171231,12026300030.620000,0,1130474438.590000,0,0,0
002563.SZ,20181025,20170930,8042247487.370000,0,1003018063.520000,0,0,0
002563.SZ,20180808,20170630,4433085446.830000,0,528690846.950000,0,0,0
002563.SZ,20180426,20170331,2066591404.350000,0,251310023.640000,0,0,0
002563.SZ,20180426,20161231,10667165671.510000,0,1402275560.430000,0,0,0
002563.SZ,20171031,20160930,7123803051.370000,0,992345186.180000,0,0,0
002563.SZ,20170829,20160630,3879261602.910000,0,506961204.690000,0,0,0
002563.SZ,20170427,20160331,1923013735.790000,0,243708755.940000,0,0,0
002563.SZ,20170328,20151231,9454449248.760000,0,1342563664.400000,0,0,0
002563.SZ,20161028,20150930,6169327595.220000,0,826378218.690000,0,0,0
002563.SZ,20160829,20150630,3369394143.490000,0,422397267.420000,0,0,0
002563.SZ,20160429,20150331,1655676838.090000,0,197466099.310000,0,0,0
002563.SZ,20160329,20141231,8147133752.420000,0,1088040570.900000,0,0,0
002563.SZ,20151031,20140930,5361581698.900000,0,669206201.560000,0,0,0
002563.SZ,20150829,20140630,2931757585.280000,0,342631784.470000,0,0,0
002563.SZ,20150428,20140331,1457401329.140000,0,160683518.350000,0,0,0
002563.SZ,20150317,20131231,7293717627.370000,0,901821408.950000,0,0,0
002563.SZ,20141030,20130930,4927103688.570000,0,551753433.030000,0,0,0
002563.SZ,20140827,20130630,2724975345.730000,0,284163032.130000,0,0,0
002563.SZ,20140429,20130331,1401793341.220000,0,132861926.190000,0,0,0
002563.SZ,20140317,20121231,7063467665.220000,0,760804010.780000,0,0,0
002563.SZ,20131029,20120930,4611227881.210000,0,473707327.620000,0,0,0
002563.SZ,20130820,20120630,2511218949.740000,0,248392836.400000,0,0,0
002563.SZ,20130426,20120331,1319223383.190000,0,159676916.070000,0,0,0
002563.SZ,20130423,20111231,7760580383.590000,0,1223420684.910000,0,0,0
002563.SZ,20121029,20110930,5231702438.240000,0,808334265.520000,0,0,0
002563.SZ,20120829,20110630,3008775316.370000,0,437490965.060000,0,0,0
002563.SZ,20120424,20110331,1566691012.640000,0,260669856.670000,0,0,0
002563.SZ,20120412,20101231,6287067020.180000,0,1000683115.400000,0,0,0
002563.SZ,20111028,20100930,4017020821.000000,0,640649890.160000,0,0,0
002563.SZ,20110812,20100630,2201900359.560000,0,338813001.310000,0,0,0
002563.SZ,20110416,20100331,1202887697.110000,0,203925722.380000,0,0,0
002563.SZ,20110222,20091231,4250342110.600000,0,686210390.440000,0,0,0
002563.SZ,20110222,20081231,3322699927.340000,0,443415359.090000,0,0,0
002563.SZ,20110120,20071231,1822236647.400000,0,150047830.590000,0,0,0
