fs_code,ann_date,report_date,operate_cashflow,invest_cashflow,finance_cashflow
000589.SZ,20251028,20250930,443226917.960000,-1225594431.970000,77368356.990000
000589.SZ,20250829,20250630,87067663.220000,-758429149.870000,323156162.270000
000589.SZ,20250429,20250331,-85351267.980000,-291368184.090000,146112103.890000
000589.SZ,20250426,20241231,731841210.150000,-1292719560.450000,159691588.600000
000589.SZ,20251028,20240930,435678029.270000,-729624864.170000,477004684.570000
000589.SZ,20250829,20240630,-186198425.860000,-395155288.750000,294769308.030000
000589.SZ,20250429,20240331,15582052.710000,-347589086.770000,137518765.180000
000589.SZ,20250426,20231231,1987313803.330000,-1804708116.400000,-132864217.300000
000589.SZ,20241030,20230930,1045853367.780000,-972354091.220000,87124860.040000
000589.SZ,20240831,20230630,267536723.520000,-723872606.460000,96661023.170000
000589.SZ,20240430,20230331,47230062.090000,-255970677.340000,4610131.910000
000589.SZ,20240416,20221231,-111112685.190000,-1220331652.950000,2467387005.270000
000589.SZ,20231028,20220930,-64189665.020000,-936088990.910000,2538773432.820000
000589.SZ,20230822,20220630,-213791137.120000,-711501734.510000,2185019325.030000
000589.SZ,20230429,20220331,-7781778.910000,-447576964.300000,323044301.710000
000589.SZ,20230425,20211231,285812968.690000,-786290377.000000,646033462.960000
000589.SZ,20221031,20210930,413110027.680000,-1056743035.760000,622065651.410000
000589.SZ,20220831,20210630,199612608.010000,-884332100.350000,499618448.140000
000589.SZ,20220430,20210331,120483420.050000,-607906293.010000,1045335736.820000
000589.SZ,20220308,20201231,1659357744.010000,-353501582.130000,-1077054641.280000
000589.SZ,20211026,20200930,1451075545.260000,-124229848.600000,-1083354838.470000
000589.SZ,20210821,20200630,1027410150.630000,-315756131.300000,-408950313.270000
000589.SZ,20210430,20200331,590948106.600000,-477190573.160000,-314468766.450000
000589.SZ,20210427,20191231,1751891889.590000,64642192.450000,-1303751064.210000
000589.SZ,20201028,20190930,1237548789.720000,-710639059.590000,-367273925.370000
000589.SZ,20200806,20190630,1019908170.120000,-398173563.800000,-513876759.490000
000589.SZ,20200430,20190331,919579619.580000,-76396707.420000,-285786096.000000
000589.SZ,20200425,20181231,733203772.940000,-653727958.560000,-55984795.880000
000589.SZ,20191026,20180930,923405671.210000,-377784556.190000,-346750521.260000
000589.SZ,20190810,20180630,975821153.610000,-147269947.950000,-242568162.790000
000589.SZ,20190427,20180331,358871198.770000,-78714100.770000,87994304.200000
000589.SZ,20190420,20171231,226301256.840000,-237860376.840000,-989154763.670000
000589.SZ,20181020,20170930,157263173.270000,-166522601.300000,-1051330688.490000
000589.SZ,20180823,20170630,56637047.610000,-75754088.220000,-853130386.110000
000589.SZ,20180428,20170331,33758749.170000,87338656.840000,-456753873.400000
000589.SZ,20180428,20161231,222405284.170000,-210821845.610000,-924536325.320000
000589.SZ,20171028,20160930,578562119.130000,-639163487.200000,-1010021475.590000
000589.SZ,20170830,20160630,490393773.230000,-846128637.950000,-70242657.920000
000589.SZ,20170425,20160331,-181588347.250000,-111137989.110000,493795668.370000
000589.SZ,20170415,20151231,579120499.190000,-465348145.590000,1239816709.190000
000589.SZ,20161022,20150930,1735447190.430000,-283721696.790000,373392456.530000
000589.SZ,20160820,20150630,612403600.890000,-211192806.640000,289471277.170000
000589.SZ,20160427,20150331,227246302.800000,-53218909.570000,-116170108.770000
000589.SZ,20160423,20141231,971399055.530000,-1337068241.210000,1226507798.750000
000589.SZ,20151030,20140930,505021575.350000,-610749282.450000,1096115760.660000
000589.SZ,20150829,20140630,52672493.400000,-185954798.330000,1264448553.240000
000589.SZ,20150430,20140331,113400025.840000,-81001076.750000,1315572523.390000
000589.SZ,20150424,20131231,159146115.070000,-204464622.840000,33022153.850000
000589.SZ,20141028,20130930,503266924.410000,-349551696.320000,-161549908.670000
000589.SZ,20140819,20130630,414106630.580000,-152486720.610000,-72310449.790000
000589.SZ,20140430,20130331,163940709.070000,-26277729.180000,20538868.510000
000589.SZ,20140426,20121231,1077662516.970000,-312960029.920000,-661679039.750000
000589.SZ,20131025,20120930,869524439.080000,-260512484.890000,-557337669.500000
000589.SZ,20130720,20120630,346989117.430000,-220625577.110000,-88616175.020000
000589.SZ,20130420,20120331,157140782.050000,-37569278.610000,192650669.330000
000589.SZ,20130323,20111231,-407243224.080000,-813061475.170000,1326167609.050000
000589.SZ,20121031,20110930,-848059641.920000,-515640055.710000,1757923727.490000
000589.SZ,20120803,20110630,-125368163.840000,-321785565.040000,540764408.240000
000589.SZ,20120426,20110331,-156848697.290000,-182489796.930000,795865677.970000
000589.SZ,20120421,20101231,-330944101.080000,-289866135.990000,740999071.300000
000589.SZ,20111026,20100930,17438947.740000,-222775912.670000,303053542.690000
000589.SZ,20110819,20100630,20334436.890000,-260993672.580000,299834387.880000
000589.SZ,20110427,20100331,-86254814.440000,-52456315.810000,294125104.310000
000589.SZ,20110423,20091231,384284124.830000,-314960565.510000,-116739253.850000
000589.SZ,20101025,20090930,764174056.650000,-406046682.770000,-194126351.800000
000589.SZ,20100824,20090630,553819904.840000,-173572014.460000,78944598.780000
000589.SZ,20100427,20090331,276063693.400000,-66230828.200000,-55032857.660000
000589.SZ,20100306,20081231,252624198.860000,-317188439.660000,105177995.610000
000589.SZ,20091023,20080930,86203161.390000,-144635754.990000,24781037.020000
000589.SZ,20090814,20080630,7561744.140000,-168976074.350000,112161524.510000
000589.SZ,20090424,20080331,-86710150.020000,-56049253.630000,61456899.810000
000589.SZ,20090414,20071231,139247327.960000,-415960632.270000,157969674.260000
000589.SZ,20081027,20070930,-1634222.100000,-297445117.670000,149106327.270000
000589.SZ,20080804,20070630,134694368.740000,-134938897.210000,-9019723.010000
000589.SZ,20080426,20070331,53675743.470000,-81554365.910000,-74561648.110000
000589.SZ,20080322,20061231,454271977.050000,-171622419.830000,-65753248.710000
000589.SZ,20071017,20060930,409703111.630000,-140204584.170000,-28469932.090000
000589.SZ,20070721,20060630,273601347.380000,-104167372.550000,-88371053.560000
000589.SZ,20070423,20060331,98297326.010000,-41880047.750000,-31126457.260000
000589.SZ,20060211,20051231,275709620.770000,-197869304.330000,-120893446.970000
000589.SZ,20051022,20050930,190756320.740000,-142852553.050000,-123615284.730000
000589.SZ,20050813,20050630,78691015.970000,-94620360.670000,47176696.340000
000589.SZ,20050421,20050331,-6948285.520000,-75243850.570000,59735593.620000
000589.SZ,20050405,20041231,112632798.690000,-241392984.840000,167781522.260000
000589.SZ,20041029,20040930,-46737781.750000,-139192064.000000,121615763.350000
000589.SZ,20040806,20040630,-142844550.960000,-82210638.380000,153738774.240000
000589.SZ,20040417,20040331,-70143719.070000,-85310112.970000,111506705.790000
000589.SZ,20040331,20031231,212691936.790000,-218240339.080000,82842519.030000
000589.SZ,20031018,20030930,146929340.570000,-142220180.670000,116156917.690000
000589.SZ,20030729,20030630,40726073.680000,-118286867.920000,93454046.410000
000589.SZ,20030415,20030331,-1143827.920000,-30184446.640000,48635463.140000
000589.SZ,20030403,20021231,57565360.000000,-93950522.000000,-9048974.000000
000589.SZ,20020814,20020630,16915924.840000,-36946923.590000,-13737938.090000
000589.SZ,20020425,20011231,54979201.000000,-117722467.000000,24279439.000000
000589.SZ,20010816,20010630,-14579236.920000,22011827.380000,-13932135.190000
000589.SZ,20010326,20001231,-59147240.000000,-84347959.000000,93864646.000000
000589.SZ,20000809,20000630,-75814088.000000,-54894753.000000,86160505.000000
000589.SZ,20000325,19991231,-76063046.000000,-256093286.000000,436703885.000000
000589.SZ,19990410,19981231,83638159.070000,-65591764.870000,62232637.140000
000589.SZ,19980820,19980630,-11883600.020000,-17341124.050000,7823107.210000
