fs_code,ann_date,report_date,revenue,revenue_yoy,net_profit,net_profit_yoy,gross_margin,roe
001323.SZ,20251030,20250930,3761114194.720000,0,464517626.940000,0,0,0
001323.SZ,20250828,20250630,2477600271.920000,0,356648631.260000,0,0,0
001323.SZ,20250425,20250331,1121249473.770000,0,117763897.150000,0,0,0
001323.SZ,20250425,20241231,5602743692.820000,0,767327852.540000,0,0,0
001323.SZ,20251030,20240930,3877844209.310000,0,522318887.830000,0,0,0
001323.SZ,20250828,20240630,2629136482.550000,0,373176957.090000,0,0,0
001323.SZ,20250425,20240331,1201254080.490000,0,141248934.690000,0,0,0
001323.SZ,20250425,20231231,5578550837.090000,0,802267281.850000,0,0,0
001323.SZ,20241030,20230930,3805484461.510000,0,518353976.020000,0,0,0
001323.SZ,20240828,20230630,2399390445.620000,0,355736663.750000,0,0,0
001323.SZ,20240427,20230331,957196805.440000,0,101266788.820000,0,0,0
001323.SZ,20240427,20221231,5812675105.790000,0,708405447.600000,0,0,0
001323.SZ,20231027,20220930,4153464866.180000,0,426839817.270000,0,0,0
001323.SZ,20230825,20220630,2752037457.620000,0,308514801.060000,0,0,0
001323.SZ,20230425,20220331,1244772745.730000,0,124100304.760000,0,0,0
001323.SZ,20230425,20211231,6481040857.110000,0,686443004.230000,0,0,0
001323.SZ,20221028,20210930,4271727883.730000,0,413005664.120000,0,0,0
001323.SZ,20220820,20210630,2808931306.890000,0,326402273.000000,0,0,0
001323.SZ,20220606,20210331,1242324758.570000,0,136481771.750000,0,0,0
001323.SZ,20220606,20201231,4452419715.930000,0,536304464.990000,0,0,0
001323.SZ,20220606,20191231,3862094511.610000,0,332731440.110000,0,0,0
001323.SZ,20211112,20181231,3187720100.000000,0,215833000.000000,0,0,0
