fs_code,ann_date,report_date,total_assets,total_liab,total_equity,current_assets,current_liab
002182.SZ,20251028,20250930,14409806074.540000,8165971485.350000,0,5318022145.720000,5656809254.070000
002182.SZ,20250828,20250630,13916369953.720000,7706043188.150000,0,4898769601.800000,5136924016.270000
002182.SZ,20250425,20250331,13494284458.300000,7292953339.200000,0,4659004535.280000,4748958096.610000
002182.SZ,20251028,20241231,13552173368.590000,7385321877.630000,0,4719370032.760000,4895277612.850000
002182.SZ,20241029,20240930,12664982465.840000,6511991814.260000,0,4464497061.070000,4261840083.030000
002182.SZ,20240731,20240630,12451740729.410000,6353495206.330000,0,4403029555.660000,3739013556.120000
002182.SZ,20240425,20240331,11939240101.500000,5819037364.820000,0,4244720168.310000,3691767344.990000
002182.SZ,20250425,20231231,11517713471.000000,5459092377.810000,0,4112751078.150000,4091859456.730000
002182.SZ,20231027,20230930,10730144799.410000,4827086805.800000,0,4024530735.280000,3566475221.570000
002182.SZ,20230825,20230630,9427483539.660000,4748900601.260000,0,3659576729.730000,3743419634.660000
002182.SZ,20230429,20230331,9090995816.260000,4416837686.740000,0,3669558372.930000,3869760572.430000
002182.SZ,20240425,20221231,9064204278.250000,4447334891.390000,0,3838395094.050000,4166799333.450000
002182.SZ,20221028,20220930,8805735781.900000,4238573796.800000,0,3974371990.730000,3740235759.850000
002182.SZ,20220818,20220630,9066400143.120000,4581587228.390000,0,4573434262.290000,4071861678.970000
002182.SZ,20220428,20220331,8568101230.660000,4250734879.970000,0,4686632508.070000,3834426068.320000
002182.SZ,20230408,20211231,7410199559.290000,3424749936.940000,0,4130262861.270000,3010747286.770000
002182.SZ,20211027,20210930,6948412524.740000,3297354469.950000,0,3824901450.550000,3133028632.510000
002182.SZ,20210826,20210630,6340373757.700000,3365733300.400000,0,3450149136.590000,3200257075.780000
002182.SZ,20210430,20210331,5849771401.820000,2894651732.890000,0,3176553109.590000,2724969546.430000
002182.SZ,20220316,20201231,5790490457.220000,2917505550.280000,0,3075460064.640000,2745073881.880000
002182.SZ,20201023,20200930,5586585746.430000,2797298280.850000,0,3046453185.330000,2619294848.400000
002182.SZ,20200729,20200630,5198614474.330000,2495847113.870000,0,2778807585.540000,2332569253.690000
002182.SZ,20200429,20200331,5227130805.980000,2503437753.030000,0,2874818440.770000,2339994400.920000
002182.SZ,20210415,20191231,5121112165.810000,2445746162.100000,0,2770180864.710000,2280357767.810000
002182.SZ,20191024,20190930,5059939832.620000,2779739838.860000,0,2789973881.270000,2614429918.950000
002182.SZ,20190726,20190630,4918907397.020000,2876233257.530000,0,2764383192.020000,2331344269.310000
002182.SZ,20190424,20190331,4641762342.270000,2764840307.660000,0,2423035141.030000,2638197528.290000
002182.SZ,20200318,20181231,4527214966.480000,2698066696.600000,0,2340964510.520000,2567934082.260000
002182.SZ,20181025,20180930,4173076338.100000,2424625743.210000,0,2057871494.810000,2289133458.260000
002182.SZ,20180731,20180630,3898435471.800000,2252186713.170000,0,1926469788.200000,2113338170.480000
002182.SZ,20180424,20180331,3823021142.580000,2212515748.600000,0,1906654576.750000,2069816876.110000
002182.SZ,20190321,20171231,3721675786.960000,2169389459.770000,0,1850804538.200000,2021827551.880000
002182.SZ,20171027,20170930,3733931932.220000,2201168715.940000,0,1933284743.430000,2053072819.900000
002182.SZ,20170728,20170630,3658775086.170000,2165081131.410000,0,1910292614.510000,2015067687.630000
002182.SZ,20170426,20170331,3546789562.550000,2056198046.000000,0,1825255685.130000,1902833427.390000
002182.SZ,20180329,20161231,3486351175.390000,2054985558.310000,0,1788915124.230000,1898276284.460000
002182.SZ,20161022,20160930,3251326984.290000,1818161797.690000,0,1639443554.010000,1718285373.100000
002182.SZ,20160730,20160630,3210465870.070000,1824452668.380000,0,1646819946.790000,1723757343.070000
002182.SZ,20160427,20160331,3342191278.260000,1827490329.350000,0,1716731500.010000,1723538603.340000
002182.SZ,20170330,20151231,2928630857.710000,1826630348.740000,0,1322905047.250000,1719422222.030000
002182.SZ,20151030,20150930,3015929981.320000,1919835276.180000,0,1483933320.900000,1809367483.490000
002182.SZ,20150730,20150630,2892986390.070000,1804719270.880000,0,1470814064.610000,1690991812.170000
002182.SZ,20150424,20150331,2836672079.030000,1730594504.040000,0,1424433156.630000,1613607379.310000
002182.SZ,20160421,20141231,2719403615.730000,1613300344.590000,0,1306100291.420000,1493053553.840000
002182.SZ,20141027,20140930,2628206031.910000,1520839842.910000,0,1266774571.040000,1420724976.790000
