fs_code,ann_date,report_date,operate_cashflow,invest_cashflow,finance_cashflow
601888.SH,20251031,20250930,3387993629.010000,-3305736990.290000,-2621981056.100000
601888.SH,20250827,20250630,2607120734.250000,-1886810667.990000,-1954296134.870000
601888.SH,20250430,20250331,4796979888.310000,-257075174.830000,419409247.120000
601888.SH,20250329,20241231,7939327277.010000,-454304775.300000,-4367067335.080000
601888.SH,20251031,20240930,5103650006.600000,-408926637.760000,-4131907966.400000
601888.SH,20250827,20240630,4309149718.530000,-100148024.680000,-3649621925.560000
601888.SH,20250430,20240331,5301855586.860000,-418523186.440000,-256125481.320000
601888.SH,20250329,20231231,15126419298.220000,-4715789031.630000,-4627780179.060000
601888.SH,20241031,20230930,13442904588.110000,-2093740369.840000,-3659340698.820000
601888.SH,20240831,20230630,8573227548.050000,-1211223821.100000,-1368701003.130000
601888.SH,20240424,20230331,7424636587.150000,-408159228.500000,-94431487.350000
601888.SH,20240328,20221231,-3415245341.320000,-3806652280.060000,15454562471.080000
601888.SH,20231027,20220930,-4007512272.230000,-2166197374.090000,12105752715.260000
601888.SH,20230825,20220630,-3435636942.920000,-1207334629.240000,-939206651.580000
601888.SH,20230428,20220331,-1233256091.120000,-580487089.730000,-862188340.080000
601888.SH,20230331,20211231,8328824733.000000,-2317534083.080000,-3817044570.820000
601888.SH,20221029,20210930,3122399989.970000,-1036371246.300000,-3659059130.710000
601888.SH,20220831,20210630,750806686.220000,-569242481.370000,-2492033410.510000
601888.SH,20220423,20210331,79025653.350000,-245058252.350000,-76303291.870000
601888.SH,20220423,20201231,8200948895.900000,-3814102085.020000,-1382810307.310000
601888.SH,20211030,20200930,6650486545.360000,-2836442522.660000,-1225611691.510000
601888.SH,20210828,20200630,4311008622.990000,-2502379942.970000,233302830.260000
601888.SH,20210422,20200331,-878831801.030000,-211504361.990000,23223933.440000
601888.SH,20210422,20191231,3121371610.040000,-631249264.360000,-1728816153.350000
601888.SH,20201028,20190930,3764624197.790000,-831789116.610000,-1307099025.830000
601888.SH,20200829,20190630,2687727100.760000,-100505268.260000,-1220642378.730000
601888.SH,20200423,20190331,3651918975.010000,-453035988.100000,-4066503.410000
601888.SH,20200423,20181231,2722225217.540000,-1905963152.180000,-1148590003.200000
601888.SH,20191030,20180930,3400688555.130000,-757971277.010000,-1310234193.650000
601888.SH,20190831,20180630,2209929637.000000,-528369276.830000,-1349359424.650000
601888.SH,20190427,20180331,2136990116.410000,-74616556.790000,-11741263.610000
601888.SH,20190427,20171231,3017128440.280000,1453802396.750000,-1896047560.680000
601888.SH,20181031,20170930,2365125203.970000,802678324.690000,-1866489173.600000
601888.SH,20180830,20170630,1560375557.790000,-191257272.560000,-1836899813.170000
601888.SH,20180428,20170331,284969959.760000,-2529743810.890000,-70448157.100000
601888.SH,20180428,20161231,1936528564.220000,4633808197.270000,-649266729.750000
601888.SH,20171027,20160930,1306314612.010000,-239958515.260000,-647410600.130000
601888.SH,20170830,20160630,927231773.430000,-477521165.260000,-614551161.940000
601888.SH,20170429,20160331,910362304.040000,-1109206650.970000,-82188040.170000
601888.SH,20170429,20151231,1570916108.270000,-5359725449.410000,-544951000.910000
601888.SH,20161029,20150930,1124844841.080000,-2162469809.030000,-502647337.950000
601888.SH,20160831,20150630,556104167.200000,-2613000796.730000,-34335622.050000
601888.SH,20160423,20150331,697801440.540000,-732600060.100000,32546430.730000
601888.SH,20160423,20141231,1495839221.790000,-808084896.560000,-473391973.630000
601888.SH,20151029,20140930,969421272.050000,-656564143.770000,-433792745.330000
601888.SH,20150829,20140630,374443547.350000,-633451914.850000,-436648045.140000
601888.SH,20150430,20140331,542406482.050000,-186382473.890000,-5521271.820000
601888.SH,20150418,20131231,1470221414.450000,-493978376.420000,2156120073.370000
601888.SH,20141030,20130930,1114105292.700000,-299224680.620000,2131242005.480000
601888.SH,20140827,20130630,704891402.160000,-105624060.540000,-191707293.800000
601888.SH,20140430,20130331,654316405.390000,-23100811.400000,116203716.740000
601888.SH,20140419,20121231,1272572562.350000,-207694385.700000,-308903817.640000
601888.SH,20131031,20120930,603976658.270000,-78664977.590000,-204032088.270000
601888.SH,20130831,20120630,398497775.310000,-23183875.450000,-176864623.770000
601888.SH,20130427,20120331,305730730.730000,18560333.210000,2985779.490000
601888.SH,20130408,20111231,551950535.370000,-1069841490.890000,-89849150.280000
601888.SH,20121031,20110930,293737768.350000,-73255980.610000,-28312477.290000
601888.SH,20120830,20110630,96064699.310000,-51009114.370000,104314640.530000
601888.SH,20120426,20110331,-1070149.850000,32977067.520000,44863580.550000
601888.SH,20120426,20101231,455123733.320000,-84982937.840000,-78040681.380000
601888.SH,20111029,20100930,215544107.440000,-9363776.970000,84728903.290000
601888.SH,20110827,20100630,92263200.520000,36656739.680000,33180387.330000
601888.SH,20110430,20100331,102487324.430000,-28236447.670000,-34491733.810000
601888.SH,20110430,20091231,157451541.510000,-39269697.140000,2211209808.940000
601888.SH,20101027,20090930,56482648.660000,-15768736.220000,2297517312.120000
601888.SH,20100828,20090630,-77477412.230000,9838717.050000,-248878676.000000
601888.SH,20100428,20090331,194610878.220000,-3506779.480000,-146525662.340000
601888.SH,20100428,20081231,189309666.540000,-26236373.810000,-144474111.410000
601888.SH,20091022,20080930,106597234.720000,-24823472.930000,55764898.100000
601888.SH,20090915,20071231,628355114.230000,-100364437.510000,-45930861.370000
601888.SH,20090915,20061231,254065311.530000,-52198989.960000,39575007.030000
