fs_code,ann_date,report_date,revenue,revenue_yoy,net_profit,net_profit_yoy,gross_margin,roe
601898.SH,20251028,20250930,110584315000.000000,0,15203468000.000000,0,0,0
601898.SH,20250823,20250630,74435996000.000000,0,9419660000.000000,0,0,0
601898.SH,20250426,20250331,38391521000.000000,0,4885939000.000000,0,0,0
601898.SH,20250322,20241231,189398754000.000000,0,24954026000.000000,0,0,0
601898.SH,20251028,20240930,140412180000.000000,0,19017963000.000000,0,0,0
601898.SH,20250823,20240630,92983870000.000000,0,12800717000.000000,0,0,0
601898.SH,20250426,20240331,45394500000.000000,0,6627883000.000000,0,0,0
601898.SH,20250322,20231231,192968833000.000000,0,25748800000.000000,0,0,0
601898.SH,20241024,20230930,156208514000.000000,0,21759020000.000000,0,0,0
601898.SH,20240824,20230630,109356726000.000000,0,15653220000.000000,0,0,0
601898.SH,20240425,20230331,59158383000.000000,0,9422617000.000000,0,0,0
601898.SH,20240321,20221231,220576859000.000000,0,25398918000.000000,0,0,0
601898.SH,20231026,20220930,175344940000.000000,0,26788892000.000000,0,0,0
601898.SH,20230825,20220630,118038729000.000000,0,18459981000.000000,0,0,0
601898.SH,20230428,20220331,61729684000.000000,0,9410870000.000000,0,0,0
601898.SH,20230324,20211231,239828439000.000000,0,19488624000.000000,0,0,0
601898.SH,20221027,20210930,167571903000.000000,0,16390151000.000000,0,0,0
601898.SH,20220826,20210630,102179485000.000000,0,10313036000.000000,0,0,0
601898.SH,20220428,20210331,46235922000.000000,0,4714226000.000000,0,0,0
601898.SH,20220325,20201231,140964681000.000000,0,8928671000.000000,0,0,0
601898.SH,20211028,20200930,100244308000.000000,0,6527514000.000000,0,0,0
601898.SH,20210826,20200630,61393186000.000000,0,3839328000.000000,0,0,0
601898.SH,20210423,20200331,27520485000.000000,0,1408031000.000000,0,0,0
601898.SH,20210325,20191231,129334706000.000000,0,8596999000.000000,0,0,0
601898.SH,20201029,20190930,94255021000.000000,0,8764463000.000000,0,0,0
601898.SH,20200829,20190630,61042809000.000000,0,5955340000.000000,0,0,0
601898.SH,20200429,20190331,29552412000.000000,0,2589943000.000000,0,0,0
601898.SH,20200321,20181231,104140084000.000000,0,6145397000.000000,0,0,0
601898.SH,20191029,20180930,77137425000.000000,0,6317564000.000000,0,0,0
601898.SH,20190824,20180630,50317608000.000000,0,4289812000.000000,0,0,0
601898.SH,20190424,20180331,25955736000.000000,0,2190691000.000000,0,0,0
601898.SH,20190316,20171231,81512560000.000000,0,4192442000.000000,0,0,0
601898.SH,20181024,20170930,59977227000.000000,0,3981507000.000000,0,0,0
601898.SH,20180822,20170630,37330161000.000000,0,2771440000.000000,0,0,0
601898.SH,20180428,20170331,17864765000.000000,0,1839878000.000000,0,0,0
601898.SH,20180321,20161231,60664109000.000000,0,2932769000.000000,0,0,0
601898.SH,20171028,20160930,41489247000.000000,0,1315948000.000000,0,0,0
601898.SH,20170824,20160630,26300798000.000000,0,899308000.000000,0,0,0
601898.SH,20170428,20160331,12512676000.000000,0,-142045000.000000,0,0,0
601898.SH,20170323,20151231,59270865000.000000,0,-2064179000.000000,0,0,0
601898.SH,20161029,20150930,44878835000.000000,0,-1334501000.000000,0,0,0
601898.SH,20160825,20150630,29746556000.000000,0,-737001000.000000,0,0,0
601898.SH,20160428,20150331,13075000000.000000,0,82945000.000000,0,0,0
601898.SH,20160323,20141231,70663840000.000000,0,1222051000.000000,0,0,0
601898.SH,20151028,20140930,52079324000.000000,0,965240000.000000,0,0,0
601898.SH,20150822,20140630,35434584000.000000,0,912105000.000000,0,0,0
601898.SH,20150425,20140331,16858658000.000000,0,698694000.000000,0,0,0
601898.SH,20150321,20131231,82316482000.000000,0,4295739000.000000,0,0,0
601898.SH,20141024,20130930,59609662000.000000,0,3851688000.000000,0,0,0
601898.SH,20140816,20130630,40398169000.000000,0,3321077000.000000,0,0,0
601898.SH,20140426,20130331,20125066000.000000,0,1989576000.000000,0,0,0
601898.SH,20140319,20121231,87291670000.000000,0,10010070000.000000,0,0,0
601898.SH,20131026,20120930,65065177000.000000,0,7392113000.000000,0,0,0
601898.SH,20130821,20120630,45719981000.000000,0,5163376000.000000,0,0,0
601898.SH,20130427,20120331,22224833000.000000,0,2825974000.000000,0,0,0
601898.SH,20130316,20111231,90864746000.000000,0,10511630000.000000,0,0,0
601898.SH,20121024,20110930,67173671000.000000,0,8273764000.000000,0,0,0
601898.SH,20120822,20110630,43098234000.000000,0,5415572000.000000,0,0,0
601898.SH,20120428,20110331,20909106000.000000,0,2474431000.000000,0,0,0
601898.SH,20120328,20101231,71268417000.000000,0,7570729000.000000,0,0,0
601898.SH,20111022,20100930,52564210000.000000,0,6603473000.000000,0,0,0
601898.SH,20110817,20100630,35560714000.000000,0,4931661000.000000,0,0,0
601898.SH,20110428,20100331,15589691000.000000,0,2158899000.000000,0,0,0
601898.SH,20110323,20091231,53729503000.000000,0,7093347000.000000,0,0,0
601898.SH,20101027,20090930,38246357000.000000,0,5257066000.000000,0,0,0
601898.SH,20100814,20090630,22949264000.000000,0,3718098000.000000,0,0,0
601898.SH,20100423,20090331,10049979000.000000,0,1459005000.000000,0,0,0
601898.SH,20100423,20081231,52282566000.000000,0,6376140000.000000,0,0,0
601898.SH,20091029,20080930,40533666000.000000,0,6526283000.000000,0,0,0
601898.SH,20090815,20080630,25808875000.000000,0,4085354000.000000,0,0,0
601898.SH,20090428,20080331,10954651000.000000,0,2077230000.000000,0,0,0
601898.SH,20090330,20071231,36033676000.000000,0,6149145000.000000,0,0,0
601898.SH,20081025,20070930,27347429000.000000,0,4399169000.000000,0,0,0
601898.SH,20080729,20070630,16929878000.000000,0,2441894000.000000,0,0,0
601898.SH,20080428,20070331,8072326000.000000,0,1068569000.000000,0,0,0
601898.SH,20080410,20061231,28346728000.000000,0,2885755000.000000,0,0,0
601898.SH,20080121,20051231,26081515000.000000,0,3213195000.000000,0,0,0
601898.SH,20080121,20041231,17878528000.000000,0,1775385000.000000,0,0,0
