fs_code,ann_date,report_date,operate_cashflow,invest_cashflow,finance_cashflow
601800.SH,20251031,20250930,-65790413885.000000,-21294540439.000000,105820876259.000000
601800.SH,20250830,20250630,-77300858429.000000,-18927974009.000000,97147362372.000000
601800.SH,20250428,20250331,-48907898828.000000,-22247559924.000000,85257532778.000000
601800.SH,20250328,20241231,12506416778.000000,-29618504047.000000,41639842471.000000
601800.SH,20251031,20240930,-77028344565.000000,-22091059807.000000,139915942551.000000
601800.SH,20250830,20240630,-74160755036.000000,-15607997965.000000,99205347293.000000
601800.SH,20250428,20240331,-39634707471.000000,-21950901336.000000,89554116636.000000
601800.SH,20250328,20231231,12061083182.000000,-55868970125.000000,50331666921.000000
601800.SH,20241031,20230930,-50372213567.000000,-50278914304.000000,146629194577.000000
601800.SH,20240831,20230630,-49581771823.000000,-32899417973.000000,130824008367.000000
601800.SH,20240430,20230331,-25633637952.000000,-22778218243.000000,74467857275.000000
601800.SH,20240329,20221231,1138539989.000000,-46926999729.000000,52631908199.000000
601800.SH,20231031,20220930,-42615565382.000000,-35472592631.000000,116534333010.000000
601800.SH,20230829,20220630,-45715673844.000000,-22343971875.000000,109453476679.000000
601800.SH,20230429,20220331,-33363409598.000000,-19955860948.000000,72371654171.000000
601800.SH,20230331,20211231,-12626245397.000000,-52816437161.000000,42203451646.000000
601800.SH,20221029,20210930,-58522439352.000000,-43922304996.000000,92459886375.000000
601800.SH,20220831,20210630,-64610375982.000000,-22428409496.000000,90981160967.000000
601800.SH,20220429,20210331,-33908744094.000000,-22963762162.000000,49549790908.000000
601800.SH,20220331,20201231,13851445641.000000,-105686657644.000000,93687346379.000000
601800.SH,20211030,20200930,-38501208131.000000,-54252629145.000000,97674681405.000000
601800.SH,20210831,20200630,-40564971784.000000,-42225757849.000000,84519603054.000000
601800.SH,20210430,20200331,-42725908389.000000,-22136354586.000000,69903217801.000000
601800.SH,20210331,20191231,5382620014.000000,-66027436318.000000,51487502476.000000
601800.SH,20201030,20190930,-38789963060.000000,-39781566061.000000,63188171055.000000
601800.SH,20200829,20190630,-40304142290.000000,-29014401688.000000,44168534533.000000
601800.SH,20200429,20190331,-38284999481.000000,-15673070996.000000,26322052295.000000
601800.SH,20200401,20181231,9098072660.000000,-50312018953.000000,38630841881.000000
601800.SH,20191031,20180930,-30425193331.000000,-34266177444.000000,40365906444.000000
601800.SH,20190831,20180630,-33044594459.000000,-18824114492.000000,31203806302.000000
601800.SH,20190430,20180331,-15882472516.000000,-13623906683.000000,6742201321.000000
601800.SH,20190330,20171231,42741461162.000000,-45619038903.000000,24308608084.000000
601800.SH,20181031,20170930,5061408215.000000,-32398084313.000000,11424106342.000000
601800.SH,20180829,20170630,-2087331407.000000,-20166548589.000000,14505260153.000000
601800.SH,20180428,20170331,-13704098333.000000,-10831876656.000000,5958596583.000000
601800.SH,20180330,20161231,29722887754.000000,-38707818474.000000,22100421247.000000
601800.SH,20171031,20160930,-11506759631.000000,-39831295629.000000,31105373602.000000
601800.SH,20170830,20160630,-15582869116.000000,-23960505821.000000,25622055290.000000
601800.SH,20170428,20160331,-14030044574.000000,-9756832658.000000,15922626467.000000
601800.SH,20170329,20151231,31911056350.000000,-45471575208.000000,36425109926.000000
601800.SH,20161029,20150930,-4009295761.000000,-31363143665.000000,62180094910.000000
601800.SH,20160831,20150630,-7881864124.000000,-20143906349.000000,31969159654.000000
601800.SH,20160427,20150331,-16723970066.260000,-7021616307.760000,18696153759.560000
601800.SH,20160329,20141231,4404027639.000000,-45504554219.000000,31804526620.000000
601800.SH,20151031,20140930,-16948237265.000000,-38020154919.000000,44349883901.000000
601800.SH,20150829,20140630,-17524381480.000000,-25997699271.000000,34949751573.000000
601800.SH,20150429,20140331,-3985633736.620000,-12981217285.270000,19137475651.340000
601800.SH,20150331,20131231,6970190099.000000,-28081357046.000000,34560016212.000000
601800.SH,20141031,20130930,-6540894637.750000,-28944649518.680000,30062467621.650000
601800.SH,20140827,20130630,-10620624181.000000,-17868316514.000000,20193451316.000000
601800.SH,20140430,20130331,-2662033782.160000,-12454250146.750000,2541470637.400000
601800.SH,20140326,20121231,13305877534.000000,-19503044405.000000,28961304399.000000
601800.SH,20131031,20120930,-2061438766.000000,-11558481427.000000,29101741100.000000
601800.SH,20130828,20120630,-5076832976.000000,-10582459053.000000,23273842351.000000
601800.SH,20130427,20120331,-2876245674.000000,-4941889404.000000,7605899080.000000
601800.SH,20130327,20111231,1760092435.000000,-14028782571.000000,18840511329.000000
601800.SH,20121031,20110930,-4319510912.620000,-9443474667.010000,22847689627.080000
601800.SH,20120829,20110630,-7632974956.000000,-6468243425.000000,14240950212.000000
601800.SH,20120426,20110331,-8246999025.380000,-3788375218.390000,8639635590.800000
601800.SH,20120327,20101231,15483489892.000000,-15366229401.000000,5004131270.000000
601800.SH,20101030,20100930,-2572501677.830000,-20331212460.960000,21521045057.050000
601800.SH,20100831,20100630,-4134585220.000000,-7403207166.000000,5476101189.000000
601800.SH,20100430,20100331,-2793676237.470000,-4698466177.730000,-253700991.800000
601800.SH,20100429,20091231,17228289809.000000,-16955345099.000000,7258883543.000000
601800.SH,20090910,20090630,318000000.000000,-8939000000.000000,7327000000.000000
601800.SH,20100913,20081231,1040172843.000000,-16741867537.000000,19662383965.000000
601800.SH,20080926,20080630,-9329000000.000000,-10340000000.000000,19894000000.000000
601800.SH,20100913,20071231,3135295305.000000,-15547052235.000000,4214932750.000000
601800.SH,20090819,20061231,4737140000.000000,-8094490000.000000,23454930000.000000
601800.SH,20080415,20051231,3179321386.400000,-4794752409.430000,2485360902.230000
