fs_code,ann_date,report_date,revenue,revenue_yoy,net_profit,net_profit_yoy,gross_margin,roe
002300.SZ,20251028,20250930,8941206192.330000,0,80154189.660000,0,0,0
002300.SZ,20250826,20250630,5745147644.580000,0,48688530.010000,0,0,0
002300.SZ,20250430,20250331,2507978194.590000,0,14137941.740000,0,0,0
002300.SZ,20250417,20241231,13720132803.730000,0,75004212.250000,0,0,0
002300.SZ,20251028,20240930,10199014854.080000,0,100532995.390000,0,0,0
002300.SZ,20250826,20240630,6335777016.510000,0,56850713.860000,0,0,0
002300.SZ,20250430,20240331,2802763187.570000,0,25580512.020000,0,0,0
002300.SZ,20250417,20231231,13544663261.440000,0,175589265.470000,0,0,0
002300.SZ,20241030,20230930,9703635730.360000,0,175187509.440000,0,0,0
002300.SZ,20240828,20230630,5718868823.070000,0,101062135.670000,0,0,0
002300.SZ,20240427,20230331,2219161238.250000,0,35689681.240000,0,0,0
002300.SZ,20240411,20221231,13103244444.820000,0,229623492.600000,0,0,0
002300.SZ,20231031,20220930,9637307975.950000,0,160408194.830000,0,0,0
002300.SZ,20230826,20220630,6271563626.070000,0,102873980.280000,0,0,0
002300.SZ,20230428,20220331,2546115377.200000,0,37772606.640000,0,0,0
002300.SZ,20230411,20211231,11224746835.930000,0,184960240.900000,0,0,0
002300.SZ,20221028,20210930,8115882810.340000,0,129229236.230000,0,0,0
002300.SZ,20220827,20210630,5051010008.480000,0,72016331.630000,0,0,0
002300.SZ,20220426,20210331,2066958560.270000,0,31658933.400000,0,0,0
002300.SZ,20220331,20201231,7941460113.630000,0,221239528.730000,0,0,0
002300.SZ,20211028,20200930,5586810237.190000,0,165512306.610000,0,0,0
002300.SZ,20210828,20200630,3405330578.360000,0,87728505.140000,0,0,0
002300.SZ,20210428,20200331,1232209678.260000,0,1967645.380000,0,0,0
002300.SZ,20210409,20191231,6974865051.260000,0,206886242.860000,0,0,0
002300.SZ,20201028,20190930,4828987512.800000,0,134480124.370000,0,0,0
002300.SZ,20200827,20190630,3006269796.850000,0,76080003.980000,0,0,0
002300.SZ,20200429,20190331,1280370180.040000,0,27634887.950000,0,0,0
002300.SZ,20200410,20181231,5104612067.330000,0,122015954.180000,0,0,0
002300.SZ,20191028,20180930,3681072808.640000,0,84306962.530000,0,0,0
002300.SZ,20190828,20180630,2260838139.530000,0,45292348.120000,0,0,0
002300.SZ,20190427,20180331,973591896.190000,0,12889871.850000,0,0,0
002300.SZ,20190411,20171231,4094644605.900000,0,110749035.350000,0,0,0
002300.SZ,20181026,20170930,2853361375.570000,0,83115330.480000,0,0,0
002300.SZ,20180824,20170630,1717174772.810000,0,43248277.690000,0,0,0
002300.SZ,20180427,20170331,724602662.730000,0,12802480.930000,0,0,0
002300.SZ,20180413,20161231,3479301279.190000,0,164883431.770000,0,0,0
002300.SZ,20171027,20160930,2499758323.920000,0,122453296.370000,0,0,0
002300.SZ,20170825,20160630,1601387837.630000,0,76292085.500000,0,0,0
002300.SZ,20170426,20160331,721789588.490000,0,23739854.880000,0,0,0
002300.SZ,20170413,20151231,3603373823.290000,0,189482320.990000,0,0,0
002300.SZ,20161028,20150930,2663397469.260000,0,149455444.180000,0,0,0
002300.SZ,20160825,20150630,1692518104.450000,0,93575802.820000,0,0,0
002300.SZ,20160428,20150331,704062431.680000,0,16660546.470000,0,0,0
002300.SZ,20160408,20141231,3353542537.610000,0,175052802.460000,0,0,0
002300.SZ,20151029,20140930,2302840466.600000,0,104091424.060000,0,0,0
002300.SZ,20150828,20140630,1468492666.060000,0,48074496.260000,0,0,0
002300.SZ,20150429,20140331,689752933.990000,0,13162790.690000,0,0,0
002300.SZ,20150409,20131231,3359907269.510000,0,147348988.220000,0,0,0
002300.SZ,20141029,20130930,2453744722.610000,0,97421143.790000,0,0,0
002300.SZ,20140826,20130630,1570592070.880000,0,52264346.550000,0,0,0
002300.SZ,20140426,20130331,730328334.740000,0,16773137.420000,0,0,0
002300.SZ,20140410,20121231,3785998190.060000,0,137974117.150000,0,0,0
002300.SZ,20131028,20120930,2701401813.890000,0,92317268.950000,0,0,0
002300.SZ,20130827,20120630,1699315311.560000,0,60893737.590000,0,0,0
002300.SZ,20130426,20120331,765312041.700000,0,23470685.900000,0,0,0
002300.SZ,20130409,20111231,3488386875.640000,0,129366779.060000,0,0,0
002300.SZ,20121025,20110930,2544798528.350000,0,95377640.840000,0,0,0
002300.SZ,20120824,20110630,1507704072.640000,0,64425940.180000,0,0,0
002300.SZ,20120426,20110331,604642352.390000,0,25664423.130000,0,0,0
002300.SZ,20120328,20101231,2336971980.390000,0,126306429.080000,0,0,0
002300.SZ,20111026,20100930,1549216482.710000,0,85664620.360000,0,0,0
002300.SZ,20110825,20100630,958647831.060000,0,50667419.610000,0,0,0
002300.SZ,20110429,20100331,414966412.440000,0,20780969.760000,0,0,0
002300.SZ,20110328,20091231,1538604603.410000,0,108744008.580000,0,0,0
002300.SZ,20101026,20090930,1046215297.220000,0,74167858.680000,0,0,0
002300.SZ,20100820,20090630,655738524.190000,0,45180432.120000,0,0,0
002300.SZ,20100427,20090331,315243101.210000,0,13202100.250000,0,0,0
002300.SZ,20100316,20081231,2186555874.750000,0,54186719.100000,0,0,0
002300.SZ,20091020,20080930,1717912953.210000,0,48277127.890000,0,0,0
002300.SZ,20090921,20071231,2025417879.890000,0,70099207.740000,0,0,0
002300.SZ,20090921,20061231,1327396934.740000,0,67854066.760000,0,0,0
