fs_code,ann_date,report_date,revenue,revenue_yoy,net_profit,net_profit_yoy,gross_margin,roe
601225.SH,20251030,20250930,118083109267.010000,0,19931525289.810000,0,0,0
601225.SH,20250828,20250630,77982698531.110000,0,12506629491.360000,0,0,0
601225.SH,20250426,20250331,40162176900.550000,0,7315345016.310000,0,0,0
601225.SH,20250426,20241231,184144845071.050000,0,36557254089.510000,0,0,0
601225.SH,20251030,20240930,135437178009.320000,0,27698572762.070000,0,0,0
601225.SH,20250828,20240630,90875435396.600000,0,18422492629.410000,0,0,0
601225.SH,20250426,20240331,43324614499.290000,0,8266105454.070000,0,0,0
601225.SH,20250426,20231231,181471814714.540000,0,38342812268.080000,0,0,0
601225.SH,20241030,20230930,127432471588.860000,0,27361588341.470000,0,0,0
601225.SH,20240830,20230630,90661910173.620000,0,19506926444.410000,0,0,0
601225.SH,20240426,20230331,44809129101.910000,0,11216528156.450000,0,0,0
601225.SH,20240426,20221231,166847725959.230000,0,53209422754.400000,0,0,0
601225.SH,20231028,20220930,130577125049.890000,0,42346062827.180000,0,0,0
601225.SH,20230831,20220630,83846953835.700000,0,34331086020.830000,0,0,0
601225.SH,20230427,20220331,39622060286.300000,0,10432878793.780000,0,0,0
601225.SH,20230427,20211231,152307544839.600000,0,34023199603.770000,0,0,0
601225.SH,20221029,20210930,121310291503.130000,0,22845977363.340000,0,0,0
601225.SH,20220831,20210630,72860016355.270000,0,13199252329.560000,0,0,0
601225.SH,20220428,20210331,34861387817.680000,0,5509185762.810000,0,0,0
601225.SH,20220428,20201231,95062752938.500000,0,19712868322.150000,0,0,0
601225.SH,20211027,20200930,64179213004.820000,0,14542644477.070000,0,0,0
601225.SH,20210831,20200630,38809987798.290000,0,6958888353.990000,0,0,0
601225.SH,20210430,20200331,18619657553.920000,0,3404139612.120000,0,0,0
601225.SH,20210430,20191231,73732076716.230000,0,16630096066.640000,0,0,0
601225.SH,20201031,20190930,50754774314.600000,0,13122938235.120000,0,0,0
601225.SH,20200826,20190630,32585674141.670000,0,8417853182.660000,0,0,0
601225.SH,20200430,20190331,14404755231.670000,0,3782101259.540000,0,0,0
601225.SH,20200430,20181231,57223725979.590000,0,15929157536.050000,0,0,0
601225.SH,20191031,20180930,41131304995.690000,0,13203248974.240000,0,0,0
601225.SH,20190816,20180630,26242707974.580000,0,8827351260.190000,0,0,0
601225.SH,20190427,20180331,12587430732.500000,0,4288347604.130000,0,0,0
601225.SH,20190411,20171231,50927001983.060000,0,15725672965.810000,0,0,0
601225.SH,20181026,20170930,39403614156.140000,0,12009988605.670000,0,0,0
601225.SH,20180810,20170630,25585951662.670000,0,8041135127.720000,0,0,0
601225.SH,20180426,20170331,12273933461.410000,0,3984601308.580000,0,0,0
601225.SH,20180330,20161231,33131746363.010000,0,4379710028.520000,0,0,0
601225.SH,20171028,20160930,20304691568.870000,0,1666339905.340000,0,0,0
601225.SH,20170826,20160630,12274246152.430000,0,540655601.700000,0,0,0
601225.SH,20170428,20160331,5838503400.410000,0,102031396.570000,0,0,0
601225.SH,20170428,20151231,32511200869.520000,0,-2350061865.490000,0,0,0
601225.SH,20161027,20150930,27072748732.800000,0,-1433997273.920000,0,0,0
601225.SH,20160827,20150630,18983759709.600000,0,-589192853.580000,0,0,0
601225.SH,20160423,20150331,8584027055.010000,0,-66690765.530000,0,0,0
601225.SH,20160423,20141231,41150150587.480000,0,2812106016.080000,0,0,0
601225.SH,20151027,20140930,30490622573.400000,0,2317014879.850000,0,0,0
601225.SH,20150829,20140630,21119562363.040000,0,1883351846.330000,0,0,0
601225.SH,20150425,20140331,9807722277.280000,0,1187786310.080000,0,0,0
601225.SH,20150425,20131231,43218522477.830000,0,6270237077.320000,0,0,0
601225.SH,20141024,20130930,28184668078.680000,0,5326939765.710000,0,0,0
601225.SH,20140822,20130630,19445237158.690000,0,4315259644.970000,0,0,0
601225.SH,20140425,20130331,9176942754.810000,0,2063933601.760000,0,0,0
601225.SH,20140425,20121231,44260061821.790000,0,10485264074.330000,0,0,0
601225.SH,20140108,20120930,34677828000.000000,0,8581364400.000000,0,0,0
601225.SH,20140108,20111231,42966045679.070000,0,13677297392.070000,0,0,0
601225.SH,20110825,20110630,20693380400.000000,0,6576119900.000000,0,0,0
601225.SH,20140108,20101231,31737455934.840000,0,8259497426.800000,0,0,0
601225.SH,20110825,20091231,17518025900.000000,0,2779245400.000000,0,0,0
601225.SH,20110825,20081231,14039526400.000000,0,2072962400.000000,0,0,0
601225.SH,20110130,20071231,,0,529099095.650000,0,0,0
