fs_code,ann_date,report_date,revenue,revenue_yoy,net_profit,net_profit_yoy,gross_margin,roe
601939.SH,20251031,20250930,573702000000.000000,0,258446000000.000000,0,0,0
601939.SH,20250830,20250630,394273000000.000000,0,162638000000.000000,0,0,0
601939.SH,20250430,20250331,190070000000.000000,0,83742000000.000000,0,0,0
601939.SH,20250329,20241231,750151000000.000000,0,336282000000.000000,0,0,0
601939.SH,20251031,20240930,569022000000.000000,0,257112000000.000000,0,0,0
601939.SH,20250830,20240630,385965000000.000000,0,165039000000.000000,0,0,0
601939.SH,20250430,20240331,200928000000.000000,0,86907000000.000000,0,0,0
601939.SH,20250329,20231231,769736000000.000000,0,332460000000.000000,0,0,0
601939.SH,20241031,20230930,588440000000.000000,0,255440000000.000000,0,0,0
601939.SH,20240831,20230630,400255000000.000000,0,167295000000.000000,0,0,0
601939.SH,20240430,20230331,207076000000.000000,0,89147000000.000000,0,0,0
601939.SH,20240329,20221231,783760000000.000000,0,324863000000.000000,0,0,0
601939.SH,20231027,20220930,595984000000.000000,0,247641000000.000000,0,0,0
601939.SH,20230824,20220630,402612000000.000000,0,162234000000.000000,0,0,0
601939.SH,20230429,20220331,205101000000.000000,0,87370000000.000000,0,0,0
601939.SH,20230330,20211231,824246000000.000000,0,303928000000.000000,0,0,0
601939.SH,20221029,20210930,624405000000.000000,0,233173000000.000000,0,0,0
601939.SH,20220831,20210630,416332000000.000000,0,154106000000.000000,0,0,0
601939.SH,20220430,20210331,216523000000.000000,0,83020000000.000000,0,0,0
601939.SH,20220330,20201231,755858000000.000000,0,273579000000.000000,0,0,0
601939.SH,20211030,20200930,571435000000.000000,0,207609000000.000000,0,0,0
601939.SH,20210828,20200630,389109000000.000000,0,138939000000.000000,0,0,0
601939.SH,20210429,20200331,209395000000.000000,0,80981000000.000000,0,0,0
601939.SH,20210327,20191231,705629000000.000000,0,269222000000.000000,0,0,0
601939.SH,20201030,20190930,539635000000.000000,0,227382000000.000000,0,0,0
601939.SH,20200831,20190630,361471000000.000000,0,155708000000.000000,0,0,0
601939.SH,20200429,20190331,187066000000.000000,0,77925000000.000000,0,0,0
601939.SH,20200330,20181231,658891000000.000000,0,255626000000.000000,0,0,0
601939.SH,20191031,20180930,501232000000.000000,0,214856000000.000000,0,0,0
601939.SH,20190829,20180630,340764000000.000000,0,147465000000.000000,0,0,0
601939.SH,20190430,20180331,181073000000.000000,0,74076000000.000000,0,0,0
601939.SH,20190328,20171231,621659000000.000000,0,243615000000.000000,0,0,0
601939.SH,20181024,20170930,471994000000.000000,0,202273000000.000000,0,0,0
601939.SH,20180829,20170630,320388000000.000000,0,139009000000.000000,0,0,0
601939.SH,20180427,20170331,170798000000.000000,0,70231000000.000000,0,0,0
601939.SH,20180328,20161231,605090000000.000000,0,232389000000.000000,0,0,0
601939.SH,20171027,20160930,472572000000.000000,0,194670000000.000000,0,0,0
601939.SH,20170831,20160630,332852000000.000000,0,133903000000.000000,0,0,0
601939.SH,20170428,20160331,187944000000.000000,0,67911000000.000000,0,0,0
601939.SH,20170330,20151231,605197000000.000000,0,228886000000.000000,0,0,0
601939.SH,20161028,20150930,457391000000.000000,0,192076000000.000000,0,0,0
601939.SH,20160826,20150630,311042000000.000000,0,132244000000.000000,0,0,0
601939.SH,20160430,20150331,162367000000.000000,0,67129000000.000000,0,0,0
601939.SH,20160331,20141231,570470000000.000000,0,228247000000.000000,0,0,0
601939.SH,20151030,20140930,429043000000.000000,0,190685000000.000000,0,0,0
601939.SH,20150831,20140630,287097000000.000000,0,130970000000.000000,0,0,0
601939.SH,20150430,20140331,147351000000.000000,0,65922000000.000000,0,0,0
601939.SH,20150328,20131231,508608000000.000000,0,215122000000.000000,0,0,0
601939.SH,20141024,20130930,377390000000.000000,0,176867000000.000000,0,0,0
601939.SH,20140830,20130630,251401000000.000000,0,119964000000.000000,0,0,0
601939.SH,20140428,20130331,125584000000.000000,0,59713000000.000000,0,0,0
601939.SH,20140331,20121231,460746000000.000000,0,193602000000.000000,0,0,0
601939.SH,20131028,20120930,341276000000.000000,0,158519000000.000000,0,0,0
601939.SH,20130826,20120630,227005000000.000000,0,106494000000.000000,0,0,0
601939.SH,20130427,20120331,109682000000.000000,0,51609000000.000000,0,0,0
601939.SH,20130325,20111231,397090000000.000000,0,169439000000.000000,0,0,0
601939.SH,20121029,20110930,296150000000.000000,0,139207000000.000000,0,0,0
601939.SH,20120827,20110630,196033000000.000000,0,92953000000.000000,0,0,0
601939.SH,20120428,20110331,96333000000.000000,0,47233000000.000000,0,0,0
601939.SH,20120326,20101231,323489000000.000000,0,135031000000.000000,0,0,0
601939.SH,20111029,20100930,234798000000.000000,0,110641000000.000000,0,0,0
601939.SH,20110822,20100630,153307000000.000000,0,70779000000.000000,0,0,0
601939.SH,20110429,20100331,75276000000.000000,0,35189000000.000000,0,0,0
601939.SH,20110328,20091231,267184000000.000000,0,106836000000.000000,0,0,0
601939.SH,20101030,20090930,197375000000.000000,0,86162000000.000000,0,0,0
601939.SH,20100823,20090630,130862000000.000000,0,55841000000.000000,0,0,0
601939.SH,20100430,20090331,65458000000.000000,0,26276000000.000000,0,0,0
601939.SH,20100329,20081231,267507000000.000000,0,92642000000.000000,0,0,0
601939.SH,20091024,20080930,198781000000.000000,0,84267000000.000000,0,0,0
601939.SH,20090822,20080630,135188000000.000000,0,58692000000.000000,0,0,0
601939.SH,20090425,20080331,64910000000.000000,0,32129000000.000000,0,0,0
601939.SH,20090328,20071231,219459000000.000000,0,69142000000.000000,0,0,0
601939.SH,20081025,20070930,158789000000.000000,0,57101000000.000000,0,0,0
601939.SH,20080823,20070630,99312000000.000000,0,34255000000.000000,0,0,0
601939.SH,20080412,20061231,150212000000.000000,0,46319000000.000000,0,0,0
601939.SH,20070911,20060630,70268000000.000000,0,23223000000.000000,0,0,0
601939.SH,20070911,20051231,127268000000.000000,0,47096000000.000000,0,0,0
601939.SH,20070911,20041231,112579000000.000000,0,49040000000.000000,0,0,0
601939.SH,20050216,20031231,61104000000.000000,0,411000000.000000,0,0,0
601939.SH,20050216,20021231,65746000000.000000,0,4304000000.000000,0,0,0
601939.SH,20050216,20011231,56318000000.000000,0,5167000000.000000,0,0,0
601939.SH,20031201,20001231,45163000000.000000,0,7540000000.000000,0,0,0
