fs_code,ann_date,report_date,revenue,revenue_yoy,net_profit,net_profit_yoy,gross_margin,roe
601388.SH,20251028,20250930,5594783397.620000,0,97515400.080000,0,0,0
601388.SH,20250827,20250630,3580910999.450000,0,29398737.090000,0,0,0
601388.SH,20250429,20250331,1794133300.410000,0,21449927.880000,0,0,0
601388.SH,20250426,20241231,6999471041.650000,0,18586463.830000,0,0,0
601388.SH,20251028,20240930,5040495649.710000,0,77281110.440000,0,0,0
601388.SH,20250827,20240630,3241752945.620000,0,68545593.370000,0,0,0
601388.SH,20250429,20240331,1577793633.720000,0,28662610.360000,0,0,0
601388.SH,20250426,20231231,6796644426.210000,0,132927406.950000,0,0,0
601388.SH,20241030,20230930,5135921008.700000,0,124110292.220000,0,0,0
601388.SH,20240828,20230630,3501135000.430000,0,106437977.160000,0,0,0
601388.SH,20240427,20230331,1752227342.450000,0,73992794.510000,0,0,0
601388.SH,20240427,20221231,7659813637.790000,0,381407024.560000,0,0,0
601388.SH,20231028,20220930,5847641450.500000,0,290229098.320000,0,0,0
601388.SH,20230826,20220630,3978833668.110000,0,270706690.660000,0,0,0
601388.SH,20230428,20220331,1963628722.400000,0,149346007.900000,0,0,0
601388.SH,20230428,20211231,8282934844.940000,0,851652578.310000,0,0,0
601388.SH,20221029,20210930,6002899698.970000,0,652702375.430000,0,0,0
601388.SH,20220818,20210630,3951177387.960000,0,426309118.330000,0,0,0
601388.SH,20220428,20210331,1995785766.650000,0,202616939.220000,0,0,0
601388.SH,20220426,20201231,5627025863.190000,0,461771944.510000,0,0,0
601388.SH,20211026,20200930,4044629837.680000,0,274125044.080000,0,0,0
601388.SH,20210818,20200630,2405827365.480000,0,100835437.910000,0,0,0
601388.SH,20210420,20200331,1288396203.550000,0,48881158.480000,0,0,0
601388.SH,20210413,20191231,5448473369.400000,0,114943476.690000,0,0,0
601388.SH,20201030,20190930,4042236818.120000,0,47141999.640000,0,0,0
601388.SH,20200825,20190630,2637535223.980000,0,33644949.150000,0,0,0
601388.SH,20200430,20190331,1328575580.190000,0,8544894.620000,0,0,0
601388.SH,20200623,20181231,6296541933.750000,0,97523087.370000,0,0,0
601388.SH,20191030,20180930,4766347328.140000,0,78090741.220000,0,0,0
601388.SH,20190830,20180630,3255186203.010000,0,81961095.810000,0,0,0
601388.SH,20190430,20180331,1593935929.980000,0,76893276.120000,0,0,0
601388.SH,20190426,20171231,5384040136.130000,0,322931679.800000,0,0,0
601388.SH,20181030,20170930,3933568926.980000,0,242067768.860000,0,0,0
601388.SH,20180825,20170630,2540118338.620000,0,179044275.100000,0,0,0
601388.SH,20180427,20170331,1199645635.450000,0,103519355.660000,0,0,0
601388.SH,20180427,20161231,3766844813.420000,0,25848518.670000,0,0,0
601388.SH,20171031,20160930,2580006363.100000,0,-6459519.010000,0,0,0
601388.SH,20170815,20160630,1401856922.170000,0,-11924629.940000,0,0,0
601388.SH,20170428,20160331,676179950.740000,0,-15435845.490000,0,0,0
601388.SH,20170426,20151231,3490388949.450000,0,9706196.750000,0,0,0
601388.SH,20161028,20150930,2762292756.140000,0,17681154.270000,0,0,0
601388.SH,20160830,20150630,1908228560.410000,0,39395223.040000,0,0,0
601388.SH,20160429,20150331,968760435.290000,0,20051724.240000,0,0,0
601388.SH,20160429,20141231,4313953662.730000,0,30077329.940000,0,0,0
601388.SH,20151029,20140930,3407932839.970000,0,27527451.370000,0,0,0
601388.SH,20150814,20140630,2310964655.520000,0,5641622.920000,0,0,0
601388.SH,20150429,20140331,1100488365.360000,0,16217983.720000,0,0,0
601388.SH,20150421,20131231,4877044911.870000,0,89959637.360000,0,0,0
601388.SH,20141029,20130930,3735678596.080000,0,85813950.640000,0,0,0
601388.SH,20140822,20130630,2404574050.260000,0,71901221.420000,0,0,0
601388.SH,20140429,20130331,1179078176.870000,0,33966106.770000,0,0,0
601388.SH,20140425,20121231,5295178561.510000,0,164538787.610000,0,0,0
601388.SH,20131029,20120930,4223095586.940000,0,115027503.540000,0,0,0
601388.SH,20130827,20120630,2793206909.170000,0,92863378.670000,0,0,0
601388.SH,20130427,20120331,1417986371.760000,0,64783493.270000,0,0,0
601388.SH,20130416,20111231,5403430701.610000,0,305862505.300000,0,0,0
601388.SH,20121030,20110930,3956386018.760000,0,218824699.500000,0,0,0
601388.SH,20120820,20110630,2524721342.490000,0,144855323.850000,0,0,0
601388.SH,20120323,20101231,3673331642.330000,0,276676381.210000,0,0,0
601388.SH,20120323,20091231,1767873556.050000,0,209897755.770000,0,0,0
601388.SH,20111216,20081231,2431122747.140000,0,39171607.640000,0,0,0
