fs_code,ann_date,report_date,total_assets,total_liab,total_equity,current_assets,current_liab
601000.SH,20251030,20250930,24992389536.020000,2362130401.600000,0,8708894559.230000,1656345052.620000
601000.SH,20250829,20250630,24353802910.150000,2238877906.950000,0,8100595161.510000,1580490491.370000
601000.SH,20250429,20250331,24918414837.820000,2164114912.220000,0,7802656384.410000,1498483861.690000
601000.SH,20251030,20241231,24782801666.260000,2444442698.670000,0,5603897006.380000,1776770710.350000
601000.SH,20241030,20240930,24248315349.830000,2255693197.340000,0,5305110665.120000,1603882547.790000
601000.SH,20240830,20240630,23751488191.690000,2287464790.300000,0,5004414388.570000,1634613664.190000
601000.SH,20240427,20240331,24253450137.980000,2215853115.140000,0,6937199565.100000,1555254334.660000
601000.SH,20250329,20231231,23848461570.120000,2407544777.490000,0,6651111443.030000,1744564505.950000
601000.SH,20231028,20230930,23609339799.390000,2490903032.580000,0,8433621369.540000,1835433922.230000
601000.SH,20230830,20230630,22897827938.370000,2425859104.150000,0,7718971151.570000,1773443303.060000
601000.SH,20230428,20230331,23676300252.910000,2552042715.520000,0,8441714125.390000,1896107625.160000
601000.SH,20240329,20221231,23334933863.190000,2797456301.150000,0,8137715284.510000,2142793081.830000
601000.SH,20221028,20220930,23885373979.500000,3730903303.620000,0,8736869409.640000,3091383360.010000
601000.SH,20220827,20220630,23093542965.420000,3480536769.340000,0,7864607251.530000,2841197196.070000
601000.SH,20220429,20220331,23893458186.340000,3655146513.020000,0,8741766142.320000,3017105694.140000
601000.SH,20230330,20211231,23743720562.180000,3937645886.370000,0,8685355962.580000,3301085297.140000
601000.SH,20211028,20210930,24123489912.870000,3841681587.400000,0,9237498662.320000,3158694732.750000
601000.SH,20210826,20210630,24028073347.760000,4560228348.910000,0,6721660455.410000,3709612927.510000
601000.SH,20210429,20210331,23724556503.050000,3555666203.670000,0,6213759669.370000,2735937781.220000
601000.SH,20220408,20201231,24592015434.800000,4945381415.330000,0,7132467643.980000,4125541928.730000
601000.SH,20201029,20200930,25095909724.230000,5898297984.140000,0,7413029533.460000,5018172759.380000
