fs_code,ann_date,report_date,total_assets,total_liab,total_equity,current_assets,current_liab
600783.SH,20251031,20250930,9327153436.550000,4544386726.560000,0,2018532491.260000,186143980.460000
600783.SH,20250830,20250630,9140437299.530000,4539545273.420000,0,1871301558.710000,230485652.460000
600783.SH,20250430,20250331,8610764910.210000,4118431907.770000,0,1449951445.750000,191761075.780000
600783.SH,20251031,20241231,8974147453.890000,4230025016.770000,0,1602369543.570000,203605243.400000
600783.SH,20241031,20240930,9043726111.630000,4128675904.160000,0,1508478528.010000,161052750.500000
600783.SH,20240831,20240630,9027961496.300000,4213777743.740000,0,1718126500.540000,249098253.430000
600783.SH,20240430,20240331,8660723422.300000,4157628871.220000,0,1681296515.700000,167912878.580000
600783.SH,20250430,20231231,8715836000.120000,4060783305.890000,0,1855664997.220000,172068212.070000
600783.SH,20231031,20230930,8279061319.630000,3827143404.230000,0,1803040503.400000,161409996.100000
600783.SH,20230831,20230630,8778592019.640000,4107059791.780000,0,2410882624.250000,332886404.730000
600783.SH,20230429,20230331,8526148329.900000,3863017626.670000,0,2337960280.900000,190934434.400000
600783.SH,20240430,20221231,8509472992.430000,3924568259.010000,0,2298053778.600000,227266923.050000
600783.SH,20221029,20220930,8146980775.470000,3956945661.990000,0,2377182492.140000,531652367.120000
600783.SH,20220831,20220630,7667443883.000000,3394533002.550000,0,2029847302.480000,593427361.400000
600783.SH,20220430,20220331,7213245334.800000,2905272471.160000,0,1293418220.480000,435843710.610000
600783.SH,20230429,20211231,7160513297.150000,2896561759.830000,0,1523238061.540000,460024914.220000
600783.SH,20211030,20210930,6748345969.340000,2827527813.720000,0,2004714177.280000,260948000.830000
600783.SH,20210831,20210630,6967192837.230000,3055352525.950000,0,2318650620.800000,422135032.280000
600783.SH,20210430,20210331,6678752474.480000,2916204478.140000,0,2356847324.880000,329484741.670000
600783.SH,20220430,20201231,6377998481.740000,2564941842.400000,0,2099634498.640000,332154498.600000
600783.SH,20201031,20200930,6411119863.160000,2467970217.660000,0,2238499107.090000,205201096.700000
600783.SH,20200831,20200630,6117585048.880000,2455668792.300000,0,1817004889.570000,270147299.650000
600783.SH,20200430,20200331,6038501342.600000,2328367380.580000,0,1850607158.350000,168207204.910000
600783.SH,20210430,20191231,5724715970.980000,1995641504.360000,0,1572185606.640000,273078579.150000
600783.SH,20191031,20190930,6025004201.690000,2396555483.350000,0,1962013670.040000,1075764264.740000
600783.SH,20190831,20190630,5794875163.410000,2157178627.750000,0,1711576410.280000,1350241888.910000
600783.SH,20190430,20190331,5313465831.580000,1613886339.090000,0,1268325840.940000,913817617.190000
600783.SH,20200430,20181231,5735229287.260000,1996585294.730000,0,1149639245.580000,1077731430.190000
600783.SH,20181031,20180930,6113639235.050000,2265865715.090000,0,1261004633.690000,620262717.710000
600783.SH,20180831,20180630,6159553840.800000,2285723460.480000,0,1342143297.100000,638769423.380000
600783.SH,20180428,20180331,5997313782.990000,2263616468.030000,0,1283923674.560000,226000553.250000
600783.SH,20190430,20171231,5608995658.730000,1956724989.010000,0,995401379.200000,247042144.450000
600783.SH,20171031,20170930,5793754315.110000,1892415251.670000,0,839323418.690000,178022832.750000
600783.SH,20170831,20170630,5786148132.940000,1781852848.450000,0,918794299.710000,156486774.940000
600783.SH,20170429,20170331,5805546570.300000,1921515252.860000,0,910374100.660000,594937840.500000
600783.SH,20180428,20161231,5646758766.550000,1776849658.580000,0,858585223.060000,643686326.290000
600783.SH,20161031,20160930,5862455483.600000,1997797425.140000,0,971568244.620000,454205851.050000
600783.SH,20160831,20160630,5583559426.630000,1695426213.930000,0,801593086.600000,145654476.410000
600783.SH,20160429,20160331,5225433106.620000,1671320876.100000,0,1029089953.020000,196101989.500000
600783.SH,20170429,20151231,5318590915.610000,1743323912.820000,0,1088388217.740000,242449171.840000
600783.SH,20151031,20150930,5139134942.410000,1617364584.380000,0,1153943836.590000,249523647.370000
600783.SH,20150831,20150630,5308100540.120000,1651207235.370000,0,1258162846.280000,269909784.330000
600783.SH,20150430,20150331,5182391669.240000,1662183631.410000,0,1167123319.020000,264792491.600000
600783.SH,20160429,20141231,5058278989.340000,1645333955.280000,0,1025699730.850000,255126534.810000
600783.SH,20141031,20140930,5162949520.390000,1591885709.960000,0,743142112.240000,467845386.850000
600783.SH,20140829,20140630,4922732948.080000,1525750958.460000,0,623804319.900000,392538108.010000
600783.SH,20140430,20140331,4870488159.830000,1630601925.180000,0,816200743.270000,495237045.950000
600783.SH,20150430,20131231,4376849274.370000,1208842158.780000,0,328248696.850000,477469227.700000
600783.SH,20131031,20130930,4140493401.200000,1001645786.260000,0,453780085.070000,279304841.090000
600783.SH,20130831,20130630,4141212486.100000,1064822141.100000,0,513953004.000000,344801402.330000
600783.SH,20130427,20130331,4057430532.810000,999238655.480000,0,419450035.630000,270268150.770000
600783.SH,20140430,20121231,4066686315.230000,1039100596.760000,0,458788120.100000,308416208.710000
600783.SH,20121031,20120930,4245378511.790000,1240687427.830000,0,758333582.220000,503958831.120000
600783.SH,20120831,20120630,4203108014.390000,1265174565.170000,0,714383773.950000,535339475.470000
