fs_code,ann_date,report_date,total_assets,total_liab,total_equity,current_assets,current_liab
603259.SH,20260324,20251231,103120968579.110000,22873254977.590000,0,61677055890.490000,19235268205.240000
603259.SH,20251027,20250930,94606135416.070000,23133638111.370000,0,53812305105.120000,19438255302.470000
603259.SH,20250729,20250630,83823779902.240000,23414698147.440000,0,42588730423.990000,20518915049.340000
603259.SH,20250429,20250331,84512088093.230000,21733326335.920000,0,43308063148.940000,18873805072.320000
603259.SH,20260324,20241231,80325824408.750000,21240210773.180000,0,38690152263.990000,16226114890.700000
603259.SH,20241029,20240930,74238239875.230000,18654997773.240000,0,30462748877.120000,12927421099.020000
603259.SH,20240730,20240630,74397328656.890000,19302567477.610000,0,30261138249.110000,13648375448.310000
603259.SH,20240430,20240331,74939847736.570000,18891550725.010000,0,31153381549.190000,13387432882.540000
603259.SH,20250318,20231231,73669349307.120000,18151903894.380000,0,30422470960.820000,14756296165.570000
603259.SH,20231031,20230930,71759281237.930000,19770878845.600000,0,29777189611.660000,16979131571.460000
603259.SH,20230801,20230630,69319133730.680000,19120352119.420000,0,27580065949.010000,16363159319.290000
603259.SH,20230425,20230331,68188088624.620000,18357086099.460000,0,27502389642.300000,15786215710.630000
603259.SH,20240319,20221231,64690326746.960000,17763654011.210000,0,23997226540.210000,14499362053.810000
603259.SH,20221027,20220930,65749216761.500000,20612129366.800000,0,25455729627.610000,17473856415.480000
603259.SH,20220727,20220630,61913467431.700000,19520122790.260000,0,23678165415.340000,16203469171.400000
603259.SH,20220426,20220331,57582930874.690000,16935154066.160000,0,23039625152.460000,13595327177.510000
603259.SH,20230321,20211231,55127388384.030000,16369925768.220000,0,21985648602.330000,12984593869.400000
603259.SH,20211030,20210930,53173933656.920000,15534644670.250000,0,21543279982.370000,11139173514.340000
603259.SH,20210813,20210630,52177359887.600000,15193844576.300000,0,21800310501.630000,10213159638.350000
603259.SH,20210430,20210331,48610812958.370000,13085021981.410000,0,21546274720.660000,8271835907.010000
603259.SH,20220324,20201231,46291165698.550000,13572674389.830000,0,23059339916.970000,7920344866.540000
603259.SH,20201030,20200930,44514742469.140000,12430080638.310000,0,23990481429.360000,7352767561.440000
603259.SH,20200814,20200630,30875395866.240000,12222257962.410000,0,11369513475.290000,6807045400.280000
603259.SH,20200430,20200331,30231316974.000000,12380571190.300000,0,12996448113.740000,7305437856.080000
603259.SH,20210331,20191231,29239134370.820000,11829424284.710000,0,12663033917.840000,6634386443.980000
603259.SH,20191031,20190930,27370406690.320000,10058221289.160000,0,12304298310.800000,5601828461.950000
603259.SH,20190820,20190630,24428422653.460000,6299257457.450000,0,11314937567.000000,4869877909.040000
603259.SH,20190430,20190331,23764446579.170000,4876102962.810000,0,11837672336.280000,3479065824.910000
603259.SH,20200325,20181231,22667201900.810000,4501971091.260000,0,11806601147.330000,3762057725.120000
603259.SH,20181031,20180930,17150999707.960000,6130180991.030000,0,7130084078.770000,5055060664.300000
603259.SH,20180822,20180630,16213943364.080000,5806029267.670000,0,7397456543.370000,4703405492.200000
603259.SH,20180507,20180331,12710628562.380000,5643084220.720000,0,5216703743.020000,4213709562.420000
603259.SH,20190323,20171231,12580446945.240000,5842436614.520000,0,5466800883.410000,4619423329.280000
603259.SH,20180206,20170930,11922448936.460000,5384485626.920000,0,5146043847.220000,4555699131.310000
603259.SH,20170714,20170331,10420013068.570000,3958002408.830000,0,5759003759.870000,3611148703.170000
603259.SH,20180416,20161231,10590682809.920000,4528277751.270000,0,6040309313.840000,4201345158.120000
603259.SH,20180416,20151231,9686431293.080000,3256308426.970000,0,6356768381.430000,2992177220.030000
603259.SH,20170714,20141231,7562250544.550000,2659566707.060000,0,4755508144.290000,2410426442.210000
